settlement_id,bank_txn_id,category,expected_match
STL76481885,BTXN5143889422,exact,true
STL12059919,BTXN4102872611,exact,true
STL93652460,BTXN8270110908,exact,true
STL52501540,BTXN3323646093,exact,true
STL40532691,BTXN4207337120,exact,true
STL13885234,BTXN5492496998,exact,true
STL29538047,BTXN1773338452,exact,true
STL76795767,BTXN1614685938,exact,true
STL48605268,BTXN1678500147,exact,true
STL71315464,BTXN8925520026,exact,true
STL87149951,BTXN8298348088,exact,true
STL91390501,BTXN8495457335,exact,true
STL39394291,BTXN3734252963,exact,true
STL94322033,BTXN5464285982,exact,true
STL22097496,BTXN9201789018,exact,true
STL81249799,BTXN6001680218,exact,true
STL25457816,BTXN1323408297,exact,true
STL45495029,BTXN3304560537,exact,true
STL88458327,BTXN2595467139,exact,true
STL91883846,BTXN9861449701,exact,true
STL25659979,BTXN1600337712,exact,true
STL23044889,BTXN3308745090,exact,true
STL88831486,BTXN9381721143,exact,true
STL41690501,BTXN8969097897,exact,true
STL18126895,BTXN7004964045,exact,true
STL16788532,BTXN8674224347,exact,true
STL88703005,BTXN4735313433,exact,true
STL82506491,BTXN1749459431,exact,true
STL89034501,BTXN2390587865,exact,true
STL80610004,BTXN5567946981,exact,true
STL98436473,BTXN7534583219,exact,true
STL67213476,BTXN3946766309,exact,true
STL91644298,BTXN1637088959,exact,true
STL61124122,BTXN7573691558,exact,true
STL97874085,BTXN6218484323,exact,true
STL65833185,BTXN4133661881,exact,true
STL30486849,BTXN3036965074,exact,true
STL27463800,BTXN3389594115,exact,true
STL16904975,BTXN9454207717,exact,true
STL30767532,BTXN8115628227,exact,true
STL47388792,BTXN3465740756,exact,true
STL91737913,BTXN2148679234,exact,true
STL57113566,BTXN1026224160,exact,true
STL29042093,BTXN5173893550,exact,true
STL70887307,BTXN2464137110,exact,true
STL17061037,BTXN1668210614,exact,true
STL75184410,BTXN7902338893,exact,true
STL56328316,BTXN2846465000,exact,true
STL11031743,BTXN6172957943,exact,true
STL48848936,BTXN2409274786,exact,true
STL61030579,BTXN2521136431,exact,true
STL52018286,BTXN7767834064,exact,true
STL25458308,BTXN2739600515,exact,true
STL58567046,BTXN5673482258,exact,true
STL80325062,BTXN5632753983,exact,true
STL32566390,BTXN9917981516,exact,true
STL57123808,BTXN4500557310,exact,true
STL90852623,BTXN1323639855,exact,true
STL85764804,BTXN2357806226,exact,true
STL46866075,BTXN3540128512,exact,true
STL59491122,BTXN8867077130,exact,true
STL92545028,BTXN6946306973,exact,true
STL53154591,BTXN7893447569,exact,true
STL56095437,BTXN9952125442,exact,true
STL68978194,BTXN3619094295,exact,true
STL55414869,BTXN2437308013,exact,true
STL43822301,BTXN4750707607,exact,true
STL51638598,BTXN2683446724,exact,true
STL27152188,BTXN3260842187,exact,true
STL55866538,BTXN3088517710,exact,true
STL78140959,BTXN9752058817,exact,true
STL68743530,BTXN5482624860,exact,true
STL70254091,BTXN6322188162,exact,true
STL86560394,BTXN9523104008,exact,true
STL91156554,BTXN2073755632,exact,true
STL79244185,BTXN4655730355,exact,true
STL78901038,BTXN2878930355,exact,true
STL41645597,BTXN5645459980,exact,true
STL29602406,BTXN1590985753,exact,true
STL70210270,BTXN3642900640,exact,true
STL83659258,BTXN2817865363,exact,true
STL42002808,BTXN2963288053,exact,true
STL29270557,BTXN6545970956,exact,true
STL35140847,BTXN9957643727,exact,true
STL62405812,BTXN9045897249,exact,true
STL12179995,BTXN5585133383,exact,true
STL96274567,BTXN8281641403,exact,true
STL14963880,BTXN2260326267,exact,true
STL82884346,BTXN7328203808,exact,true
STL98010774,BTXN6720572969,exact,true
STL61894582,BTXN6097341120,exact,true
STL21087928,BTXN8417757797,exact,true
STL83212334,BTXN6556684476,exact,true
STL69849800,BTXN2830154607,exact,true
STL92523968,BTXN9581991473,exact,true
STL58762794,BTXN1133747952,exact,true
STL58607028,BTXN3436297208,exact,true
STL69584522,BTXN4277422858,exact,true
STL97182566,BTXN2196963451,exact,true
STL79490594,BTXN3412365931,exact,true
STL36867482,BTXN1526723719,exact,true
STL21783073,BTXN9532273208,exact,true
STL50259503,BTXN4656572173,exact,true
STL26288992,BTXN5231112087,exact,true
STL58438711,BTXN6879428703,exact,true
STL51512297,BTXN3469178881,exact,true
STL27224779,BTXN5150074940,exact,true
STL56442431,BTXN5633668009,exact,true
STL77454225,BTXN3753020051,exact,true
STL85647532,BTXN4709911999,exact,true
STL97393186,BTXN7752277876,exact,true
STL96155337,BTXN9403748506,exact,true
STL49920898,BTXN2947957237,exact,true
STL72336371,BTXN6171239466,exact,true
STL56354851,BTXN9484167278,exact,true
STL45899440,BTXN2931000173,exact,true
STL43322272,BTXN4875395503,exact,true
STL35479101,BTXN4277581356,exact,true
STL13110670,BTXN2033921654,exact,true
STL90197611,BTXN7316122432,exact,true
STL45496951,BTXN8419590655,exact,true
STL86541906,BTXN3412985084,exact,true
STL93650068,BTXN1510289448,exact,true
STL84870921,BTXN9327720702,exact,true
STL77119320,BTXN1172893522,exact,true
STL79703656,BTXN2962750929,exact,true
STL31810655,BTXN8913915028,exact,true
STL85554415,BTXN6582557981,exact,true
STL65907088,BTXN7801948900,exact,true
STL16892773,BTXN7801180691,exact,true
STL14237322,BTXN4008714405,exact,true
STL65426567,BTXN3965676060,exact,true
STL28533117,BTXN3227727430,exact,true
STL52111160,BTXN5108932916,exact,true
STL91883092,BTXN3079537716,exact,true
STL49945150,BTXN8607135564,exact,true
STL74398125,BTXN6469458472,exact,true
STL48983895,BTXN5475641477,exact,true
STL74300930,BTXN1919066362,exact,true
STL42542167,BTXN9807970435,exact,true
STL23494908,BTXN1590416424,exact,true
STL74082055,BTXN3794042404,exact,true
STL97550053,BTXN3465883999,exact,true
STL33593960,BTXN8886432673,exact,true
STL15028625,BTXN5334769475,exact,true
STL28012011,BTXN7305101214,exact,true
STL34991216,BTXN9650425740,exact,true
STL67405358,BTXN7508080884,exact,true
STL74082804,BTXN2065354117,exact,true
STL54241559,BTXN5344083406,exact,true
STL72464258,BTXN2317723211,exact,true
STL74180488,BTXN5952894290,exact,true
STL82144402,BTXN4545940090,exact,true
STL80532309,BTXN8317619798,exact,true
STL86866717,BTXN3304937838,exact,true
STL37568520,BTXN3099500153,exact,true
STL85686878,BTXN9837912162,exact,true
STL10404729,BTXN4203205881,exact,true
STL82633735,BTXN5269728610,exact,true
STL28176954,BTXN7100408092,exact,true
STL20770971,BTXN3316277000,fuzzy_date,true
STL39888974,BTXN4585531525,fuzzy_date,true
STL40824989,BTXN6358023411,fuzzy_date,true
STL98610233,BTXN1067198189,fuzzy_date,true
STL42847661,BTXN4180599722,fuzzy_date,true
STL77631755,BTXN9561946187,fuzzy_date,true
STL50502136,BTXN4763500857,fuzzy_date,true
STL94019376,BTXN8210176888,fuzzy_date,true
STL65878146,BTXN2753459822,fuzzy_date,true
STL40245233,BTXN4039019230,fuzzy_date,true
STL84797762,BTXN3276297510,fuzzy_date,true
STL59805178,BTXN9987064419,fuzzy_date,true
STL35254849,BTXN6227046160,fuzzy_date,true
STL35504548,BTXN6173344564,fuzzy_date,true
STL72579077,BTXN6837975356,fuzzy_date,true
STL73013937,BTXN6167393219,fuzzy_date,true
STL12176998,BTXN7088451458,fuzzy_date,true
STL83905989,BTXN8236361108,fuzzy_date,true
STL32579937,BTXN2512585138,fuzzy_date,true
STL19976458,BTXN3869963931,fuzzy_date,true
STL30270856,BTXN1039262289,fuzzy_date,true
STL12111482,BTXN9618334441,fuzzy_date,true
STL12300840,BTXN1769945233,fuzzy_date,true
STL57572279,BTXN2704657157,fuzzy_date,true
STL20820219,BTXN4262396395,fuzzy_date,true
STL95462880,BTXN9630522755,fuzzy_date,true
STL80888325,BTXN4947728706,fuzzy_date,true
STL16249441,BTXN4969233836,fuzzy_date,true
STL37804291,BTXN3521300895,fuzzy_date,true
STL61518966,BTXN4110258855,fuzzy_date,true
STL55713584,BTXN7853087029,fuzzy_date,true
STL40620216,BTXN9337145038,fuzzy_date,true
STL93029219,BTXN1315708805,fuzzy_date,true
STL52503832,BTXN2549195708,fuzzy_date,true
STL23721268,BTXN1569113257,fuzzy_date,true
STL13524813,BTXN5679877282,fuzzy_date,true
STL11656329,BTXN6548442140,fuzzy_date,true
STL61100987,BTXN1728004476,fuzzy_date,true
STL68341261,BTXN6480214504,fuzzy_date,true
STL93890601,BTXN3648572296,fuzzy_date,true
STL93240786,BTXN8998080862,fuzzy_date,true
STL53038948,BTXN3986257683,fuzzy_date,true
STL94946730,BTXN6336171726,fuzzy_date,true
STL85678734,BTXN8418324922,fuzzy_date,true
STL77015343,BTXN2300656317,fuzzy_date,true
STL81721578,BTXN8265834251,fuzzy_date,true
STL43316996,BTXN2524751277,fuzzy_date,true
STL67774765,BTXN1455028401,fuzzy_date,true
STL60213478,BTXN6974875750,fuzzy_date,true
STL49652241,BTXN5130589741,fuzzy_date,true
STL56748074,BTXN3045102506,fuzzy_date,true
STL13031322,BTXN8942167666,fuzzy_date,true
STL84076145,BTXN5982744929,fuzzy_date,true
STL35016429,BTXN7150970643,fuzzy_date,true
STL62188655,BTXN9609047368,fuzzy_date,true
STL82060023,BTXN6097953682,fuzzy_date,true
STL90124068,BTXN5785590330,fuzzy_date,true
STL52035079,BTXN1506211965,fuzzy_date,true
STL66135102,BTXN3561629386,fuzzy_date,true
STL75718640,BTXN2240535933,fuzzy_date,true
STL11286267,BTXN3081379485,fuzzy_date,true
STL75592138,BTXN1718348264,fuzzy_date,true
STL46890134,BTXN2239829538,fuzzy_date,true
STL86868379,BTXN5785481124,fuzzy_date,true
STL49957816,BTXN5433395802,fuzzy_date,true
STL41802361,BTXN8254773516,fuzzy_date,true
STL17966873,BTXN7743417981,fuzzy_date,true
STL48833650,BTXN7754847890,fuzzy_date,true
STL47221734,BTXN4719780110,fuzzy_date,true
STL75694038,BTXN8011113122,fuzzy_date,true
STL79204468,BTXN8515344013,fuzzy_date,true
STL22501261,BTXN7590302909,fuzzy_date,true
STL83458776,BTXN3482206102,fuzzy_date,true
STL26674831,BTXN5973501339,fuzzy_date,true
STL97241147,BTXN2296502486,fuzzy_date,true
STL99188862,BTXN1710924824,fuzzy_amount,true
STL73995913,BTXN1334744286,fuzzy_amount,true
STL26185823,BTXN5862655247,fuzzy_amount,true
STL52057323,BTXN2285291868,fuzzy_amount,true
STL91915661,BTXN3791815554,fuzzy_amount,true
STL92688322,BTXN8243746556,fuzzy_amount,true
STL89131271,BTXN8430332727,fuzzy_amount,true
STL43308414,BTXN7904559790,fuzzy_amount,true
STL79491111,BTXN6977525103,fuzzy_amount,true
STL61792685,BTXN1484230338,fuzzy_amount,true
STL27714442,BTXN7102562415,fuzzy_amount,true
STL18115992,BTXN8589679668,fuzzy_amount,true
STL21220209,BTXN2331039957,fuzzy_amount,true
STL51630244,BTXN8295757364,fuzzy_amount,true
STL70850538,BTXN5531313426,fuzzy_amount,true
STL76627415,BTXN9388140708,fuzzy_amount,true
STL25845304,BTXN5421051452,fuzzy_amount,true
STL76591799,BTXN2546720356,fuzzy_amount,true
STL40655922,BTXN1011031667,fuzzy_amount,true
STL34019729,BTXN4682870880,fuzzy_amount,true
STL46407626,BTXN4547630097,fuzzy_amount,true
STL39955391,BTXN5215140451,fuzzy_amount,true
STL53929586,BTXN9960957575,fuzzy_amount,true
STL93579731,BTXN6336857629,fuzzy_amount,true
STL30208677,BTXN2761091683,fuzzy_amount,true
STL51273379,BTXN1446457642,fuzzy_amount,true
STL22485824,BTXN9141445255,fuzzy_amount,true
STL20043577,BTXN5562470175,fuzzy_amount,true
STL53788744,BTXN6661014794,fuzzy_amount,true
STL30858851,BTXN1453796587,fuzzy_amount,true
STL70655283,BTXN6619138852,fuzzy_amount,true
STL38859601,BTXN2407863065,fuzzy_amount,true
STL50109721,BTXN5254923696,fuzzy_amount,true
STL11604831,BTXN1954720281,fuzzy_amount,true
STL20064609,BTXN1276905285,fuzzy_amount,true
STL15730602,BTXN9342031932,fuzzy_amount,true
STL76588957,BTXN5421592782,fuzzy_amount,true
STL47561442,BTXN1638367047,fuzzy_amount,true
STL18184472,BTXN5671728485,fuzzy_amount,true
STL94658420,BTXN8358870981,fuzzy_amount,true
STL46297263,BTXN1772303297,fuzzy_amount,true
STL81059199,BTXN1685583357,fuzzy_amount,true
STL39448924,BTXN6963229328,fuzzy_amount,true
STL89398174,BTXN9711080868,fuzzy_amount,true
STL76065552,BTXN7623374739,fuzzy_amount,true
STL12674689,BTXN7556046460,fuzzy_amount,true
STL33818260,BTXN2389803385,fuzzy_amount,true
STL80638102,BTXN8991514523,fuzzy_amount,true
STL55172462,BTXN6591038760,fuzzy_amount,true
STL33381086,BTXN2532554057,fuzzy_amount,true
STL33851602,BTXN4130305126,llm_reasoned,true
STL85906869,BTXN3131098613,llm_reasoned,true
STL99929175,BTXN9103115140,llm_reasoned,true
STL44448045,BTXN4380225197,llm_reasoned,true
STL65568711,BTXN6921525436,llm_reasoned,true
STL40277201,BTXN5993571693,llm_reasoned,true
STL55876720,BTXN2612579345,llm_reasoned,true
STL14159837,BTXN3807341727,llm_reasoned,true
STL84371711,BTXN6504099682,llm_reasoned,true
STL17315517,BTXN2549748436,llm_reasoned,true
STL36799898,BTXN1416555576,llm_reasoned,true
STL63347164,BTXN7317658317,llm_reasoned,true
STL35042738,BTXN2914590233,llm_reasoned,true
STL18273096,BTXN1415334610,llm_reasoned,true
STL18185099,BTXN8906163641,llm_reasoned,true
STL77390918,BTXN1633282877,llm_reasoned,true
STL15727862,BTXN2818381356,llm_reasoned,true
STL18994192,BTXN5668747327,llm_reasoned,true
STL93625419,BTXN8652281649,llm_reasoned,true
STL24178065,BTXN7059726570,llm_reasoned,true
STL91692326,BTXN2725373847,llm_reasoned,true
STL12715612,BTXN8703676933,llm_reasoned,true
STL28036919,BTXN8489236010,llm_reasoned,true
STL38372352,BTXN9831336766,llm_reasoned,true
STL80368504,BTXN1124331395,llm_reasoned,true
STL36724061,BTXN6471691689,llm_reasoned,true
STL42472381,BTXN6894699853,llm_reasoned,true
STL56943979,BTXN2478538226,llm_reasoned,true
STL39709238,BTXN3780475472,llm_reasoned,true
STL11194267,BTXN4439688162,llm_reasoned,true
STL66882385,BTXN9141037388,llm_reasoned,true
STL79878835,BTXN1439427140,llm_reasoned,true
STL47108953,BTXN8046300793,llm_reasoned,true
STL35281262,BTXN4287687478,llm_reasoned,true
STL13416548,BTXN8109891300,llm_reasoned,true
STL14740436,BTXN4504756453,llm_reasoned,true
STL78090647,BTXN3397657114,llm_reasoned,true
STL34571018,BTXN9158681911,llm_reasoned,true
STL54468633,BTXN6891331174,llm_reasoned,true
STL88326059,BTXN3665691647,llm_reasoned,true
STL36883353,BTXN6766723248,llm_reasoned,true
STL75441993,BTXN5237588145,llm_reasoned,true
STL31264801,BTXN1378134712,llm_reasoned,true
STL15063406,BTXN3292578829,llm_reasoned,true
STL12404661,BTXN3906611156,llm_reasoned,true
STL89010042,BTXN2314754322,llm_reasoned,true
STL55343466,BTXN5869588539,llm_reasoned,true
STL40657783,BTXN5230025371,llm_reasoned,true
STL60357475,BTXN9798613995,llm_reasoned,true
STL25541047,BTXN7085004726,llm_reasoned,true
STL61036796,,settlement_only_exception,false
STL50415166,,settlement_only_exception,false
STL66213840,,settlement_only_exception,false
STL36661903,,settlement_only_exception,false
STL58039455,,settlement_only_exception,false
STL37876214,,settlement_only_exception,false
STL24821786,,settlement_only_exception,false
STL23594977,,settlement_only_exception,false
STL45450260,,settlement_only_exception,false
STL48999266,,settlement_only_exception,false
STL16159129,,settlement_only_exception,false
STL93457527,,settlement_only_exception,false
STL25278272,,settlement_only_exception,false
STL74188958,,settlement_only_exception,false
STL25174194,,settlement_only_exception,false
STL23920137,,settlement_only_exception,false
STL34328380,,settlement_only_exception,false
STL27536261,,settlement_only_exception,false
STL18500820,,settlement_only_exception,false
STL99904987,,settlement_only_exception,false
STL68095862,,settlement_only_exception,false
STL29952062,,settlement_only_exception,false
STL76549837,,settlement_only_exception,false
STL42331952,,settlement_only_exception,false
STL64126921,,settlement_only_exception,false
STL21813825,,settlement_only_exception,false
STL97694240,,settlement_only_exception,false
STL22199793,,settlement_only_exception,false
STL97858385,,settlement_only_exception,false
STL39919562,,settlement_only_exception,false
STL98203489,,settlement_only_exception,false
STL10294869,,settlement_only_exception,false
STL83509785,,settlement_only_exception,false
STL76091781,,settlement_only_exception,false
STL35171649,,settlement_only_exception,false
STL55356673,,settlement_only_exception,false
STL70465703,,settlement_only_exception,false
STL84252780,,settlement_only_exception,false
STL87652255,,settlement_only_exception,false
STL77660514,,settlement_only_exception,false
STL46721417,,settlement_only_exception,false
STL90869462,,settlement_only_exception,false
STL36962876,,settlement_only_exception,false
STL97253117,,settlement_only_exception,false
STL85467972,,settlement_only_exception,false
STL13391969,,settlement_only_exception,false
STL45833216,,settlement_only_exception,false
STL37380537,,settlement_only_exception,false
STL96854901,,settlement_only_exception,false
STL99186817,,settlement_only_exception,false
,BTXN1231078662,bank_only_exception,false
,BTXN6126033644,bank_only_exception,false
,BTXN3206955437,bank_only_exception,false
,BTXN8928570600,bank_only_exception,false
,BTXN8137764127,bank_only_exception,false
,BTXN3169561289,bank_only_exception,false
