txn_id,reference_id,amount,date,narration
BTXN5269728610,RZP3483827971,3874.09,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3483827971
BTXN8987073217,RZP9894847574,47517.17,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9894847574
BTXN8943866829,RZP8136179811,5637.28,2026-07-11,IMPS/RZP8136179811/RAZORPAY SETTLEMENT
BTXN3389594115,RZP1366637148,32674.80,2026-07-12,IMPS/RZP1366637148/RAZORPAY SETTLEMENT
BTXN8254773516,RZP6423750090,64733.87,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6423750090
BTXN6837975356,RZP4930438209,41629.91,2026-07-15,RTGS-RZP4930438209-RAZORPAY SOFTWARE PVT LTD
BTXN1685583357,RZP1940684569,67227.25,2026-07-01,RTGS-RZP1940684569-RAZORPAY SOFTWARE PVT LTD
BTXN3794042404,RZP5973319056,49140.51,2026-07-15,RTGS-RZP5973319056-RAZORPAY SOFTWARE PVT LTD
BTXN5567946981,RZP6043349038,4403.73,2026-07-12,RTGS-RZP6043349038-RAZORPAY SOFTWARE PVT LTD
BTXN1526723719,RZP2916728422,74729.20,2026-07-05,RTGS-RZP2916728422-RAZORPAY SOFTWARE PVT LTD
BTXN8210176888,RZP3238756255,31310.24,2026-07-06,NEFT CR-RZP3238756255-RAZORPAY
BTXN4656572173,RZP8163317351,53360.77,2026-07-09,IMPS/RZP8163317351/RAZORPAY SETTLEMENT
BTXN9523104008,RZP8663811838,67846.09,2026-07-04,IMPS/RZP8663811838/RAZORPAY SETTLEMENT
BTXN2521136431,RZP5328166990,56152.55,2026-07-03,NEFT CR-RZP5328166990-RAZORPAY
BTXN3119634399,RZP7805745017,67387.80,2026-07-07,IMPS/RZP7805745017/RAZORPAY SETTLEMENT
BTXN4008714405,RZP8907752604,11509.29,2026-07-11,NEFT CR-RZP8907752604-RAZORPAY
BTXN2300656317,RZP6195400294,59927.57,2026-07-15,RTGS-RZP6195400294-RAZORPAY SOFTWARE PVT LTD
BTXN8115628227,RZP7873709012,26697.64,2026-07-10,NEFT CR-RZP7873709012-RAZORPAY
BTXN4875962612,RZP2015242176,30777.85,2026-07-08,NEFT CR-RZP2015242176-RAZORPAY
BTXN1124331395,rzp4399425369,23678.67,2026-07-13,UPI-RAZORPAY SETTLEMENT ORDER 425369
BTXN3665691647,RZP7809974,63915.43,2026-07-11,IMPS/RZP/974292/PAYOUT
BTXN2846465000,RZP7073872915,16559.89,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7073872915
BTXN8359619163,RZP7533932947,47192.76,2026-07-05,RTGS-RZP7533932947-RAZORPAY SOFTWARE PVT LTD
BTXN8906163641,RZP8166411781,72817.56,2026-07-13,IMPS/RZP/611781/PAYOUT
BTXN1569113257,RZP1393077279,70750.54,2026-07-10,IMPS/RZP1393077279/RAZORPAY SETTLEMENT
BTXN2739600515,RZP7757700186,53357.67,2026-07-07,IMPS/RZP7757700186/RAZORPAY SETTLEMENT
BTXN3260842187,RZP5028688786,23563.85,2026-07-07,IMPS/RZP5028688786/RAZORPAY SETTLEMENT
BTXN9752058817,RZP1590838716,6248.80,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1590838716
BTXN4969233836,RZP1986839603,67644.84,2026-07-14,IMPS/RZP1986839603/RAZORPAY SETTLEMENT
BTXN1610900200,RZP9263135031,59193.19,2026-07-11,NEFT CR-RZP9263135031-RAZORPAY
BTXN5173893550,RZP4736031885,42690.92,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4736031885
BTXN1172893522,RZP4242550727,15329.81,2026-07-09,RTGS-RZP4242550727-RAZORPAY SOFTWARE PVT LTD
BTXN7623374739,RZP8303853049,71087.62,2026-07-10,NEFT CR-RZP8303853049-RAZORPAY
BTXN4500557310,RZP3719679239,40030.06,2026-07-04,IMPS/RZP3719679239/RAZORPAY SETTLEMENT
BTXN7004964045,RZP8239941612,41062.71,2026-07-11,IMPS/RZP8239941612/RAZORPAY SETTLEMENT
BTXN3271782991,RZP4783282817,66005.63,2026-07-06,IMPS/RZP4783282817/RAZORPAY SETTLEMENT
BTXN3036965074,RZP6637352245,23783.01,2026-07-05,IMPS/RZP6637352245/RAZORPAY SETTLEMENT
BTXN8298348088,RZP3075362821,18171.82,2026-07-10,IMPS/RZP3075362821/RAZORPAY SETTLEMENT
BTXN8019198243,RZP7465682673,19208.53,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7465682673
BTXN3196545325,RZP1164313410,44944.56,2026-07-06,IMPS/RZP1164313410/RAZORPAY SETTLEMENT
BTXN6922713963,RZP5667181604,66181.52,2026-07-04,RTGS-RZP5667181604-RAZORPAY SOFTWARE PVT LTD
BTXN4380225197,RZP2918260,16121.48,2026-07-15,NEFT CR RAZORPAY SOFTWARE-260963
BTXN8281641403,RZP8544878538,10439.01,2026-07-06,IMPS/RZP8544878538/RAZORPAY SETTLEMENT
BTXN6879428703,RZP4401896171,18136.85,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4401896171
BTXN9848621776,RZP9196963901,22652.81,2026-07-10,RTGS-RZP9196963901-RAZORPAY SOFTWARE PVT LTD
BTXN2818381356,rzp2928610987,72926.28,2026-07-16,UPI-RAZORPAY SETTLEMENT ORDER 610987
BTXN2512585138,RZP8823677798,72504.87,2026-07-13,RTGS-RZP8823677798-RAZORPAY SOFTWARE PVT LTD
BTXN6336171726,RZP7352298473,13733.98,2026-07-09,IMPS/RZP7352298473/RAZORPAY SETTLEMENT
BTXN6927597015,RZP3840104345,58093.59,2026-07-02,NEFT CR-RZP3840104345-RAZORPAY
BTXN3906611156,rzp8433124121,66954.48,2026-07-18,UPI-RAZORPAY SETTLEMENT ORDER 124121
BTXN3642900640,RZP8858766173,52357.36,2026-07-03,RTGS-RZP8858766173-RAZORPAY SOFTWARE PVT LTD
BTXN2065354117,RZP5667503195,50359.56,2026-07-03,NEFT CR-RZP5667503195-RAZORPAY
BTXN8418324922,RZP6910112521,61328.84,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6910112521
BTXN9639245200,RZP6947530309,44893.69,2026-07-08,IMPS/RZP6947530309/RAZORPAY SETTLEMENT
BTXN4102872611,RZP8924383984,7928.52,2026-07-15,RTGS-RZP8924383984-RAZORPAY SOFTWARE PVT LTD
BTXN5452580287,RZP4683935600,25070.37,2026-07-12,RTGS-RZP4683935600-RAZORPAY SOFTWARE PVT LTD
BTXN8703676933,RZP0970061596,4172.18,2026-07-12,NEFT CR RAZORPAY SOFTWARE-061596
BTXN2137651678,RZP8110054933,29974.58,2026-07-15,RTGS-RZP8110054933-RAZORPAY SOFTWARE PVT LTD
BTXN1506211965,RZP8733575600,68941.85,2026-07-11,NEFT CR-RZP8733575600-RAZORPAY
BTXN8046300793,RZP7910817,51488.78,2026-07-11,NEFT CR RAZORPAY SOFTWARE-817577
BTXN2549748436,rzp2020262123,29771.21,2026-07-13,UPI-RAZORPAY SETTLEMENT ORDER 262123
BTXN6246716604,RZP8352307139,33889.00,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8352307139
BTXN6582557981,RZP7844995269,38294.97,2026-07-09,RTGS-RZP7844995269-RAZORPAY SOFTWARE PVT LTD
BTXN8489236010,RZP6630484,64438.49,2026-07-14,UPI-RAZORPAY SETTLEMENT ORDER 484376
BTXN4944899549,RZP7980611182,63204.37,2026-07-09,NEFT CR-RZP7980611182-RAZORPAY
BTXN5482624860,RZP2617999521,12587.42,2026-07-14,NEFT CR-RZP2617999521-RAZORPAY
BTXN3315992115,RZP9894264595,18231.35,2026-07-11,RTGS-RZP9894264595-RAZORPAY SOFTWARE PVT LTD
BTXN3304937838,RZP3423086220,5100.97,2026-07-09,NEFT CR-RZP3423086220-RAZORPAY
BTXN9333798503,RZP7049001493,30478.83,2026-07-05,NEFT CR-RZP7049001493-RAZORPAY
BTXN8285786023,RZP1104906255,18740.77,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1104906255
BTXN7088451458,RZP6638957137,3905.80,2026-07-15,NEFT CR-RZP6638957137-RAZORPAY
BTXN9438411468,RZP8588769565,13000.29,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8588769565
BTXN5785481124,RZP8648220906,42640.96,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8648220906
BTXN5237588145,rzp9532593594,24070.57,2026-07-15,UPI-RAZORPAY SETTLEMENT ORDER 593594
BTXN9581991473,RZP8257484586,26690.25,2026-07-01,IMPS/RZP8257484586/RAZORPAY SETTLEMENT
BTXN2761091683,RZP9469064524,74827.93,2026-07-12,NEFT CR-RZP9469064524-RAZORPAY
BTXN1855256552,RZP2439622619,61472.55,2026-07-13,NEFT CR-RZP2439622619-RAZORPAY
BTXN8886432673,RZP5022964382,68535.61,2026-07-03,RTGS-RZP5022964382-RAZORPAY SOFTWARE PVT LTD
BTXN4207337120,RZP3651968205,17990.38,2026-07-11,IMPS/RZP3651968205/RAZORPAY SETTLEMENT
BTXN6218484323,RZP7895255573,7888.80,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7895255573
BTXN2725373847,rzp7910439839,13328.88,2026-07-10,IMPS/RZP/439839/PAYOUT
BTXN7583090712,RZP4459716271,59818.93,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4459716271
BTXN4585531525,RZP2493660313,13796.29,2026-07-11,NEFT CR-RZP2493660313-RAZORPAY
BTXN6126033644,RZP1319841893,19253.26,2026-07-12,IRCTC TICKET BOOKING
BTXN4947728706,RZP1736086849,37739.45,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1736086849
BTXN5231112087,RZP3738900744,59630.38,2026-07-09,NEFT CR-RZP3738900744-RAZORPAY
BTXN3753020051,RZP2178758213,47064.17,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2178758213
BTXN4203205881,RZP8760642358,54384.37,2026-07-07,IMPS/RZP8760642358/RAZORPAY SETTLEMENT
BTXN9711080868,RZP1746087503,18119.52,2026-07-12,IMPS/RZP1746087503/RAZORPAY SETTLEMENT
BTXN4993808565,RZP2536778950,51313.97,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2536778950
BTXN5632753983,RZP4627032705,18627.08,2026-07-10,RTGS-RZP4627032705-RAZORPAY SOFTWARE PVT LTD
BTXN4504756453,RZP9579064,68064.91,2026-07-11,IMPS/RZP/064478/PAYOUT
BTXN6336857629,RZP2961709893,27981.16,2026-07-13,IMPS/RZP2961709893/RAZORPAY SETTLEMENT
BTXN1067198189,RZP2486744752,21035.90,2026-07-16,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2486744752
BTXN3131098613,RZP1193082827,69117.35,2026-07-13,IMPS/RZP/082827/PAYOUT
BTXN1446457642,RZP4767539382,71347.76,2026-07-11,RTGS-RZP4767539382-RAZORPAY SOFTWARE PVT LTD
BTXN5474620894,RZP8879525611,43896.96,2026-07-03,RTGS-RZP8879525611-RAZORPAY SOFTWARE PVT LTD
BTXN2612579345,RZP4632522,1995.81,2026-07-08,UPI-RAZORPAY SETTLEMENT ORDER 522232
BTXN5562470175,RZP4212203479,43762.37,2026-07-11,RTGS-RZP4212203479-RAZORPAY SOFTWARE PVT LTD
BTXN3668616333,RZP3799264931,56690.37,2026-07-04,NEFT CR-RZP3799264931-RAZORPAY
BTXN2878930355,RZP2224336336,57352.20,2026-07-05,RTGS-RZP2224336336-RAZORPAY SOFTWARE PVT LTD
BTXN2939118223,RZP8357059814,30224.93,2026-07-11,IMPS/RZP8357059814/RAZORPAY SETTLEMENT
BTXN2764265618,RZP4734910807,73567.71,2026-07-04,RTGS-RZP4734910807-RAZORPAY SOFTWARE PVT LTD
BTXN2296502486,RZP2960730480,74391.95,2026-07-08,NEFT CR-RZP2960730480-RAZORPAY
BTXN6001680218,RZP2784572192,15459.21,2026-07-13,IMPS/RZP2784572192/RAZORPAY SETTLEMENT
BTXN9484167278,RZP3605585995,23787.40,2026-07-12,IMPS/RZP3605585995/RAZORPAY SETTLEMENT
BTXN5146780827,RZP7760554363,35470.07,2026-07-08,IMPS/RZP7760554363/RAZORPAY SETTLEMENT
BTXN3792347639,RZP3019952485,56302.31,2026-07-01,IMPS/RZP3019952485/RAZORPAY SETTLEMENT
BTXN7801180691,RZP9704383251,35856.97,2026-07-11,NEFT CR-RZP9704383251-RAZORPAY
BTXN1455028401,RZP9780187424,73778.81,2026-07-13,IMPS/RZP9780187424/RAZORPAY SETTLEMENT
BTXN4875395503,RZP1605064858,4270.09,2026-07-07,RTGS-RZP1605064858-RAZORPAY SOFTWARE PVT LTD
BTXN5585133383,RZP9776913529,29322.66,2026-07-06,IMPS/RZP9776913529/RAZORPAY SETTLEMENT
BTXN4545940090,RZP7896596272,31480.50,2026-07-09,RTGS-RZP7896596272-RAZORPAY SOFTWARE PVT LTD
BTXN5433395802,RZP8382963909,41203.32,2026-07-08,NEFT CR-RZP8382963909-RAZORPAY
BTXN1798112150,RZP2346922426,4235.60,2026-07-08,NEFT CR-RZP2346922426-RAZORPAY
BTXN9561946187,RZP7022683808,17958.28,2026-07-05,NEFT CR-RZP7022683808-RAZORPAY
BTXN5671728485,RZP3649896750,48717.25,2026-07-15,RTGS-RZP3649896750-RAZORPAY SOFTWARE PVT LTD
BTXN3079537716,RZP7584730597,41197.35,2026-07-11,IMPS/RZP7584730597/RAZORPAY SETTLEMENT
BTXN7767834064,RZP4187043237,32998.36,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4187043237
BTXN6974875750,RZP5718479235,17039.08,2026-07-13,RTGS-RZP5718479235-RAZORPAY SOFTWARE PVT LTD
BTXN5785590330,RZP2400094541,34587.51,2026-07-07,IMPS/RZP2400094541/RAZORPAY SETTLEMENT
BTXN2464137110,RZP9984030846,40020.96,2026-07-07,RTGS-RZP9984030846-RAZORPAY SOFTWARE PVT LTD
BTXN3292578829,RZP7931437693,30552.81,2026-07-12,UPI-RAZORPAY SETTLEMENT ORDER 137693
BTXN7752277876,RZP1348849508,71166.74,2026-07-13,IMPS/RZP1348849508/RAZORPAY SETTLEMENT
BTXN6771394050,RZP3971203213,23312.35,2026-07-10,IMPS/RZP3971203213/RAZORPAY SETTLEMENT
BTXN1769945233,RZP7664258343,1382.90,2026-07-11,IMPS/RZP7664258343/RAZORPAY SETTLEMENT
BTXN1405126228,RZP7769777475,18603.29,2026-07-08,RTGS-RZP7769777475-RAZORPAY SOFTWARE PVT LTD
BTXN6167393219,RZP6418365941,38704.83,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6418365941
BTXN6322188162,RZP4090596936,72734.35,2026-07-10,IMPS/RZP4090596936/RAZORPAY SETTLEMENT
BTXN3561629386,RZP2311597141,14136.82,2026-07-13,RTGS-RZP2311597141-RAZORPAY SOFTWARE PVT LTD
BTXN5659161352,RZP3901796894,38582.46,2026-07-13,NEFT CR-RZP3901796894-RAZORPAY
BTXN4272602734,RZP6555540744,12282.75,2026-07-01,IMPS/RZP6555540744/RAZORPAY SETTLEMENT
BTXN3343292475,RZP8325785916,42287.56,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8325785916
BTXN6545970956,RZP9182543558,44957.06,2026-07-01,NEFT CR-RZP9182543558-RAZORPAY
BTXN3474961963,RZP2075321966,7303.85,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2075321966
BTXN3561557300,RZP4246059658,64652.17,2026-07-03,NEFT CR-RZP4246059658-RAZORPAY
BTXN2285291868,RZP1304205279,29031.86,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1304205279
BTXN1439427140,RZP8952502,19273.90,2026-07-12,IMPS/RZP/502057/PAYOUT
BTXN1267429212,RZP1918920620,31407.66,2026-07-06,RTGS-RZP1918920620-RAZORPAY SOFTWARE PVT LTD
BTXN2043030161,RZP9410288290,30050.76,2026-07-12,NEFT CR-RZP9410288290-RAZORPAY
BTXN8265834251,RZP2619163247,33955.47,2026-07-12,RTGS-RZP2619163247-RAZORPAY SOFTWARE PVT LTD
BTXN9327720702,RZP5187948804,29845.83,2026-07-13,IMPS/RZP5187948804/RAZORPAY SETTLEMENT
BTXN3308745090,RZP5064162365,23175.16,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5064162365
BTXN1772303297,RZP8651205525,26125.01,2026-07-06,RTGS-RZP8651205525-RAZORPAY SOFTWARE PVT LTD
BTXN8991514523,RZP1094115188,44194.04,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1094115188
BTXN6921525436,rzp4094152811,29252.31,2026-07-16,UPI-RAZORPAY SETTLEMENT ORDER 152811
BTXN3412365931,RZP5125402225,2430.54,2026-07-03,RTGS-RZP5125402225-RAZORPAY SOFTWARE PVT LTD
BTXN2407863065,RZP1515024824,12235.86,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1515024824
BTXN2478538226,rzp7846365089,72058.77,2026-07-13,IMPS/RZP/365089/PAYOUT
BTXN3412985084,RZP8575707116,27762.33,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8575707116
BTXN1773338452,RZP4419410162,22355.90,2026-07-06,RTGS-RZP4419410162-RAZORPAY SOFTWARE PVT LTD
BTXN1231078662,RZP9032096058,16616.67,2026-07-15,ZOMATO ONLINE ORDER
BTXN2240535933,RZP7763740453,32016.39,2026-07-09,NEFT CR-RZP7763740453-RAZORPAY
BTXN6141226746,RZP3476426797,19476.83,2026-07-12,RTGS-RZP3476426797-RAZORPAY SOFTWARE PVT LTD
BTXN8011113122,RZP2072355594,53498.92,2026-07-15,RTGS-RZP2072355594-RAZORPAY SOFTWARE PVT LTD
BTXN8880079328,RZP5956268238,69982.65,2026-07-05,IMPS/RZP5956268238/RAZORPAY SETTLEMENT
BTXN1749459431,RZP5307145891,64451.26,2026-07-03,NEFT CR-RZP5307145891-RAZORPAY
BTXN5150074940,RZP5613503623,35204.57,2026-07-09,IMPS/RZP5613503623/RAZORPAY SETTLEMENT
BTXN8055556030,RZP9190197115,44596.01,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9190197115
BTXN9960957575,RZP9392707144,5630.30,2026-07-05,IMPS/RZP9392707144/RAZORPAY SETTLEMENT
BTXN2931000173,RZP3412273600,24274.13,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3412273600
BTXN8638257497,RZP7418301077,18676.84,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7418301077
BTXN8317619798,RZP4272162158,51185.47,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4272162158
BTXN4262396395,RZP7038841740,42592.66,2026-07-13,IMPS/RZP7038841740/RAZORPAY SETTLEMENT
BTXN8370987661,RZP9760623742,6607.76,2026-07-11,IMPS/RZP9760623742/RAZORPAY SETTLEMENT
BTXN1276905285,RZP7015453083,51619.75,2026-07-02,IMPS/RZP7015453083/RAZORPAY SETTLEMENT
BTXN8243746556,RZP7185179917,54315.17,2026-07-03,RTGS-RZP7185179917-RAZORPAY SOFTWARE PVT LTD
BTXN3482206102,RZP6204862411,20505.99,2026-07-16,IMPS/RZP6204862411/RAZORPAY SETTLEMENT
BTXN4585915088,RZP9072992279,21230.12,2026-07-14,RTGS-RZP9072992279-RAZORPAY SOFTWARE PVT LTD
BTXN8137764127,RZP7657887271,1550.33,2026-07-12,IRCTC TICKET BOOKING
BTXN3276297510,RZP8755749566,68648.22,2026-07-11,RTGS-RZP8755749566-RAZORPAY SOFTWARE PVT LTD
BTXN2030213097,RZP4275930923,47100.87,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4275930923
BTXN5645459980,RZP5409514899,4467.64,2026-07-09,IMPS/RZP5409514899/RAZORPAY SETTLEMENT
BTXN3619094295,RZP3775094726,3416.09,2026-07-12,RTGS-RZP3775094726-RAZORPAY SOFTWARE PVT LTD
BTXN6532043071,RZP7981077394,57119.29,2026-07-04,IMPS/RZP7981077394/RAZORPAY SETTLEMENT
BTXN2033921654,RZP7505693643,37657.60,2026-07-05,RTGS-RZP7505693643-RAZORPAY SOFTWARE PVT LTD
BTXN9648665968,RZP3081821325,2650.77,2026-07-11,NEFT CR-RZP3081821325-RAZORPAY
BTXN6358023411,RZP4247765887,73397.56,2026-07-10,RTGS-RZP4247765887-RAZORPAY SOFTWARE PVT LTD
BTXN8358870981,RZP2645038111,31726.85,2026-07-13,NEFT CR-RZP2645038111-RAZORPAY
BTXN9609047368,RZP9715314442,46250.97,2026-07-06,RTGS-RZP9715314442-RAZORPAY SOFTWARE PVT LTD
BTXN7374584386,RZP6122110529,9406.83,2026-07-09,NEFT CR-RZP6122110529-RAZORPAY
BTXN2947957237,RZP3074232200,60449.27,2026-07-11,RTGS-RZP3074232200-RAZORPAY SOFTWARE PVT LTD
BTXN8942167666,RZP8287542751,24258.76,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8287542751
BTXN3294043548,RZP4110335359,63117.67,2026-07-15,NEFT CR-RZP4110335359-RAZORPAY
BTXN6766723248,RZP8128541928,31276.49,2026-07-17,UPI-RAZORPAY SETTLEMENT ORDER 541928
BTXN8722962486,RZP6237376063,32969.78,2026-07-01,RTGS-RZP6237376063-RAZORPAY SOFTWARE PVT LTD
BTXN4110258855,RZP5625411308,12602.54,2026-07-06,IMPS/RZP5625411308/RAZORPAY SETTLEMENT
BTXN1334744286,RZP6300607425,49327.02,2026-07-01,NEFT CR-RZP6300607425-RAZORPAY
BTXN6242173772,RZP6805759868,56633.90,2026-07-14,RTGS-RZP6805759868-RAZORPAY SOFTWARE PVT LTD
BTXN2524751277,RZP3334938378,59408.71,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3334938378
BTXN2148679234,RZP8761956684,63464.06,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8761956684
BTXN5268845844,RZP1230249217,11615.22,2026-07-10,IMPS/RZP1230249217/RAZORPAY SETTLEMENT
BTXN7040562787,RZP9074999565,41906.43,2026-07-09,NEFT CR-RZP9074999565-RAZORPAY
BTXN1422701550,RZP8125276666,26895.17,2026-07-07,RTGS-RZP8125276666-RAZORPAY SOFTWARE PVT LTD
BTXN7573691558,RZP5836956044,47011.65,2026-07-10,IMPS/RZP5836956044/RAZORPAY SETTLEMENT
BTXN4439688162,RZP3910678,49043.26,2026-07-12,IMPS/RZP/678913/PAYOUT
BTXN4580822352,RZP4877520294,46355.86,2026-07-05,RTGS-RZP4877520294-RAZORPAY SOFTWARE PVT LTD
BTXN1323639855,RZP2014766981,11410.09,2026-07-04,NEFT CR-RZP2014766981-RAZORPAY
BTXN3099500153,RZP6001648993,64159.21,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6001648993
BTXN7743417981,RZP2838963536,46403.26,2026-07-14,NEFT CR-RZP2838963536-RAZORPAY
BTXN7085004726,RPZ5272119095,49190.79,2026-07-04,IMPS/RZP/119095/PAYOUT
BTXN1011031667,RZP3434757387,27889.70,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3434757387
BTXN8236361108,RZP1654602021,25074.96,2026-07-08,RTGS-RZP1654602021-RAZORPAY SOFTWARE PVT LTD
