txn_id,reference_id,amount,date,narration
BTXN4603392971,RZP1146684679,48718.67,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1146684679
BTXN6530501666,RZP6098979957,13514.77,2026-07-08,RTGS-RZP6098979957-RAZORPAY SOFTWARE PVT LTD
BTXN3344208658,RZP5317005189,50011.31,2026-07-10,RTGS-RZP5317005189-RAZORPAY SOFTWARE PVT LTD
BTXN7507619930,RZP8865815672,24090.95,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8865815672
BTXN1126756425,RZP8077170,26996.53,2026-07-18,UPI-RAZORPAY SETTLEMENT ORDER 170640
BTXN4139494357,RZP3312319096,8672.17,2026-07-12,IMPS/RZP3312319096/RAZORPAY SETTLEMENT
BTXN8311531548,RZP2340861552,12288.64,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2340861552
BTXN5968242608,RZP8068138371,30896.18,2026-07-13,NEFT CR-RZP8068138371-RAZORPAY
BTXN3620009920,rzp8910956260,27915.74,2026-07-09,UPI-RAZORPAY SETTLEMENT ORDER 956260
BTXN3642026955,RZP2331090575,7493.33,2026-07-11,IMPS/RZP2331090575/RAZORPAY SETTLEMENT
BTXN3185113890,RZP3291002345,63804.40,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3291002345
BTXN2419252491,RZP5340130676,11222.54,2026-07-05,NETFLIX SUBSCRIPTION
BTXN5366245723,RZP7678236685,66741.38,2026-07-14,NEFT CR-RZP7678236685-RAZORPAY
BTXN7676307749,RZP6879142802,34849.90,2026-07-02,RTGS-RZP6879142802-RAZORPAY SOFTWARE PVT LTD
BTXN9068614754,RZP4505347638,63666.31,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4505347638
BTXN2327139357,RZP2461983573,42030.07,2026-07-05,IMPS/RZP2461983573/RAZORPAY SETTLEMENT
BTXN4409218794,RZP5295886288,43757.68,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5295886288
BTXN1733295235,RZP7339476609,51368.19,2026-07-08,IMPS/RZP7339476609/RAZORPAY SETTLEMENT
BTXN8716819276,RZP6055014497,39190.47,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6055014497
BTXN2010285313,RZP8631208977,31382.36,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8631208977
BTXN5118119886,RZP4470312068,39242.30,2026-07-04,RTGS-RZP4470312068-RAZORPAY SOFTWARE PVT LTD
BTXN4880530279,RZP4416072521,48112.50,2026-07-06,IMPS/RZP4416072521/RAZORPAY SETTLEMENT
BTXN1060269341,RZP9174455274,28074.59,2026-07-04,RTGS-RZP9174455274-RAZORPAY SOFTWARE PVT LTD
BTXN8651657271,RZP7742390073,42430.94,2026-07-11,NEFT CR-RZP7742390073-RAZORPAY
BTXN1914293498,RZP5842936560,5425.82,2026-07-14,IRCTC TICKET BOOKING
BTXN6940735819,RZP6093853641,20824.11,2026-07-09,RTGS-RZP6093853641-RAZORPAY SOFTWARE PVT LTD
BTXN9997982653,RZP3219168164,8546.28,2026-07-11,IRCTC TICKET BOOKING
BTXN2349621006,RZP9600821651,6513.91,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9600821651
BTXN9276220344,RZP2155500563,2966.64,2026-07-11,RTGS-RZP2155500563-RAZORPAY SOFTWARE PVT LTD
BTXN6301247644,RZP4317527761,5431.41,2026-07-10,ELECTRICITY BILL AUTOPAY
BTXN3375040102,RZP7619188763,31632.04,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7619188763
BTXN9917726066,RZP7001003053,26400.51,2026-07-15,IMPS/RZP7001003053/RAZORPAY SETTLEMENT
BTXN7018300812,RZP8372149396,13514.93,2026-07-06,ATM WDL CHN
BTXN5799836290,RZP1543418,36600.08,2026-07-19,UPI-RAZORPAY SETTLEMENT ORDER 418435
BTXN7645834631,RZP6183963894,46939.06,2026-07-08,NEFT CR-RZP6183963894-RAZORPAY
BTXN1270063605,RZP5569480274,69920.43,2026-07-03,IMPS/RZP5569480274/RAZORPAY SETTLEMENT
BTXN7064661963,RZP2248461747,31624.53,2026-07-03,NEFT CR-RZP2248461747-RAZORPAY
BTXN6641658204,RZP2872832839,8399.66,2026-07-01,IMPS/RZP2872832839/RAZORPAY SETTLEMENT
BTXN3483037223,RZP1160282720,39432.50,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1160282720
