txn_id,reference_id,amount,date,narration
BTXN9848621776,RZP9196963901,22652.81,2026-07-10,RTGS-RZP9196963901-RAZORPAY SOFTWARE PVT LTD
BTXN7270955446,RZP6786562040,64599.81,2026-07-14,RTGS-RZP6786562040-RAZORPAY SOFTWARE PVT LTD
BTXN7490269556,RZP8937145080,28154.14,2026-07-08,IMPS/RZP8937145080/RAZORPAY SETTLEMENT
BTXN4522909617,RZP4721351,35596.30,2026-07-11,IMPS/RZP/351171/PAYOUT
BTXN6970307272,RZP1225585432,35064.30,2026-07-08,NEFT CR-RZP1225585432-RAZORPAY
BTXN5855415646,RZP1939777262,39720.41,2026-07-01,IMPS/RZP1939777262/RAZORPAY SETTLEMENT
BTXN8768773991,RZP2129491690,31956.83,2026-07-06,IMPS/RZP2129491690/RAZORPAY SETTLEMENT
BTXN7893447569,RZP5471158508,68224.22,2026-07-10,NEFT CR-RZP5471158508-RAZORPAY
BTXN5634076661,RZP9316609031,43167.21,2026-07-04,RTGS-RZP9316609031-RAZORPAY SOFTWARE PVT LTD
BTXN6588063032,rzp3697368099,45107.81,2026-07-08,NEFT CR RAZORPAY SOFTWARE-368099
BTXN8069459895,RZP7812328180,68848.43,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7812328180
BTXN8913915028,RZP3214080278,24933.46,2026-07-10,IMPS/RZP3214080278/RAZORPAY SETTLEMENT
BTXN9935429720,RZP8252816758,52630.16,2026-07-05,RTGS-RZP8252816758-RAZORPAY SOFTWARE PVT LTD
BTXN2938264714,RZP7640122370,8056.43,2026-07-08,NEFT CR-RZP7640122370-RAZORPAY
BTXN8033702319,RZP7648059419,67342.00,2026-07-12,RTGS-RZP7648059419-RAZORPAY SOFTWARE PVT LTD
BTXN3347715190,RZP6162527572,37023.65,2026-07-10,NEFT CR RAZORPAY SOFTWARE-257572
BTXN6616661361,RZP1153323006,2380.69,2026-07-04,RTGS-RZP1153323006-RAZORPAY SOFTWARE PVT LTD
BTXN4611538856,RZP1172146239,51009.68,2026-07-01,RTGS-RZP1172146239-RAZORPAY SOFTWARE PVT LTD
BTXN7301985407,RZP9669853245,64771.88,2026-07-14,UPI-RAZORPAY SETTLEMENT ORDER 835245
BTXN8911266259,RZP3383331379,36978.33,2026-07-03,NEFT CR-RZP3383331379-RAZORPAY
BTXN9973421080,RZP6546964238,46355.55,2026-07-04,IMPS/RZP6546964238/RAZORPAY SETTLEMENT
BTXN5343911135,RZP5136395494,61713.80,2026-07-11,IMPS/RZP5136395494/RAZORPAY SETTLEMENT
BTXN6404582459,RZP5418232833,63895.99,2026-07-03,RTGS-RZP5418232833-RAZORPAY SOFTWARE PVT LTD
BTXN6891331174,RZP2525930586,55943.64,2026-07-05,RTGS-RZP2525930586-RAZORPAY SOFTWARE PVT LTD
BTXN6504544772,RZP2778293161,25367.52,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2778293161
BTXN8999963054,RZP3305920746,27751.58,2026-07-04,RTGS-RZP3305920746-RAZORPAY SOFTWARE PVT LTD
BTXN4519858899,RZP3738362362,16201.96,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3738362362
BTXN7487309853,RZP3600929253,43475.60,2026-07-12,IMPS/RZP3600929253/RAZORPAY SETTLEMENT
BTXN5455441991,RZP5230025371,16233.67,2026-07-01,NEFT CR-RZP5230025371-RAZORPAY
BTXN7101791420,RZP1504729135,36426.95,2026-07-04,RTGS-RZP1504729135-RAZORPAY SOFTWARE PVT LTD
BTXN7945217063,RZP9269680715,71289.75,2026-07-05,NEFT CR-RZP9269680715-RAZORPAY
BTXN3465740756,RZP5759761714,63480.32,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5759761714
BTXN8358870981,RZP1261903104,21343.31,2026-07-03,RTGS-RZP1261903104-RAZORPAY SOFTWARE PVT LTD
BTXN4242579642,RZP6384311581,64195.78,2026-07-09,IMPS/RZP6384311581/RAZORPAY SETTLEMENT
BTXN6560341732,RZP4343748592,35425.63,2026-07-08,IMPS/RZP4343748592/RAZORPAY SETTLEMENT
BTXN1492300084,RZP1691293717,16948.70,2026-07-14,IMPS/RZP1691293717/RAZORPAY SETTLEMENT
BTXN6922713963,RZP5667181604,66181.52,2026-07-04,RTGS-RZP5667181604-RAZORPAY SOFTWARE PVT LTD
BTXN4658080160,RZP7371573279,32950.30,2026-07-12,IMPS/RZP7371573279/RAZORPAY SETTLEMENT
BTXN7261030270,RZP2874452,3538.98,2026-07-11,IMPS/RZP/452023/PAYOUT
BTXN9180270075,RZP3750219066,69994.26,2026-07-05,NEFT CR-RZP3750219066-RAZORPAY
BTXN9106182535,RZ9P607654443,31523.21,2026-07-05,NEFT CR RAZORPAY SOFTWARE-654443
BTXN3962958940,RZP3361388464,20246.72,2026-07-14,RTGS-RZP3361388464-RAZORPAY SOFTWARE PVT LTD
BTXN1422701550,RZP8125276666,26895.17,2026-07-07,RTGS-RZP8125276666-RAZORPAY SOFTWARE PVT LTD
BTXN2752536389,RZP1439080604,7003.64,2026-07-07,RTGS-RZP1439080604-RAZORPAY SOFTWARE PVT LTD
BTXN5917357577,RZP5553165059,52621.52,2026-07-06,IMPS/RZP/165059/PAYOUT
BTXN9837912162,RZP5533921266,10329.85,2026-07-07,RTGS-RZP5533921266-RAZORPAY SOFTWARE PVT LTD
BTXN1026224160,RZP6069848439,52851.06,2026-07-05,IMPS/RZP6069848439/RAZORPAY SETTLEMENT
BTXN4545940090,RZP7896596272,31480.50,2026-07-09,RTGS-RZP7896596272-RAZORPAY SOFTWARE PVT LTD
BTXN4201103712,RZP8672393427,11526.92,2026-07-07,RTGS-RZP8672393427-RAZORPAY SOFTWARE PVT LTD
BTXN1383539822,RZP2261792922,35573.18,2026-07-12,IMPS/RZP2261792922/RAZORPAY SETTLEMENT
BTXN4130305126,RZP6920114673,55182.63,2026-07-05,NEFT CR-RZP6920114673-RAZORPAY
BTXN7359403225,RZP7054856909,12447.83,2026-07-09,RTGS-RZP7054856909-RAZORPAY SOFTWARE PVT LTD
BTXN8230106415,RZP1243115672,20389.88,2026-07-13,NEFT CR-RZP1243115672-RAZORPAY
BTXN4589154183,RZP3290101581,47206.51,2026-07-04,NEFT CR-RZP3290101581-RAZORPAY
BTXN8084842984,RZP3952265565,27264.97,2026-07-14,NEFT CR-RZP3952265565-RAZORPAY
BTXN6113114506,RZP3473979489,8883.48,2026-07-09,IMPS/RZP3473979489/RAZORPAY SETTLEMENT
BTXN3556329609,RZP9519577735,47175.06,2026-07-15,RTGS-RZP9519577735-RAZORPAY SOFTWARE PVT LTD
BTXN8240609570,RZP4393863868,23429.05,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4393863868
BTXN9420979586,RZP6591038760,10665.65,2026-07-03,RTGS-RZP6591038760-RAZORPAY SOFTWARE PVT LTD
BTXN8543865915,RZP7279140605,4538.20,2026-07-09,IMPS/RZP7279140605/RAZORPAY SETTLEMENT
BTXN8115628227,RZP7873709012,26697.64,2026-07-10,NEFT CR-RZP7873709012-RAZORPAY
BTXN4500557310,RZP3719679239,40030.06,2026-07-04,IMPS/RZP3719679239/RAZORPAY SETTLEMENT
BTXN9594878379,RZP5673181221,19303.71,2026-07-02,RTGS-RZP5673181221-RAZORPAY SOFTWARE PVT LTD
BTXN7150116885,RZP9806915522,55002.60,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9806915522
BTXN9438411468,RZP8588769565,13000.29,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8588769565
BTXN6671348907,RZP8082565991,55427.79,2026-07-14,NEFT CR-RZP8082565991-RAZORPAY
BTXN6386271785,RZP8412545268,45826.80,2026-07-11,RTGS-RZP8412545268-RAZORPAY SOFTWARE PVT LTD
BTXN7935632899,RZP6179336,37956.25,2026-07-18,NEFT CR RAZORPAY SOFTWARE-336797
BTXN4944899549,RZP7980611182,63204.37,2026-07-09,NEFT CR-RZP7980611182-RAZORPAY
BTXN6065365127,RZP6931082,50509.02,2026-07-08,UPI-RAZORPAY SETTLEMENT ORDER 082155
BTXN3794042404,RZP5973319056,49140.51,2026-07-15,RTGS-RZP5973319056-RAZORPAY SOFTWARE PVT LTD
BTXN5654014006,RZP2727768349,48220.03,2026-07-09,NEFT CR-RZP2727768349-RAZORPAY
BTXN6771394050,RZP3971203213,23312.35,2026-07-10,IMPS/RZP3971203213/RAZORPAY SETTLEMENT
BTXN6108275915,rzp7417403386,32632.49,2026-07-09,UPI-RAZORPAY SETTLEMENT ORDER 403386
BTXN2461042543,RZP4095476665,51287.42,2026-07-09,IMPS/RZP4095476665/RAZORPAY SETTLEMENT
BTXN5440488015,rzp6306262259,64526.55,2026-07-07,IMPS/RZP/262259/PAYOUT
BTXN3091509391,RZP3499610004,10428.80,2026-07-11,RTGS-RZP3499610004-RAZORPAY SOFTWARE PVT LTD
BTXN2196963451,RZP3464975279,39944.76,2026-07-07,IMPS/RZP3464975279/RAZORPAY SETTLEMENT
BTXN4575635519,RZP4410681286,18876.60,2026-07-13,AMAZON RETAIL PAYMENT
BTXN4794276323,RZP2520174713,68168.66,2026-07-05,IMPS/RZP2520174713/RAZORPAY SETTLEMENT
BTXN4102872611,RZP8924383984,7928.52,2026-07-15,RTGS-RZP8924383984-RAZORPAY SOFTWARE PVT LTD
BTXN7142085555,RZP3453846612,42306.99,2026-07-13,NEFT CR-RZP3453846612-RAZORPAY
BTXN3561557300,RZP4246059658,64652.17,2026-07-03,NEFT CR-RZP4246059658-RAZORPAY
BTXN6922377726,RZP3384083537,61738.31,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3384083537
BTXN4731547225,RZP2634694666,57735.39,2026-07-17,NEFT CR-RZP2634694666-RAZORPAY
BTXN5322385617,RZP9842186844,3019.87,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9842186844
BTXN8685192265,RZP6696442664,44698.55,2026-07-14,RTGS-RZP6696442664-RAZORPAY SOFTWARE PVT LTD
BTXN6545970956,RZP9182543558,44957.06,2026-07-01,NEFT CR-RZP9182543558-RAZORPAY
BTXN3558781873,RZP9425230216,33838.73,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9425230216
BTXN4746123831,RZP1885113834,8016.81,2026-07-01,RTGS-RZP1885113834-RAZORPAY SOFTWARE PVT LTD
BTXN6628728894,RZP3582272,18267.01,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 272957
BTXN8212127816,ZRP1127661542,62358.28,2026-07-13,UPI-RAZORPAY SETTLEMENT ORDER 661542
BTXN3313346852,RZP6606958660,41599.55,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6606958660
BTXN2963288053,RZP8628603366,18204.20,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8628603366
BTXN6921525436,RZP5501759051,33147.40,2026-07-07,NEFT CR-RZP5501759051-RAZORPAY
BTXN6927597015,RZP3840104345,58093.59,2026-07-02,NEFT CR-RZP3840104345-RAZORPAY
BTXN4929345815,RZP1379882,48091.05,2026-07-09,UPI-RAZORPAY SETTLEMENT ORDER 882490
BTXN2468055063,RZP5438474114,1995.81,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5438474114
BTXN1798112150,RZP2346922426,4235.60,2026-07-08,NEFT CR-RZP2346922426-RAZORPAY
BTXN7059726570,RZP2802141793,31375.96,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2802141793
BTXN8599339588,RZP6383036029,35279.70,2026-07-11,RTGS-RZP6383036029-RAZORPAY SOFTWARE PVT LTD
BTXN3381646593,RZP3104929112,42719.28,2026-07-11,IMPS/RZP3104929112/RAZORPAY SETTLEMENT
BTXN7630274264,RZP2827463042,19461.59,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2827463042
BTXN7801948900,RZP4503614567,27942.66,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4503614567
BTXN2464137110,RZP9984030846,40020.96,2026-07-07,RTGS-RZP9984030846-RAZORPAY SOFTWARE PVT LTD
BTXN5231112087,RZP3738900744,59630.38,2026-07-09,NEFT CR-RZP3738900744-RAZORPAY
BTXN9957643727,RZP9596653373,26784.79,2026-07-10,RTGS-RZP9596653373-RAZORPAY SOFTWARE PVT LTD
BTXN7583090712,RZP4459716271,59818.93,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4459716271
BTXN7283143895,RZP2014275094,49862.99,2026-07-15,RTGS-RZP2014275094-RAZORPAY SOFTWARE PVT LTD
BTXN3514994916,RZP2773904,49733.72,2026-07-14,NEFT CR RAZORPAY SOFTWARE-904836
BTXN8047628706,RZP8229392805,57547.19,2026-07-05,IMPS/RZP8229392805/RAZORPAY SETTLEMENT
BTXN4272602734,RZP6555540744,12282.75,2026-07-01,IMPS/RZP6555540744/RAZORPAY SETTLEMENT
BTXN4359668379,RZP8746173515,13610.90,2026-07-17,IMPS/RZP/137515/PAYOUT
BTXN1637088959,RZP9202102595,5975.06,2026-07-02,IMPS/RZP9202102595/RAZORPAY SETTLEMENT
BTXN4683585586,RZP1207916194,7918.32,2026-07-13,RTGS-RZP1207916194-RAZORPAY SOFTWARE PVT LTD
BTXN8030335064,RZP3716924538,15466.24,2026-07-10,IMPS/RZP3716924538/RAZORPAY SETTLEMENT
BTXN3394039673,RZP1939915527,60406.18,2026-07-12,RTGS-RZP1939915527-RAZORPAY SOFTWARE PVT LTD
BTXN6662849574,RZP5971407550,9027.30,2026-07-11,NEFT CR-RZP5971407550-RAZORPAY
BTXN3344557360,RZP7125531606,60949.46,2026-07-11,RTGS-RZP7125531606-RAZORPAY SOFTWARE PVT LTD
BTXN8700464894,RZP9984664080,30284.97,2026-07-16,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9984664080
BTXN7838460497,RZP7150970643,2674.82,2026-07-10,NEFT CR-RZP7150970643-RAZORPAY
BTXN9523104008,RZP8663811838,67846.09,2026-07-04,IMPS/RZP8663811838/RAZORPAY SETTLEMENT
BTXN4469649363,RZP3593393772,68297.89,2026-07-11,RTGS-RZP3593393772-RAZORPAY SOFTWARE PVT LTD
BTXN9934605686,RZP6937704752,65286.71,2026-07-15,RTGS-RZP6937704752-RAZORPAY SOFTWARE PVT LTD
BTXN1037811610,RZP6844582171,16774.17,2026-07-13,RTGS-RZP6844582171-RAZORPAY SOFTWARE PVT LTD
BTXN5067400473,RZP6046735986,38214.74,2026-07-10,IMPS/RZP6046735986/RAZORPAY SETTLEMENT
BTXN1412129737,RZP5483308751,67421.98,2026-07-04,IMPS/RZP5483308751/RAZORPAY SETTLEMENT
BTXN3196545325,RZP1164313410,44944.56,2026-07-06,IMPS/RZP1164313410/RAZORPAY SETTLEMENT
BTXN7247886041,RZP2982979741,4246.21,2026-07-07,IMPS/RZP2982979741/RAZORPAY SETTLEMENT
BTXN6891490448,RZP4791700311,12927.29,2026-07-05,IMPS/RZP4791700311/RAZORPAY SETTLEMENT
BTXN5059502085,RZP5481721096,13188.81,2026-07-06,IMPS/RZP5481721096/RAZORPAY SETTLEMENT
BTXN1067198189,RZP7273337794,12056.54,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7273337794
BTXN4988247780,RZP5277609488,19731.28,2026-07-03,RTGS-RZP5277609488-RAZORPAY SOFTWARE PVT LTD
BTXN9650557648,RZP7499274479,11619.21,2026-07-09,IMPS/RZP/274479/PAYOUT
BTXN3723205427,RZP3035761595,40243.35,2026-07-03,RTGS-RZP3035761595-RAZORPAY SOFTWARE PVT LTD
BTXN8111389362,RZP5505788456,16943.85,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5505788456
BTXN4277581356,RZP8788828039,70064.49,2026-07-12,IMPS/RZP8788828039/RAZORPAY SETTLEMENT
BTXN8564925592,RZP1457632732,887.04,2026-07-05,RTGS-RZP1457632732-RAZORPAY SOFTWARE PVT LTD
BTXN2072355594,RZP4946081594,74440.22,2026-07-14,NEFT CR-RZP4946081594-RAZORPAY
BTXN8934097788,RZP4050941750,57177.74,2026-07-09,RTGS-RZP4050941750-RAZORPAY SOFTWARE PVT LTD
BTXN1453796587,RZP2003352579,70794.82,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2003352579
BTXN7988772877,RZP9229857657,59895.45,2026-07-12,RTGS-RZP9229857657-RAZORPAY SOFTWARE PVT LTD
BTXN8137764127,RZP8928570600,920.56,2026-07-08,NEFT CR-RZP8928570600-RAZORPAY
BTXN7536876169,RZP3829998009,663.67,2026-07-06,IMPS/RZP3829998009/RAZORPAY SETTLEMENT
BTXN1590416424,RZP2000025413,7964.75,2026-07-06,RTGS-RZP2000025413-RAZORPAY SOFTWARE PVT LTD
BTXN8722962486,RZP6237376063,32969.78,2026-07-01,RTGS-RZP6237376063-RAZORPAY SOFTWARE PVT LTD
BTXN3283035614,RZP9503145548,38386.25,2026-07-13,IMPS/RZP9503145548/RAZORPAY SETTLEMENT
BTXN4585915088,RZP9072992279,21230.12,2026-07-14,RTGS-RZP9072992279-RAZORPAY SOFTWARE PVT LTD
BTXN2766300020,RZP6067703428,41290.76,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6067703428
BTXN2638061586,RZP4077754422,24576.23,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 754422
BTXN3528924461,RZP8373547961,8528.55,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8373547961
BTXN6655089949,RZP1315708805,20463.92,2026-07-07,NEFT CR-RZP1315708805-RAZORPAY
BTXN5173893550,RZP4736031885,42690.92,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4736031885
BTXN1252339280,RZP8357821864,55339.76,2026-07-08,UPI-RAZORPAY SETTLEMENT ORDER 721864
BTXN5334769475,RZP8679232444,14380.22,2026-07-12,IMPS/RZP8679232444/RAZORPAY SETTLEMENT
BTXN9422110981,RZP8223429499,30339.74,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8223429499
BTXN9925293862,RZP3220281423,39484.20,2026-07-04,RTGS-RZP3220281423-RAZORPAY SOFTWARE PVT LTD
BTXN4875395503,RZP1605064858,4270.09,2026-07-07,RTGS-RZP1605064858-RAZORPAY SOFTWARE PVT LTD
BTXN5412866242,RZP2478538226,62905.21,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2478538226
BTXN5114549022,RZP4345515321,9430.95,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4345515321
BTXN1997216402,RZP1793480168,57302.34,2026-07-12,NEFT CR-RZP1793480168-RAZORPAY
BTXN8606102365,RZP1442421654,5252.53,2026-07-17,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1442421654
BTXN3931997465,RZP3591527330,58322.93,2026-07-04,IMPS/RZP3591527330/RAZORPAY SETTLEMENT
BTXN8396761430,RZP9618334441,41597.45,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9618334441
BTXN6244291385,RZP2848792488,1285.81,2026-07-05,NEFT CR-RZP2848792488-RAZORPAY
BTXN3261016130,RZP7210405433,7388.40,2026-07-11,NEFT CR-RZP7210405433-RAZORPAY
BTXN6773938304,RZP3280772748,1834.75,2026-07-01,NEFT CR-RZP3280772748-RAZORPAY
BTXN4804135649,RZP4850461,45319.18,2026-07-17,NEFT CR RAZORPAY SOFTWARE-461711
BTXN4329446784,RZP9747372233,19915.92,2026-07-15,RTGS-RZP9747372233-RAZORPAY SOFTWARE PVT LTD
BTXN5344083406,RZP6415031531,18046.33,2026-07-13,IMPS/RZP6415031531/RAZORPAY SETTLEMENT
BTXN7328203808,RZP5474951950,70036.14,2026-07-09,RTGS-RZP5474951950-RAZORPAY SOFTWARE PVT LTD
BTXN5838636972,RZP6128695961,17447.50,2026-07-03,IMPS/RZP6128695961/RAZORPAY SETTLEMENT
BTXN4542693668,RZP4651178503,59778.01,2026-07-07,NEFT CR-RZP4651178503-RAZORPAY
BTXN9581991473,RZP8257484586,26690.25,2026-07-01,IMPS/RZP8257484586/RAZORPAY SETTLEMENT
BTXN1011031667,RZP5970608512,58113.01,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5970608512
BTXN3740545127,RZP9691727358,7341.12,2026-07-11,NEFT CR-RZP9691727358-RAZORPAY
BTXN9080510951,RZP4501446994,8214.77,2026-07-11,IMPS/RZP4501446994/RAZORPAY SETTLEMENT
BTXN6110646714,RZP9190122806,30642.62,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9190122806
BTXN3023746966,RZP2235598059,26073.72,2026-07-14,IMPS/RZP2235598059/RAZORPAY SETTLEMENT
BTXN8654155479,RZP7553423,62130.68,2026-07-11,UPI-RAZORPAY SETTLEMENT ORDER 423031
BTXN1853254184,RZ7P234101654,19920.65,2026-07-16,NEFT CR RAZORPAY SOFTWARE-101654
BTXN7770086931,RZP6037577831,62015.04,2026-07-13,IMPS/RZP6037577831/RAZORPAY SETTLEMENT
BTXN3162013062,RZP7377592,69107.60,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 592736
BTXN6790024996,RZP9655933303,52919.83,2026-07-16,IMPS/RZP9655933303/RAZORPAY SETTLEMENT
BTXN8962027840,RZP7401499984,45431.21,2026-07-01,IMPS/RZP7401499984/RAZORPAY SETTLEMENT
BTXN3159668272,RZP9615270274,54161.28,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9615270274
BTXN5800633419,RZP4009596757,31702.52,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4009596757
BTXN1369702097,RZP9558139653,60371.26,2026-07-13,RTGS-RZP9558139653-RAZORPAY SOFTWARE PVT LTD
BTXN2007310926,RZP7788606640,71389.72,2026-07-06,NEFT CR-RZP7788606640-RAZORPAY
BTXN6777704180,RZP9151560334,38011.28,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9151560334
BTXN4456576082,RZP6361144788,30141.31,2026-07-06,IMPS/RZP6361144788/RAZORPAY SETTLEMENT
BTXN8463731970,RZP4450774757,38221.92,2026-07-10,IMPS/RZP/774757/PAYOUT
BTXN2732526008,RZP4526242854,38887.59,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4526242854
BTXN4345673352,RZP8393369940,44653.04,2026-07-04,IMPS/RZP8393369940/RAZORPAY SETTLEMENT
BTXN3468224333,RZP5779813535,36151.81,2026-07-05,IMPS/RZP5779813535/RAZORPAY SETTLEMENT
BTXN9851745355,RZP3090237817,14647.39,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3090237817
BTXN5671328227,RZP8902114913,11942.45,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8902114913
BTXN3412985084,RZP8575707116,27762.33,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8575707116
BTXN5566993537,RZP9248046539,8913.84,2026-07-07,RTGS-RZP9248046539-RAZORPAY SOFTWARE PVT LTD
BTXN9388140708,RZP9644330231,10722.28,2026-07-01,NEFT CR-RZP9644330231-RAZORPAY
BTXN9141037388,RZP6256052258,45821.62,2026-07-05,IMPS/RZP6256052258/RAZORPAY SETTLEMENT
BTXN2683957564,RZP7293830307,17758.43,2026-07-14,IMPS/RZP7293830307/RAZORPAY SETTLEMENT
BTXN1240251661,RZP4131575764,12673.49,2026-07-07,IMPS/RZP4131575764/RAZORPAY SETTLEMENT
BTXN8011113122,RZP8350384902,62221.89,2026-07-13,RTGS-RZP8350384902-RAZORPAY SOFTWARE PVT LTD
BTXN9473523940,RZP9881193677,40205.64,2026-07-13,NEFT CR-RZP9881193677-RAZORPAY
BTXN6532043071,RZP7981077394,57119.29,2026-07-04,IMPS/RZP7981077394/RAZORPAY SETTLEMENT
BTXN4455101626,RZP3538508163,61424.26,2026-07-08,NEFT CR-RZP3538508163-RAZORPAY
BTXN8366710477,RZP3297681898,14352.35,2026-07-04,IMPS/RZP3297681898/RAZORPAY SETTLEMENT
BTXN2137651678,RZP8110054933,29974.58,2026-07-15,RTGS-RZP8110054933-RAZORPAY SOFTWARE PVT LTD
BTXN3792347639,RZP3019952485,56302.31,2026-07-01,IMPS/RZP3019952485/RAZORPAY SETTLEMENT
BTXN5508149905,RZP7614788357,49714.54,2026-07-05,NEFT CR-RZP7614788357-RAZORPAY
BTXN4875962612,RZP2015242176,30777.85,2026-07-08,NEFT CR-RZP2015242176-RAZORPAY
BTXN1231078662,RZP6933852220,31534.18,2026-07-13,IMPS/RZP6933852220/RAZORPAY SETTLEMENT
BTXN1986399651,RZP4585531525,56835.37,2026-07-05,RTGS-RZP4585531525-RAZORPAY SOFTWARE PVT LTD
BTXN1558663601,RZP2051515688,5801.68,2026-07-06,RTGS-RZP2051515688-RAZORPAY SOFTWARE PVT LTD
BTXN9403748506,RZP5425044246,66730.27,2026-07-09,IMPS/RZP5425044246/RAZORPAY SETTLEMENT
BTXN2910594463,RZP1122712790,49934.41,2026-07-16,RTGS-RZP1122712790-RAZORPAY SOFTWARE PVT LTD
