settlement_id,reference_id,amount,date,status
STL90444404,RZP1630780803,12892.43,2026-07-15,settled
STL64575354,RZP4527419370,34206.88,2026-07-09,settled
STL48019408,RZP2827463042,19461.59,2026-07-13,settled
STL24305357,RZP3811254192,51738.62,2026-07-06,settled
STL51758234,RZP4526242854,38887.59,2026-07-03,settled
STL54241559,RZP6415031531,18046.33,2026-07-13,settled
STL47095573,RZP6383036029,35288.19,2026-07-11,settled
STL77420864,RZP3952265565,27264.97,2026-07-12,settled
STL48495745,RZP3483097086,43178.07,2026-07-05,settled
STL68985391,RZP9312909606,11248.70,2026-07-03,settled
STL83851788,RZP8412545268,45826.80,2026-07-10,settled
STL83357939,RZP9469064524,74835.14,2026-07-13,settled
STL21555280,RZP2990397616,35812.19,2026-07-01,reversed
STL80979534,RZP3632627835,5591.11,2026-07-14,settled
STL75208604,RZP8746137515,13610.90,2026-07-14,settled
STL72866875,RZP3104929112,42719.28,2026-07-09,settled
STL26588648,RZP9797102584,9126.34,2026-07-08,settled
STL50302318,RZP3691907159,27638.46,2026-07-03,settled
STL65766169,RZP5956268238,69982.65,2026-07-05,settled
STL47388792,RZP5759761714,63480.32,2026-07-06,settled
STL38427073,RZP3361388464,20246.72,2026-07-14,settled
STL65548633,RZP8522807924,53042.33,2026-07-06,settled
STL17270733,RZP8125276666,26895.17,2026-07-07,settled
STL28784915,RZP2979245480,55091.53,2026-07-06,settled
STL76627415,RZP9644330231,10722.28,2026-07-01,settled
STL40872577,RZP8387395021,22491.83,2026-07-04,settled
STL40368869,RZP3280772748,1834.75,2026-07-01,settled
STL52018286,RZP4187043237,32998.36,2026-07-08,settled
STL78663747,RZP4009596757,31702.52,2026-07-15,settled
STL68526669,RZP3468061102,38896.03,2026-07-08,settled
STL31076551,RZP8423203617,53258.17,2026-07-13,pending
STL84511273,RZP2940217134,574.58,2026-07-08,pending
STL68755000,RZP8252816758,52630.16,2026-07-05,settled
STL58779318,RZP4850461711,45319.18,2026-07-14,settled
STL91644298,RZP9202102595,5975.06,2026-07-02,settled
STL53154591,RZP5471158508,68224.22,2026-07-10,settled
STL53258988,RZP7371573279,32950.30,2026-07-12,settled
STL15360735,RZP8928570600,920.56,2026-07-08,settled
STL84430642,RZP2131078331,21903.07,2026-07-07,settled
STL98354109,RZP8975021081,58313.23,2026-07-04,settled
STL50894029,RZP8804121811,57387.42,2026-07-06,settled
STL82884346,RZP5474951950,70036.14,2026-07-09,settled
STL92427773,RZP1939777262,39720.41,2026-07-01,settled
STL31951974,RZP1811405047,17624.61,2026-07-01,settled
STL58307308,RZP1457632732,887.04,2026-07-05,settled
STL74082055,RZP5973319056,49140.51,2026-07-15,settled
STL86541906,RZP8575707116,27762.33,2026-07-07,settled
STL48605268,RZP6385791669,19521.84,2026-07-01,settled
STL11246473,RZP1334744286,44729.12,2026-07-09,settled
STL31980274,RZP8588769565,13000.29,2026-07-10,settled
STL96155337,RZP5425044246,66730.27,2026-07-09,settled
STL59629263,RZP3593393772,68304.80,2026-07-11,settled
STL79067939,RZP5673181221,19303.71,2026-07-02,settled
STL38934853,RZP8471784210,655.39,2026-07-09,pending
STL50987442,RZP9196963901,22652.81,2026-07-10,settled
STL21390049,RZP8283758926,67286.32,2026-07-06,settled
STL10412827,RZP9813697315,47446.65,2026-07-13,settled
STL23494908,RZP2000025413,7964.75,2026-07-06,settled
STL12560649,RZP5581002642,49697.78,2026-07-11,settled
STL85042992,RZP9655933303,52919.83,2026-07-15,settled
STL94646134,RZP3220281423,39490.08,2026-07-04,settled
STL31173338,RZP3499610004,10436.13,2026-07-11,settled
STL78973779,RZP5483308751,67421.98,2026-07-04,settled
STL82062301,RZP8265834251,41001.57,2026-07-13,settled
STL96028436,RZP4095476665,51287.42,2026-07-09,settled
STL57123808,RZP3719679239,40030.06,2026-07-04,settled
STL38827874,RZP2916260187,28012.42,2026-07-09,pending
STL88458327,RZP7248258423,50625.71,2026-07-11,settled
STL50702879,RZP6557607354,2584.35,2026-07-03,reversed
STL99686372,RZP9842186844,3019.87,2026-07-14,settled
STL87115770,RZP6565094025,30449.21,2026-07-11,pending
STL37588517,RZP9116428507,12204.23,2026-07-02,settled
STL30767532,RZP7873709012,26697.64,2026-07-10,settled
STL56596140,RZP7861571879,47513.04,2026-07-11,settled
STL12059919,RZP8924383984,7928.52,2026-07-15,settled
STL35523849,RZP7341757401,26838.58,2026-07-15,settled
STL97182566,RZP3464975279,39944.76,2026-07-07,settled
STL65568711,RZP5501759051,33147.40,2026-07-07,settled
STL42168745,RZP2323586087,3093.30,2026-07-12,settled
STL88252116,RZP9190122806,30642.62,2026-07-12,settled
STL34037816,RZP1127661542,62358.28,2026-07-08,settled
STL61168696,RZP4757341777,52474.39,2026-07-07,settled
STL29175900,RZP8110054933,29974.58,2026-07-15,settled
STL30855594,RZP9229857657,59895.45,2026-07-11,settled
STL66661351,RZP4246059658,64652.17,2026-07-03,settled
STL34354859,RZP9706633966,4858.38,2026-07-07,reversed
STL16159129,RZP8201657412,32236.64,2026-07-02,settled
STL57021454,RZP6580028443,50185.72,2026-07-14,reversed
STL28325379,RZP3660345628,64981.41,2026-07-01,settled
STL33781587,RZP5225369518,9794.91,2026-07-06,reversed
STL78541804,RZP2848792488,1285.81,2026-07-05,settled
STL33291610,RZP8315616392,57303.66,2026-07-09,reversed
STL85686878,RZP5533921266,10329.85,2026-07-07,settled
STL56600900,RZP4459716271,59818.93,2026-07-10,settled
STL38016352,RZP5505788456,16943.85,2026-07-12,settled
STL66507825,RZP4343748592,35430.73,2026-07-08,settled
STL53424580,RZP5406473964,9588.33,2026-07-06,settled
STL77187530,RZP6555540744,12282.75,2026-07-01,settled
STL31810655,RZP3214080278,24933.46,2026-07-10,settled
STL43204410,RZP1800656591,37798.49,2026-07-08,settled
STL85935555,RZP6915482645,62667.27,2026-07-14,reversed
STL89699345,RZP6845987005,70844.56,2026-07-12,settled
STL16740197,RZP1939915527,60406.18,2026-07-12,settled
STL69945655,RZP5136395494,61713.80,2026-07-11,settled
STL22657432,RZP9607654443,31523.21,2026-07-02,settled
STL70286467,RZP2792433036,43180.94,2026-07-07,settled
STL84104909,RZP6933852220,31534.18,2026-07-13,settled
STL26155543,RZP6786562040,64599.81,2026-07-13,settled
STL58375646,RZP3237361243,19371.80,2026-07-11,settled
STL87774748,RZP8430369688,55345.33,2026-07-06,settled
STL41889524,RZP4714465905,55809.75,2026-07-09,settled
STL64340297,RZP8249315123,65074.73,2026-07-15,settled
STL39681939,RZP2559069619,21416.35,2026-07-15,reversed
STL97766064,RZP9747372233,19915.92,2026-07-15,settled
STL68571795,RZP1164313410,44944.56,2026-07-06,settled
STL38408562,RZP2982979741,4246.21,2026-07-07,settled
STL71472671,RZP6696442664,44705.12,2026-07-14,settled
STL35479101,RZP8788828039,70064.49,2026-07-12,settled
STL13110670,RZP7505693643,37657.60,2026-07-05,settled
STL44392465,RZP1670474924,20241.62,2026-07-15,settled
STL27327046,RZP1744279636,12145.40,2026-07-08,reversed
STL52222214,RZP3383331379,36978.33,2026-07-03,settled
STL33834879,RZP3925621610,18524.39,2026-07-08,settled
STL75184410,RZP9803662851,6577.82,2026-07-08,settled
STL61298971,RZP1968870326,25963.07,2026-07-07,settled
STL24271459,RZP1906531762,56153.68,2026-07-10,settled
STL56749089,RZP3473979489,8883.48,2026-07-07,settled
STL21363335,RZP1067464491,54239.77,2026-07-07,settled
STL78090647,RZP8666074487,68036.22,2026-07-11,settled
STL14061983,RZP8151896308,59264.01,2026-07-08,settled
STL25294777,RZP3305920746,27751.58,2026-07-04,settled
STL75694038,RZP8350384902,62221.89,2026-07-13,settled
STL53579429,RZP9984664080,30284.97,2026-07-15,settled
STL59423803,RZP6961799118,42447.75,2026-07-07,settled
STL35140847,RZP9596653373,26784.79,2026-07-10,settled
STL52111160,RZP7703957637,74860.15,2026-07-08,settled
STL47822197,RZP7234101654,19920.65,2026-07-11,settled
STL20820219,RZP3426665919,74272.36,2026-07-04,settled
STL55114543,RZP6237376063,32969.78,2026-07-01,settled
STL67392300,RZP8902114913,11942.45,2026-07-06,settled
STL32417070,RZP1553753599,29074.51,2026-07-10,settled
STL32364326,RZP6179336797,37956.25,2026-07-13,settled
STL31759927,RZP2634694666,57735.39,2026-07-15,settled
STL99329049,RZP5838166906,19900.34,2026-07-09,settled
STL14324134,RZP7273337794,12056.54,2026-07-04,settled
STL83074216,RZP4585531525,56835.37,2026-07-05,settled
STL29042093,RZP4736031885,42690.92,2026-07-07,settled
STL50693207,RZP6227046160,16062.24,2026-07-15,settled
STL92523968,RZP8257484586,26690.25,2026-07-01,settled
STL66689004,RZP4721351171,35596.30,2026-07-07,settled
STL28198434,RZP7754847890,71453.60,2026-07-09,settled
STL11335293,RZP1298848935,25703.62,2026-07-07,reversed
STL78228715,RZP6281827528,58841.64,2026-07-03,settled
STL65592149,RZP9558139653,60374.57,2026-07-13,settled
STL81113720,RZP4820055862,37785.56,2026-07-14,settled
STL46024950,RZP8238377072,13127.88,2026-07-05,settled
STL64276605,RZP8203447752,19882.43,2026-07-03,settled
STL86560394,RZP8663811838,67846.09,2026-07-04,settled
STL74418331,RZP8903212516,10505.78,2026-07-12,settled
STL52376656,RZP3070046110,19707.57,2026-07-07,settled
STL97890153,RZP5277846424,8242.67,2026-07-10,settled
STL25578562,RZP3073486033,22509.70,2026-07-15,settled
STL88306842,RZP7210405433,7389.84,2026-07-11,settled
STL95800828,RZP6591038760,10665.65,2026-07-03,settled
STL60038218,RZP9151560334,38015.66,2026-07-01,settled
STL84689357,RZP9584871905,65931.81,2026-07-04,pending
STL16074522,RZP1069873508,34984.48,2026-07-13,settled
STL43322272,RZP1605064858,4270.09,2026-07-07,settled
STL11898961,RZP6128695961,17447.50,2026-07-03,settled
STL12433447,RZP6415129153,50931.13,2026-07-03,reversed
STL34822996,RZP3506801119,73243.35,2026-07-03,settled
STL41943272,RZP9318010743,10977.93,2026-07-12,settled
STL33593960,RZP5022964382,68535.61,2026-07-03,settled
STL33851602,RZP6920114673,55182.63,2026-07-05,settled
STL63826716,RZP2015242176,30777.85,2026-07-08,settled
STL70614013,RZP8835431320,54154.97,2026-07-07,settled
STL92019078,RZP1210588114,31563.29,2026-07-03,settled
STL87162674,RZP2187592160,45674.07,2026-07-04,settled
STL29307578,RZP7910439839,3291.19,2026-07-05,settled
STL19735027,RZP4939447721,58190.30,2026-07-14,settled
STL74683506,RZP3655316364,32747.17,2026-07-12,settled
STL36082023,RZP1691293717,16948.70,2026-07-14,settled
STL80055957,RZP4619584847,8838.96,2026-07-12,settled
STL52441045,RZP3697368099,45107.81,2026-07-03,settled
STL55987725,RZP8023001183,73483.21,2026-07-12,pending
STL83659258,RZP4890628295,1915.79,2026-07-04,settled
STL92585240,RZP1831314297,9306.43,2026-07-08,settled
STL52571763,RZP6306262259,64526.55,2026-07-03,settled
STL62385285,RZP2145119397,44305.20,2026-07-06,settled
STL25755285,RZP6423750090,64733.87,2026-07-02,settled
STL58486215,RZP9523846861,35209.68,2026-07-09,settled
STL98010774,RZP3778416511,21815.26,2026-07-14,settled
STL63359331,RZP7401499984,45436.30,2026-07-01,settled
STL96481420,RZP3197757742,54405.49,2026-07-02,settled
STL64069715,RZP7991402837,28450.34,2026-07-02,settled
STL83715012,RZP7981077394,57119.29,2026-07-04,settled
STL93041052,RZP4253932355,71818.31,2026-07-09,reversed
STL15028625,RZP8679232444,14380.22,2026-07-12,settled
STL70340936,RZP7150970643,2674.82,2026-07-10,settled
STL97652074,RZP5175059577,540.45,2026-07-15,pending
STL13954845,RZP7447825925,60986.02,2026-07-11,settled
STL62344046,RZP2219460880,7415.06,2026-07-09,pending
STL35481281,RZP7605097681,73795.38,2026-07-01,settled
STL16170301,RZP9248046539,8913.84,2026-07-07,settled
STL30005727,RZP8325785916,42287.56,2026-07-02,settled
STL30513739,RZP7980611182,63204.37,2026-07-09,settled
STL80325062,RZP4627032705,18627.08,2026-07-10,settled
STL12753078,RZP7008051512,18385.97,2026-07-13,settled
STL65832475,RZP7415500367,17986.56,2026-07-09,reversed
STL92882398,RZP1172146239,51011.62,2026-07-01,settled
STL95977279,RZP5631725051,46217.95,2026-07-08,settled
STL47663633,RZP6606958660,41599.55,2026-07-03,settled
STL89279578,RZP6187391882,74134.49,2026-07-09,settled
STL10262390,RZP9323175775,48251.99,2026-07-11,reversed
STL40655922,RZP5970608512,58113.01,2026-07-15,settled
STL70406241,RZP2235598059,26073.72,2026-07-13,settled
STL85731895,RZP6425814872,35146.82,2026-07-04,settled
STL48468887,RZP1243115672,20389.88,2026-07-13,settled
STL81057233,RZP9618334441,41597.45,2026-07-01,settled
STL43859311,RZP9072992279,21230.12,2026-07-14,settled
STL38470244,RZP5418232833,63895.99,2026-07-03,settled
STL91915661,RZP3908281627,5596.66,2026-07-10,settled
STL15064880,RZP8826879784,68973.85,2026-07-09,settled
STL71557975,RZP4859208130,72052.32,2026-07-01,settled
STL88405961,RZP6126037320,36696.66,2026-07-06,settled
STL28176954,RZP9305502799,2864.25,2026-07-07,settled
STL36770773,RZP1261903104,21343.31,2026-07-03,settled
STL83514771,RZP4540774757,38221.92,2026-07-06,settled
STL35749878,RZP7934038104,51210.69,2026-07-15,pending
STL30858851,RZP2003352579,70794.82,2026-07-03,settled
STL52803305,RZP3045102506,33143.36,2026-07-12,settled
STL53352227,RZP9568917078,20915.65,2026-07-11,pending
STL82611046,RZP9696467331,47443.14,2026-07-13,pending
STL81088456,RZP1980034265,60231.77,2026-07-07,pending
STL29070658,RZP7735151139,53013.75,2026-07-08,settled
STL55358959,RZP9108603060,12487.38,2026-07-02,settled
STL77660514,RZP4501446994,8214.77,2026-07-11,settled
STL62294176,RZP1315708805,20463.92,2026-07-07,settled
STL17124981,RZP5481721096,13188.81,2026-07-05,settled
STL58762794,RZP5071218314,6090.57,2026-07-11,settled
STL11698142,RZP8136179811,5637.28,2026-07-11,settled
STL54522084,RZP9899689747,51610.24,2026-07-01,settled
STL27809465,RZP4946081594,74440.22,2026-07-14,settled
STL87396877,RZP8761469117,20762.55,2026-07-02,settled
STL74894729,RZP5897854817,12362.07,2026-07-10,settled
STL74398125,RZP4027526473,51922.87,2026-07-08,settled
STL52038976,RZP8764011369,71920.09,2026-07-03,settled
STL93638503,RZP2852408227,71191.15,2026-07-15,settled
STL95656500,RZP3062994753,7725.52,2026-07-04,settled
STL51158280,RZP3072183247,28080.87,2026-07-09,settled
STL26564560,RZP8785836177,62146.28,2026-07-06,pending
STL31079846,RZP4275930923,47100.87,2026-07-05,settled
STL68978194,RZP3775094726,3416.09,2026-07-12,settled
STL10872248,RZP7635473142,16922.83,2026-07-10,settled
STL72409658,RZP6600100279,16158.61,2026-07-13,settled
STL69862640,RZP2520174713,68168.66,2026-07-05,settled
STL39807828,RZP9806915522,55002.60,2026-07-07,settled
STL70779921,RZP6361144788,30141.31,2026-07-06,settled
STL45496951,RZP3305069227,63614.34,2026-07-07,settled
STL12185246,RZP1207916194,7918.32,2026-07-13,settled
STL51638598,RZP2431779064,43914.09,2026-07-03,settled
STL70238919,RZP3591527330,58322.93,2026-07-04,settled
STL48656152,RZP4119044481,35458.41,2026-07-08,reversed
STL93650068,RZP2239534867,29282.99,2026-07-08,settled
STL81498611,RZP1338258951,55027.12,2026-07-14,settled
STL27978165,RZP8733575600,68941.85,2026-07-10,settled
STL97034430,RZP2129491690,31956.83,2026-07-04,settled
STL52726394,RZP2748380110,36570.78,2026-07-07,reversed
STL96274567,RZP8544878538,10439.01,2026-07-06,settled
STL52980983,RZP7430757004,7846.31,2026-07-12,settled
STL53518077,RZP7125531606,60958.32,2026-07-11,settled
STL24877375,RZP1515297776,64304.84,2026-07-11,settled
STL25659979,RZP8833399096,68249.38,2026-07-05,settled
STL11906295,RZP8661202977,19277.80,2026-07-05,settled
STL28533117,RZP9248574674,65524.92,2026-07-12,settled
STL16904975,RZP5819946657,26843.06,2026-07-11,settled
STL18876667,RZP9269680715,71289.75,2026-07-04,settled
STL65792417,RZP8939746381,55412.33,2026-07-10,pending
STL80980044,RZP8989870040,9338.17,2026-07-09,settled
STL64920799,RZP4668931881,10733.71,2026-07-04,settled
STL85764804,RZP7991986741,35064.50,2026-07-10,settled
STL26235817,RZP1222814829,18351.91,2026-07-10,reversed
STL78901038,RZP2224336336,57352.20,2026-07-05,settled
STL48261364,RZP2478538226,62905.21,2026-07-05,settled
STL56344519,RZP3716924538,15466.24,2026-07-10,settled
STL74300930,RZP5634396131,69338.72,2026-07-11,settled
STL90582915,RZP1174412453,37281.60,2026-07-07,settled
STL38082305,RZP6333405410,63235.68,2026-07-14,reversed
STL55414869,RZP6857897124,68886.29,2026-07-07,settled
STL16264794,RZP7687360087,67275.67,2026-07-14,reversed
STL93517915,RZP4110335359,63117.67,2026-07-15,settled
STL12130654,RZP4961067014,45854.61,2026-07-01,reversed
STL37326368,RZP6464693977,45559.82,2026-07-12,settled
STL37414797,RZP1469718772,21057.73,2026-07-08,settled
STL15294153,RZP6566372886,35088.66,2026-07-02,settled
STL80532309,RZP4272162158,51185.47,2026-07-10,settled
STL35149571,RZP9519577735,47175.06,2026-07-14,settled
STL63773642,RZP5570190774,17021.88,2026-07-02,settled
STL85864089,RZP8324857808,35806.35,2026-07-13,settled
STL53805532,RZP4602080228,25874.16,2026-07-13,settled
STL88979095,RZP2064746525,5269.93,2026-07-01,settled
STL16834659,RZP2433875095,8148.43,2026-07-14,pending
STL16108500,RZP6303603611,74757.09,2026-07-11,settled
STL10957697,RZP2701177209,65308.76,2026-07-10,pending
STL68936139,RZP9459525070,57806.84,2026-07-01,reversed
STL19068358,RZP4738453527,31609.35,2026-07-10,pending
STL89614758,RZP8547692193,15128.15,2026-07-01,settled
STL82633735,RZP3483827971,3874.09,2026-07-06,settled
STL81993070,RZP9929329605,69108.90,2026-07-13,settled
STL75122376,RZP2874452023,3538.98,2026-07-06,settled
STL19553585,RZP1140187131,21963.81,2026-07-05,settled
STL61705758,RZP1112794026,26866.61,2026-07-02,settled
STL70228445,RZP4164784001,34259.46,2026-07-04,reversed
STL83212334,RZP5633956194,45382.77,2026-07-14,settled
STL64142310,RZP9166381136,27264.19,2026-07-04,settled
STL67665720,RZP4651178503,59778.01,2026-07-07,settled
STL24178065,RZP2802141793,31375.96,2026-07-03,settled
STL47241089,RZP2727768349,48220.03,2026-07-09,settled
STL64215650,RZP8095445250,52461.59,2026-07-15,pending
STL28186152,RZP8925417562,43833.26,2026-07-03,settled
STL80067590,RZP1504729135,36426.95,2026-07-03,settled
STL16767531,RZP5068981129,61858.96,2026-07-01,reversed
STL21267237,RZP9190197115,44596.01,2026-07-11,settled
STL18685284,RZP5910726286,52280.27,2026-07-02,settled
STL19615892,RZP3453846612,42306.99,2026-07-12,settled
STL69670203,RZP1040215075,55864.26,2026-07-13,pending
STL87061479,RZP2007192464,1449.83,2026-07-02,settled
STL48983895,RZP9504724761,61469.12,2026-07-13,settled
STL21361254,RZP7901388916,30433.94,2026-07-01,pending
STL18653290,RZP7812328180,68848.43,2026-07-02,settled
STL57469942,RZP2536778950,51313.97,2026-07-11,settled
STL17576489,RZP6760652905,32397.04,2026-07-06,settled
STL96126771,RZP8236361108,19670.84,2026-07-14,settled
STL68720256,RZP6917472535,54467.74,2026-07-05,settled
STL32511225,RZP8861351706,45262.48,2026-07-13,settled
STL42962076,RZP3582272957,18267.01,2026-07-03,settled
STL26267678,RZP1970004816,29139.58,2026-07-13,settled
STL95424369,RZP9475140777,61873.98,2026-07-03,reversed
STL60610858,RZP9404002665,65770.42,2026-07-14,settled
STL64914054,RZP6195400294,59927.57,2026-07-14,settled
STL84759271,RZP8358721864,55339.76,2026-07-05,settled
STL17061037,RZP6884333221,54258.90,2026-07-13,settled
STL61378412,RZP8602605839,19671.58,2026-07-05,settled
STL37868462,RZP7225841764,23895.48,2026-07-02,settled
STL65337219,RZP4713453204,73227.35,2026-07-13,settled
STL60598851,RZP2300656317,19324.79,2026-07-03,settled
STL66936428,RZP3290101581,47206.51,2026-07-04,settled
STL93652460,RZP1662976399,35477.05,2026-07-05,settled
STL60689435,RZP2063577070,24924.60,2026-07-10,reversed
STL19742790,RZP9615270274,54161.28,2026-07-02,settled
STL58438711,RZP4401896171,18136.85,2026-07-08,settled
STL88703005,RZP3424843951,5611.46,2026-07-13,settled
STL85341065,RZP6844582171,16774.17,2026-07-13,settled
STL97550053,RZP6528675352,21763.44,2026-07-01,settled
STL32650041,RZP3691344010,73072.50,2026-07-04,settled
STL43822301,RZP2416011033,42068.26,2026-07-07,settled
STL96202825,RZP3738362362,16208.83,2026-07-06,settled
STL80138498,RZP8578226896,45670.67,2026-07-13,settled
STL90197611,RZP7800411181,4125.03,2026-07-05,settled
STL21062296,RZP9059914313,7453.83,2026-07-06,settled
STL45481411,RZP1173601852,57229.69,2026-07-04,settled
STL66882385,RZP6256052258,45821.62,2026-07-05,settled
STL46048781,RZP9070061596,51943.27,2026-07-01,settled
STL73306295,RZP5985331805,72360.48,2026-07-01,settled
STL58554539,RZP8579407622,74577.81,2026-07-02,settled
STL10145801,RZP6300607425,49333.65,2026-07-12,settled
STL65564671,RZP8063693463,20707.98,2026-07-08,settled
STL78038903,RZP7406579219,18446.44,2026-07-05,settled
STL58465780,RZP6330405542,48037.13,2026-07-02,settled
STL69476001,RZP6491309593,19110.58,2026-07-15,settled
STL23044889,RZP5064162365,23175.16,2026-07-08,settled
STL65003032,RZP8229392805,57547.19,2026-07-03,settled
STL18243352,RZP1719442108,52281.31,2026-07-05,settled
STL50415166,RZP1657675888,52291.81,2026-07-11,settled
STL95982334,RZP2778293161,25367.52,2026-07-09,settled
STL65804273,RZP1918920620,31407.66,2026-07-06,settled
STL18397164,RZP2670036982,53002.80,2026-07-04,settled
STL30534124,RZP8826851692,8362.65,2026-07-06,settled
STL28405182,RZP1439921366,23844.69,2026-07-15,settled
STL88577462,RZP8069952132,7237.84,2026-07-09,settled
STL79742280,RZP5387233056,14585.02,2026-07-13,settled
STL15831819,RZP5710360983,63638.33,2026-07-10,settled
STL45495029,RZP7688606771,7227.56,2026-07-07,settled
STL50229795,RZP6546964238,46360.13,2026-07-04,settled
STL60975999,RZP1225585432,35069.11,2026-07-08,settled
STL16892773,RZP9704383251,35856.97,2026-07-11,settled
STL21087928,RZP8267378816,27867.35,2026-07-13,settled
STL19314506,RZP5277609488,19738.78,2026-07-03,settled
STL96557984,RZP4018696945,6660.12,2026-07-14,settled
STL89294612,RZP4093474499,36372.99,2026-07-08,settled
STL73574016,RZP6760925844,38124.19,2026-07-02,pending
STL50924657,RZP2063493733,44643.61,2026-07-15,settled
STL82751830,RZP3459788151,20457.72,2026-07-09,settled
STL59987561,RZP7077415683,47393.31,2026-07-04,reversed
STL85579195,RZP8303853049,71093.13,2026-07-10,settled
STL98252435,RZP4791700311,12927.29,2026-07-03,settled
STL21727533,RZP8589615766,15080.82,2026-07-14,settled
STL92148463,RZP8986096303,25026.04,2026-07-07,settled
STL35920053,RZP3231172272,8041.27,2026-07-04,settled
STL56328316,RZP7073872915,16559.89,2026-07-09,settled
STL48299260,RZP1618622412,19538.81,2026-07-02,reversed
STL35556386,RZP7769777475,18603.29,2026-07-08,settled
STL37876214,RZP7054856909,12447.83,2026-07-09,settled
STL94081078,RZP4058220682,31758.84,2026-07-05,settled
STL94992096,RZP8373547961,8528.55,2026-07-07,settled
STL94019376,RZP6585609060,5041.34,2026-07-10,settled
STL80610004,RZP6043349038,4403.73,2026-07-12,settled
STL47627490,RZP5381866906,61395.25,2026-07-05,settled
STL29585415,RZP6887132821,31337.80,2026-07-10,settled
STL83458776,RZP7419751815,24553.45,2026-07-05,settled
STL56095437,RZP3153356179,71850.32,2026-07-08,settled
STL37568520,RZP6001648993,64159.21,2026-07-08,settled
STL33966966,RZP7597996327,70473.17,2026-07-02,settled
STL26178675,RZP8605964047,26420.80,2026-07-14,settled
STL12499514,RZP3899521378,18850.55,2026-07-09,reversed
STL95851936,RZP1139082827,45377.96,2026-07-15,settled
STL20605783,RZP7556078550,61233.47,2026-07-05,settled
STL58781345,RZP7293830307,17761.22,2026-07-14,settled
STL46772637,RZP2960432117,68893.31,2026-07-12,settled
STL63345392,RZP6384311581,64195.78,2026-07-07,settled
STL86866717,RZP3423086220,5100.97,2026-07-09,settled
STL57395992,RZP3813285701,73185.62,2026-07-02,settled
STL73483243,RZP7680134655,64295.00,2026-07-04,settled
STL26530521,RZP5230025371,16233.67,2026-07-01,settled
STL25278911,RZP4393863868,23429.05,2026-07-09,settled
STL90296988,RZP3384083537,61740.72,2026-07-07,settled
STL58025924,RZP1822536398,61312.92,2026-07-11,pending
STL71115319,RZP7608153267,26211.73,2026-07-09,settled
STL29602406,RZP1964386641,24242.02,2026-07-02,settled
STL10226999,RZP3476426797,19476.83,2026-07-12,settled
