settlement_id,reference_id,amount,date,status
STL42418469,RZP3062474707,45118.17,2026-07-13,pending
STL88700249,RZP7281918122,16000.26,2026-07-14,settled
STL98486477,RZP4424324949,31669.99,2026-07-07,settled
STL32198637,RZP5558842048,39830.94,2026-07-12,settled
STL53085257,RZP9086209622,32481.64,2026-07-08,settled
STL88984393,RZP7010234975,39396.70,2026-07-05,settled
STL28428168,RZP5392126631,59065.89,2026-07-03,settled
STL69463520,RZP7286576363,51813.94,2026-07-03,settled
STL91763604,RZP2192939569,16606.33,2026-07-01,settled
STL37475021,RZP6720676702,68129.25,2026-07-14,settled
STL59187878,RZP7776772373,29798.47,2026-07-08,settled
STL30513739,RZP7980611182,63204.37,2026-07-09,settled
STL11714280,RZP3924643746,33079.13,2026-07-14,reversed
STL10574191,RZP1011416729,21406.62,2026-07-05,pending
STL94923785,RZP7422587364,63162.28,2026-07-12,settled
STL23307600,RZP1673671104,67555.14,2026-07-12,settled
STL76010433,RZP8349350277,68130.23,2026-07-09,settled
STL65195599,RZP5843429073,48650.17,2026-07-09,settled
STL44179597,RZP2402244659,58204.06,2026-07-09,settled
STL61969439,RZP7439983847,27004.53,2026-07-08,settled
STL69179557,RZP1020488943,60502.14,2026-07-15,reversed
STL54131333,RZP5822288639,44832.30,2026-07-07,reversed
STL18785496,RZP5339348760,8226.57,2026-07-06,settled
STL53529009,RZP7455145288,28262.02,2026-07-10,pending
STL57474276,RZP3348471692,9315.31,2026-07-10,settled
STL21214305,RZP1397962853,28844.19,2026-07-04,settled
STL84499481,RZP4797470503,55808.61,2026-07-12,settled
STL33439605,RZP9877230145,60839.44,2026-07-03,settled
STL94163423,RZP2503648408,64929.75,2026-07-06,settled
STL76619106,RZP7133663124,65864.08,2026-07-04,settled
STL78199462,RZP6161899999,69572.77,2026-07-06,settled
STL99665300,RZP5208394696,59927.74,2026-07-15,settled
STL82253722,RZP8333367856,63910.62,2026-07-07,settled
STL99905567,RZP7855630615,52458.32,2026-07-13,settled
STL91940454,RZP1851120888,64259.91,2026-07-10,pending
STL68410653,RZP2200317451,736.04,2026-07-11,settled
STL43900619,RZP9827995710,59921.62,2026-07-09,pending
STL41498257,RZP7536618042,38701.52,2026-07-14,settled
STL29159491,RZP3798316692,26048.11,2026-07-05,settled
STL91744952,RZP2267768287,40059.94,2026-07-06,settled
STL54625324,RZP2884252339,54579.12,2026-07-08,settled
STL19372437,RZP2034789448,60445.92,2026-07-09,pending
STL13965467,RZP7023595712,31341.20,2026-07-13,settled
STL55600649,RZP9031671739,46635.71,2026-07-12,settled
STL37401234,RZP3355043817,15772.27,2026-07-13,settled
STL63327987,RZP5808007999,29866.33,2026-07-10,settled
STL65044235,RZP1676047395,65071.45,2026-07-15,settled
STL63259907,RZP1419755478,58175.78,2026-07-08,settled
STL38938235,RZP7319401237,7362.09,2026-07-01,settled
STL97571535,RZP5803786531,62902.36,2026-07-09,settled
STL84093639,RZP3303082117,72997.12,2026-07-07,settled
STL21675008,RZP7393250879,40539.95,2026-07-08,settled
STL73272678,RZP1080992318,62819.98,2026-07-09,settled
STL29525935,RZP4762440155,74199.67,2026-07-12,settled
STL84148525,RZP1495076257,35157.11,2026-07-11,settled
STL56754892,RZP2229511931,19088.02,2026-07-03,settled
STL77339500,RZP8478607503,64567.73,2026-07-03,settled
STL27473035,RZP9255357460,5495.34,2026-07-10,settled
STL17795896,RZP2319269914,72206.82,2026-07-07,settled
STL37566472,RZP9770191959,8353.13,2026-07-11,settled
STL18285739,RZP4732028315,55998.54,2026-07-10,settled
STL69745514,RZP8347261071,54625.74,2026-07-15,settled
STL38777828,RZP3220168115,23216.40,2026-07-06,settled
STL35632290,RZP2865764094,64205.61,2026-07-11,settled
STL33608983,RZP6870746828,5614.97,2026-07-04,settled
STL25023905,RZP7921601663,5255.98,2026-07-15,settled
STL52266951,RZP4326805600,45359.65,2026-07-14,settled
STL53336952,RZP9708426837,3809.64,2026-07-15,settled
STL60638896,RZP4841371666,27187.43,2026-07-05,settled
STL66023622,RZP4868997770,54729.69,2026-07-02,settled
STL98704813,RZP8522306929,56109.44,2026-07-08,settled
STL64402540,RZP5722064241,5230.62,2026-07-15,settled
STL41402212,RZP4490556495,944.65,2026-07-08,settled
STL36034227,RZP3881986771,32054.06,2026-07-03,settled
STL84712915,RZP5251830785,31189.83,2026-07-08,settled
STL47351839,RZP1595596908,2996.77,2026-07-06,settled
STL89116495,RZP1930794462,59775.25,2026-07-05,settled
STL41622989,RZP5346612707,36574.13,2026-07-11,settled
STL52095667,RZP4839599579,41596.17,2026-07-10,settled
STL43294762,RZP3522375261,8864.15,2026-07-11,settled
STL66879928,RZP7378147110,21051.57,2026-07-06,settled
STL22816121,RZP9104829520,16646.18,2026-07-14,settled
STL73276772,RZP5908884949,50187.76,2026-07-06,settled
STL24776667,RZP3829808789,9398.57,2026-07-06,settled
STL85740530,RZP3619581654,3834.38,2026-07-03,settled
STL97019087,RZP2133431616,38747.20,2026-07-08,settled
STL68883853,RZP3095269219,24097.10,2026-07-09,settled
STL68662346,RZP4500781228,16777.41,2026-07-02,settled
STL36649907,RZP7227460649,69341.10,2026-07-08,settled
STL22191015,RZP7303576324,26607.77,2026-07-08,settled
STL87127583,RZP3247367216,62234.29,2026-07-15,pending
STL96155337,RZP5425044246,66730.27,2026-07-09,settled
STL87397073,RZP4130758449,51912.10,2026-07-02,settled
STL79511019,RZP6025748234,56264.58,2026-07-03,settled
STL72344658,RZP2603593572,60019.69,2026-07-03,settled
STL84934948,RZP8046508321,64998.90,2026-07-05,settled
STL27996640,RZP5291526188,56102.14,2026-07-13,settled
STL45634397,RZP2036078326,17190.44,2026-07-09,settled
STL27117107,RZP5723900943,60375.80,2026-07-06,settled
STL89151743,RZP3866755218,6885.19,2026-07-06,settled
STL89214534,RZP1718975947,55252.66,2026-07-15,settled
STL75332619,RZP2553235362,35504.76,2026-07-14,settled
STL77602608,RZP6249356104,53911.49,2026-07-11,settled
STL78900764,RZP2578810529,21935.73,2026-07-05,settled
STL83079785,RZP8708239072,72475.70,2026-07-11,settled
STL70254148,RZP4957978298,67054.38,2026-07-14,settled
STL97424059,RZP9381237799,14859.56,2026-07-14,settled
STL77428627,RZP9962581582,8084.27,2026-07-15,settled
STL73540760,RZP6350655852,62410.49,2026-07-14,settled
STL45805370,RZP9567111045,66106.15,2026-07-10,settled
STL53847164,RZP5781679288,5614.98,2026-07-15,settled
STL65350302,RZP1004837195,893.27,2026-07-12,settled
STL43818791,RZP8111185372,22763.34,2026-07-05,settled
STL56214134,RZP2035742829,16644.77,2026-07-04,settled
STL55981161,RZP8195798730,42650.77,2026-07-12,settled
STL39020171,RZP3644553149,26599.48,2026-07-07,settled
STL12031607,RZP8350162475,32985.75,2026-07-08,settled
STL58536380,RZP6677163184,63708.54,2026-07-15,settled
STL10872248,RZP7635473142,16922.83,2026-07-10,settled
STL31763038,RZP2420517599,17916.90,2026-07-05,settled
STL74331645,RZP7563829191,51427.51,2026-07-15,settled
STL96346023,RZP6992810574,29056.55,2026-07-06,settled
STL83192966,RZP2965025638,9328.92,2026-07-04,settled
STL11442173,RZP1822744149,57081.88,2026-07-05,settled
STL16599646,RZP8767450104,48518.31,2026-07-14,settled
STL56185726,RZP6440471081,4485.01,2026-07-13,settled
STL35142955,RZP9116468292,20123.06,2026-07-07,settled
STL22122866,RZP6865661562,25822.63,2026-07-11,settled
STL86755110,RZP8009137659,16980.90,2026-07-02,settled
STL35020381,RZP1947511784,55759.32,2026-07-04,settled
STL91187487,RZP5946925262,13244.38,2026-07-05,settled
STL28774650,RZP9397744124,22002.66,2026-07-06,settled
STL79508134,RZP3879143690,63967.94,2026-07-10,settled
STL33392072,RZP1855226225,21665.52,2026-07-04,settled
STL82391660,RZP7899839564,17922.91,2026-07-07,settled
STL16946186,RZP2118095895,29972.19,2026-07-15,settled
STL66747616,RZP8594413140,59076.85,2026-07-12,settled
STL66323020,RZP2208480950,39921.00,2026-07-05,settled
STL99566176,RZP7077557767,50695.67,2026-07-01,settled
STL42397905,RZP5091816537,36792.89,2026-07-12,settled
STL18850032,RZP3512515006,7321.58,2026-07-13,reversed
STL76995952,RZP4434104296,2274.91,2026-07-01,settled
STL65162982,RZP6089982396,6084.26,2026-07-04,settled
STL96597722,RZP7346579144,28434.51,2026-07-04,settled
STL12855211,RZP8927901031,9684.80,2026-07-05,settled
STL19766204,RZP8741175195,13881.28,2026-07-08,settled
STL26171845,RZP6640864463,1479.95,2026-07-12,settled
STL39216439,RZP2136050591,63056.90,2026-07-04,settled
STL47019133,RZP6748945554,53803.63,2026-07-13,pending
STL49146355,RZP1433845553,33031.21,2026-07-10,settled
STL78193979,RZP7645470101,50975.89,2026-07-10,settled
STL81031418,RZP1936523147,5071.42,2026-07-11,settled
STL58162883,RZP8346242525,867.90,2026-07-14,pending
STL93297363,RZP7228098909,65866.94,2026-07-11,settled
STL24775999,RZP3231087668,38431.03,2026-07-13,settled
STL94993016,RZP4399772604,66726.36,2026-07-10,settled
STL43962148,RZP1992740767,57830.04,2026-07-14,settled
STL52071895,RZP4520399955,36899.80,2026-07-08,settled
STL75814814,RZP9460756905,33240.92,2026-07-05,settled
STL75313233,RZP5079758370,32616.35,2026-07-15,settled
STL58522177,RZP7543038682,37179.43,2026-07-02,settled
STL42508749,RZP2218792081,12637.78,2026-07-07,settled
STL30921023,RZP7703585158,53308.13,2026-07-10,settled
STL87640612,RZP5807106623,25606.33,2026-07-02,settled
STL36154450,RZP1248016183,8072.83,2026-07-09,settled
STL18113001,RZP7885056968,3742.50,2026-07-13,settled
STL12108940,RZP4308782394,20259.44,2026-07-08,settled
STL35366804,RZP6808109760,50098.23,2026-07-12,settled
STL16509993,RZP9533842262,1216.67,2026-07-13,settled
STL23962502,RZP3223610414,66120.93,2026-07-05,settled
STL21328737,RZP8701336016,39188.67,2026-07-13,settled
STL22891886,RZP7854242041,63093.28,2026-07-15,settled
STL82309173,RZP4025531632,65359.77,2026-07-11,settled
STL59840674,RZP6556897499,4362.66,2026-07-01,settled
STL97360918,RZP1932846334,55846.04,2026-07-02,settled
STL17954351,RZP8481080675,19744.03,2026-07-01,pending
STL25639848,RZP1112382092,42941.69,2026-07-01,settled
STL84014292,RZP7358722305,23039.74,2026-07-05,settled
STL52539941,RZP9074436343,8331.23,2026-07-07,settled
STL65302024,RZP7421980945,3697.78,2026-07-11,pending
STL92578417,RZP3641769256,13302.59,2026-07-08,settled
STL85528130,RZP6085120284,43621.46,2026-07-12,settled
STL44996204,RZP5542371107,40106.34,2026-07-04,settled
STL48074307,RZP9320757324,64100.74,2026-07-04,settled
STL12045694,RZP9539809907,16869.05,2026-07-04,settled
STL82059562,RZP2752235908,12631.77,2026-07-09,settled
STL98975893,RZP2340084387,74444.54,2026-07-14,settled
STL68588946,RZP7556740447,46897.44,2026-07-08,settled
STL59447462,RZP8612773087,62277.38,2026-07-11,settled
STL24767065,RZP2095854355,67394.32,2026-07-03,settled
STL95724333,RZP2732515539,70328.25,2026-07-08,settled
STL48419910,RZP4696429692,60615.54,2026-07-09,settled
STL29168825,RZP5639965078,41086.40,2026-07-13,settled
STL52663237,RZP9157025756,66801.25,2026-07-08,settled
STL90191024,RZP2506076758,68574.86,2026-07-01,settled
STL76799531,RZP6652978337,67520.51,2026-07-05,settled
STL15454594,RZP5894606091,67500.09,2026-07-01,settled
STL42695725,RZP8619754821,26041.18,2026-07-13,settled
STL63355970,RZP7415808229,3795.58,2026-07-05,settled
STL27295137,RZP3281161296,37278.20,2026-07-05,settled
STL45400161,RZP9065089375,72349.24,2026-07-05,settled
STL71226800,RZP2909245599,45546.26,2026-07-15,settled
STL57094667,RZP3883592809,14997.43,2026-07-03,settled
STL92030450,RZP2508248864,21169.57,2026-07-08,settled
STL29372951,RZP8824575829,31020.46,2026-07-01,settled
STL60475340,RZP8789492851,10673.10,2026-07-10,settled
STL85229753,RZP4026474256,12780.18,2026-07-09,settled
STL50852745,RZP3245512086,59689.15,2026-07-02,settled
STL46030406,RZP7858634457,12195.65,2026-07-12,settled
STL49783812,RZP7208104210,53917.35,2026-07-01,settled
STL10330049,RZP6384783927,53872.85,2026-07-07,settled
STL20798324,RZP9432941271,34994.73,2026-07-04,settled
STL88582240,RZP5727908531,63701.96,2026-07-14,settled
STL89150966,RZP3600680944,16257.77,2026-07-05,settled
STL92197176,RZP7344276673,54180.51,2026-07-07,settled
STL28898805,RZP3660966765,55053.23,2026-07-10,pending
STL27009608,RZP6867555865,74502.59,2026-07-14,settled
STL90508564,RZP8411197493,68961.77,2026-07-02,settled
STL34417865,RZP9185551720,45126.05,2026-07-06,settled
STL17811416,RZP8718203255,51786.98,2026-07-15,reversed
STL38594452,RZP7086521826,23354.03,2026-07-14,settled
STL51846288,RZP8086706261,5602.39,2026-07-15,settled
STL48776798,RZP3436826484,59861.39,2026-07-04,settled
STL10762307,RZP2554686151,41778.93,2026-07-10,settled
STL64935222,RZP3512880587,17950.50,2026-07-11,settled
STL27304000,RZP6943983804,35149.14,2026-07-02,pending
STL48980606,RZP3519700003,52593.66,2026-07-14,reversed
STL88866319,RZP6448632907,61491.78,2026-07-06,settled
STL64506334,RZP8956809489,72310.03,2026-07-11,pending
STL47610360,RZP2013850525,54942.72,2026-07-02,settled
STL41822033,RZP9686312344,50349.23,2026-07-02,settled
STL78804312,RZP2666363237,34630.18,2026-07-08,settled
STL16288235,RZP5418870089,9406.35,2026-07-03,settled
STL51257824,RZP4908326782,53780.68,2026-07-11,settled
STL68982957,RZP7762361312,49047.71,2026-07-08,settled
STL40078136,RZP8344026016,15859.71,2026-07-13,settled
STL90486708,RZP5909500340,10281.60,2026-07-14,settled
STL99672464,RZP5124691719,64824.07,2026-07-10,settled
STL18105339,RZP6090732261,67457.66,2026-07-15,settled
STL92513724,RZP5831013487,52062.27,2026-07-05,settled
STL91767334,RZP1559845022,70003.39,2026-07-03,settled
STL62779242,RZP6716159967,25613.20,2026-07-14,settled
STL28498729,RZP1364982553,67202.10,2026-07-04,settled
STL21855917,RZP6090911631,31478.27,2026-07-05,settled
STL69811906,RZP9610357003,45237.80,2026-07-03,settled
STL26911459,RZP5012393688,44888.96,2026-07-03,pending
STL84562651,RZP4511247090,18203.25,2026-07-11,pending
STL88995738,RZP7447233509,23799.42,2026-07-08,settled
STL68584470,RZP8371919489,45879.05,2026-07-02,reversed
STL13971694,RZP1353783006,36890.32,2026-07-04,settled
STL89019640,RZP9093857039,25990.20,2026-07-07,settled
STL13490983,RZP2909609596,58772.99,2026-07-01,settled
STL58044296,RZP3175808944,1848.74,2026-07-04,settled
STL15097275,RZP1093028686,23884.41,2026-07-05,settled
STL91667072,RZP4660218146,41344.32,2026-07-13,settled
STL41281828,RZP1469165787,21829.27,2026-07-03,pending
STL20343037,RZP8190331736,65708.76,2026-07-09,settled
STL56828016,RZP1504664000,22788.39,2026-07-02,settled
STL80668637,RZP5525130610,57284.76,2026-07-13,settled
STL16518639,RZP5080215844,15238.36,2026-07-04,settled
STL59409716,RZP7065705662,31341.77,2026-07-02,settled
STL48397594,RZP8318275019,48592.26,2026-07-15,settled
STL18688480,RZP5452095722,14117.32,2026-07-09,settled
STL38099720,RZP7877788173,38128.52,2026-07-11,settled
STL22272151,RZP4549053953,2402.38,2026-07-13,settled
STL61894582,RZP6875597607,66766.75,2026-07-12,settled
STL42530036,RZP3261029798,52561.13,2026-07-05,settled
STL16798354,RZP1048614272,45895.28,2026-07-04,settled
STL79849562,RZP7131531326,58572.23,2026-07-13,settled
STL19846651,RZP5219625731,20551.67,2026-07-04,settled
STL83686444,RZP6308923857,11338.88,2026-07-07,settled
STL30506750,RZP5154589472,39873.62,2026-07-01,settled
STL60066279,RZP3564855588,7526.64,2026-07-15,settled
STL55050671,RZP9619538534,53750.48,2026-07-11,settled
STL83245898,RZP3035761595,40243.35,2026-07-03,settled
STL74093185,RZP9636719968,74264.64,2026-07-15,settled
STL85839021,RZP1093202500,3822.32,2026-07-01,settled
STL15963713,RZP7343409911,69363.75,2026-07-10,pending
STL39400463,RZP1454525637,46238.88,2026-07-12,settled
STL34852987,RZP9927169147,56137.56,2026-07-08,settled
STL67534183,RZP7752057539,27037.72,2026-07-01,settled
STL52037932,RZP9561681114,73029.80,2026-07-03,settled
STL79356143,RZP3681224803,11097.68,2026-07-02,settled
STL84548178,RZP6367452366,47995.11,2026-07-08,pending
STL91722119,RZP2020009031,45089.11,2026-07-05,settled
STL31094606,RZP8899726366,59741.79,2026-07-13,settled
STL62817398,RZP4451944794,30626.03,2026-07-09,settled
STL71495258,RZP7105726360,5541.92,2026-07-11,settled
STL58938494,RZP4370920199,56115.19,2026-07-06,settled
STL93451570,RZP2300137974,61387.91,2026-07-01,reversed
STL69719525,RZP6123914273,62962.95,2026-07-13,settled
STL66851983,RZP1667328751,43827.36,2026-07-07,reversed
STL99028813,RZP5921228608,56590.01,2026-07-04,settled
STL90374368,RZP2160163053,67231.03,2026-07-08,settled
STL59489561,RZP4387942490,24140.37,2026-07-06,settled
STL25544809,RZP2878772780,72045.79,2026-07-03,settled
STL22300626,RZP9536738524,62517.05,2026-07-13,settled
STL27733339,RZP2347219878,54294.31,2026-07-13,settled
STL93445250,RZP3571829448,47247.86,2026-07-02,settled
STL96249029,RZP1357830944,57328.31,2026-07-13,settled
STL63160744,RZP5555333822,32871.85,2026-07-04,settled
STL79006458,RZP1389151133,38302.33,2026-07-01,pending
STL27351007,RZP8663178975,61624.84,2026-07-04,settled
STL26662900,RZP2842051162,47430.71,2026-07-08,reversed
STL86797379,RZP2397405937,24215.32,2026-07-15,settled
STL59909433,RZP2242842247,68078.56,2026-07-11,settled
STL22629343,RZP6363673442,36799.51,2026-07-05,settled
STL31237402,RZP1041175557,38313.88,2026-07-06,settled
STL71621896,RZP4890539199,72626.52,2026-07-03,settled
STL55036493,RZP6545994242,30199.20,2026-07-08,settled
STL52703713,RZP8623013320,66122.06,2026-07-12,settled
STL98749964,RZP1154141555,37396.79,2026-07-02,settled
STL33150693,RZP2080953788,53656.18,2026-07-06,settled
STL10358142,RZP4922938654,1268.40,2026-07-04,settled
STL16005870,RZP2245247655,24081.49,2026-07-09,settled
STL98530226,RZP1899260752,39359.84,2026-07-07,settled
STL33112585,RZP8393964969,49560.71,2026-07-10,settled
STL80245656,RZP9113922494,74309.55,2026-07-08,settled
STL14512298,RZP7266557014,20397.04,2026-07-14,settled
STL30177695,RZP6171348824,58026.48,2026-07-09,settled
STL12179383,RZP7764535137,24216.55,2026-07-09,settled
STL95020975,RZP7817855391,22550.38,2026-07-07,settled
STL79822999,RZP7983160865,17733.73,2026-07-09,settled
STL16353917,RZP5928611174,18730.85,2026-07-15,settled
STL72021196,RZP1106412784,18823.32,2026-07-02,settled
STL90100805,RZP7641801130,3784.42,2026-07-08,reversed
STL45874787,RZP1028209469,64907.89,2026-07-07,settled
STL93961755,RZP1768616505,65286.17,2026-07-13,settled
STL74256863,RZP9077258179,39347.69,2026-07-02,pending
STL51749375,RZP1174633789,28954.18,2026-07-07,settled
STL57608618,RZP6672357218,53499.91,2026-07-13,settled
STL85285837,RZP8758885276,1053.77,2026-07-01,settled
STL11009617,RZP1653560258,5564.05,2026-07-06,settled
STL49023919,RZP2276218351,58825.34,2026-07-11,settled
STL42601380,RZP7795499126,55801.93,2026-07-08,settled
STL76077091,RZP7947690312,2883.30,2026-07-05,settled
STL86911647,RZP8350125291,17894.51,2026-07-04,settled
STL31129092,RZP1784014290,19180.20,2026-07-13,settled
STL27415126,RZP6418205805,17195.82,2026-07-05,pending
STL27018506,RZP6765258527,28519.71,2026-07-11,settled
STL93798998,RZP8505823984,66297.13,2026-07-15,settled
STL79631513,RZP6412439506,65970.56,2026-07-07,settled
STL38104844,RZP4826731729,24757.77,2026-07-06,settled
STL19694993,RZP6162626063,73567.20,2026-07-15,settled
STL54503070,RZP1060616581,18225.89,2026-07-11,settled
STL94586508,RZP5708869739,9420.94,2026-07-09,settled
STL61235315,RZP3373016152,65841.89,2026-07-08,settled
STL26617902,RZP4143856669,63197.97,2026-07-05,settled
STL53117639,RZP8334196562,41535.16,2026-07-12,settled
STL89161074,RZP7096039997,48572.46,2026-07-02,settled
STL75155020,RZP4110964289,22322.79,2026-07-10,settled
STL57582347,RZP1405302062,71892.11,2026-07-13,settled
STL27700422,RZP4964804253,34079.80,2026-07-04,settled
STL48862601,RZP9642190327,71829.79,2026-07-08,settled
STL99650340,RZP3986939233,35447.13,2026-07-11,settled
STL51795025,RZP4346480556,27446.92,2026-07-13,settled
STL96039177,RZP2354718064,51351.80,2026-07-12,settled
STL84611583,RZP1189465422,46574.77,2026-07-13,settled
STL92224260,RZP1047456109,35670.97,2026-07-01,settled
STL78029652,RZP7288907271,37373.13,2026-07-14,settled
STL47498120,RZP3178433740,65642.72,2026-07-15,settled
STL67786400,RZP4479955594,20503.84,2026-07-09,settled
STL13492044,RZP5565269379,20474.89,2026-07-03,settled
STL59656986,RZP1093838699,66591.99,2026-07-12,pending
STL41776042,RZP6092933720,45540.71,2026-07-10,settled
STL74911584,RZP7688815798,21564.79,2026-07-14,settled
STL61414988,RZP5172437265,6700.57,2026-07-09,settled
STL81589851,RZP6507090980,54141.37,2026-07-03,pending
STL51764441,RZP6395985921,69290.11,2026-07-14,settled
STL73028633,RZP2425083146,70319.49,2026-07-04,settled
STL69414569,RZP5144411677,14060.26,2026-07-05,settled
STL87079725,RZP6176683822,27843.91,2026-07-06,settled
STL82995243,RZP4015252564,63884.50,2026-07-08,settled
STL88244659,RZP5366257820,69516.59,2026-07-02,settled
STL71767896,RZP9971530963,59799.74,2026-07-01,settled
STL77100182,RZP1918830813,16736.60,2026-07-05,settled
STL19672345,RZP4029945796,70555.49,2026-07-15,pending
STL17750605,RZP9850979329,19009.88,2026-07-08,pending
STL39159243,RZP5579843744,57613.41,2026-07-11,settled
STL61713091,RZP9371233681,42249.80,2026-07-11,settled
STL95710596,RZP3518322945,16450.36,2026-07-03,settled
STL75428906,RZP3898616366,62901.60,2026-07-03,settled
STL17415925,RZP6886874113,17590.99,2026-07-03,settled
STL99200187,RZP3984027303,43612.71,2026-07-14,settled
STL78092506,RZP5348666388,17861.51,2026-07-11,reversed
STL27523278,RZP4393460578,16162.10,2026-07-07,settled
STL89410892,RZP1048188136,14686.06,2026-07-04,settled
STL33470603,RZP6883574131,16504.16,2026-07-09,settled
STL96792631,RZP6960716258,26270.77,2026-07-07,pending
STL94358548,RZP1116318360,43024.18,2026-07-07,settled
STL78660272,RZP7053570965,33569.83,2026-07-05,settled
STL47601673,RZP8740441390,10363.96,2026-07-02,settled
STL36515580,RZP1653195208,13379.18,2026-07-07,settled
STL76422705,RZP6977525103,48639.65,2026-07-13,settled
STL86711920,RZP8204951193,34744.96,2026-07-03,reversed
STL34628779,RZP8919461631,42522.05,2026-07-07,settled
STL12107242,RZP1134481372,11646.47,2026-07-14,settled
STL89342327,RZP3394488136,59413.89,2026-07-14,pending
STL42779491,RZP9621245992,32160.93,2026-07-09,settled
STL43477094,RZP1592902542,17169.45,2026-07-08,settled
STL36951178,RZP6654163898,2309.35,2026-07-04,settled
STL66628747,RZP4035221467,20971.54,2026-07-06,pending
STL65537860,RZP9946012740,37884.99,2026-07-12,settled
STL89955506,RZP6664690937,19666.02,2026-07-04,settled
STL83984965,RZP9496231963,9317.91,2026-07-08,settled
STL73279667,RZP8329206773,41767.61,2026-07-04,settled
STL76631380,RZP2669588595,5681.99,2026-07-03,settled
STL63700513,RZP1941481685,67456.71,2026-07-07,reversed
STL90268077,RZP3937442581,68286.14,2026-07-04,settled
STL46259543,RZP1318895795,54729.68,2026-07-01,settled
STL59512605,RZP6210571900,72875.86,2026-07-12,settled
STL53577743,RZP1625788537,29600.72,2026-07-06,settled
STL19777233,RZP4506575716,39920.29,2026-07-15,settled
STL81213115,RZP5376958331,64444.29,2026-07-10,settled
STL36129489,RZP9495483963,9004.22,2026-07-06,settled
STL63269446,RZP8939452760,26026.05,2026-07-12,settled
STL45960005,RZP1160516400,42127.00,2026-07-10,reversed
STL79730518,RZP7959213921,19758.10,2026-07-11,settled
STL27432531,RZP2303252566,45570.84,2026-07-12,settled
STL92943442,RZP8610314549,946.08,2026-07-11,settled
STL81648270,RZP1966238452,14223.99,2026-07-12,settled
STL75840763,RZP6524813441,24807.16,2026-07-06,settled
STL66086729,RZP4445617728,56514.22,2026-07-06,settled
STL31245020,RZP5698044690,52280.12,2026-07-13,settled
STL53870130,RZP1029966785,35463.23,2026-07-02,reversed
STL37775381,RZP8012696455,12865.63,2026-07-03,settled
STL50346475,RZP2251678931,44775.75,2026-07-12,settled
STL14989228,RZP3916289369,72323.28,2026-07-06,settled
