txn_id,reference_id,amount,date,narration
BTXN9998363256,RZP6764306212,42865.78,2026-07-13,RTGS-RZP6764306212-RAZORPAY SOFTWARE PVT LTD
BTXN4648460210,RZP9813843718,47410.73,2026-07-05,IMPS/RZP9813843718/RAZORPAY SETTLEMENT
BTXN5604643839,RZP7469371188,18719.55,2026-07-12,NETFLIX SUBSCRIPTION
BTXN4276130794,RZP2346622373,12314.52,2026-07-05,RTGS-RZP2346622373-RAZORPAY SOFTWARE PVT LTD
BTXN4830727975,rzp9911138110,19438.59,2026-07-07,NEFT CR RAZORPAY SOFTWARE-138110
BTXN2233161334,RZP8172490008,34160.39,2026-07-03,RTGS-RZP8172490008-RAZORPAY SOFTWARE PVT LTD
BTXN8792543888,RZP5827095911,38387.77,2026-07-12,IMPS/RZP5827095911/RAZORPAY SETTLEMENT
BTXN3710820556,RZP9667475631,37614.76,2026-07-13,NEFT CR-RZP9667475631-RAZORPAY
BTXN6840872609,RZP4204610947,8552.10,2026-07-15,IMPS/RZP4204610947/RAZORPAY SETTLEMENT
BTXN8168079726,RZP4863880476,31015.81,2026-07-08,RTGS-RZP4863880476-RAZORPAY SOFTWARE PVT LTD
BTXN8809995642,RZP6590476496,63592.10,2026-07-15,IMPS/RZP6590476496/RAZORPAY SETTLEMENT
BTXN3671816720,RZP9687433827,72652.05,2026-07-09,IMPS/RZP9687433827/RAZORPAY SETTLEMENT
BTXN7357982296,RZP9725106359,4338.51,2026-07-10,NETFLIX SUBSCRIPTION
BTXN2333680002,RZP8133889,59298.01,2026-07-16,NEFT CR RAZORPAY SOFTWARE-889379
BTXN7418562154,RZP2750115705,71512.35,2026-07-13,NEFT CR-RZP2750115705-RAZORPAY
BTXN3801844541,RZP5975977539,21021.24,2026-07-04,RTGS-RZP5975977539-RAZORPAY SOFTWARE PVT LTD
BTXN2191985691,RZP5946932059,9207.06,2026-07-04,NEFT CR-RZP5946932059-RAZORPAY
BTXN6992563584,RZP6947435990,32122.71,2026-07-15,UPI-RAZORPAY SETTLEMENT ORDER 435909
BTXN1313205221,RZP8527201319,43975.95,2026-07-03,IMPS/RZP8527201319/RAZORPAY SETTLEMENT
BTXN9023542548,RZP7653080344,58936.17,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7653080344
BTXN5155982037,rzp4786281970,2252.72,2026-07-16,UPI-RAZORPAY SETTLEMENT ORDER 281970
BTXN6831225933,RZP7459571377,54745.12,2026-07-15,IMPS/RZP7459571377/RAZORPAY SETTLEMENT
BTXN3970541121,RZP9935932379,38920.42,2026-07-02,IMPS/RZP9935932379/RAZORPAY SETTLEMENT
BTXN9589004387,RZP4769074432,12220.13,2026-07-15,IMPS/RZP4769074432/RAZORPAY SETTLEMENT
BTXN9774494332,RZP4353400982,74047.92,2026-07-02,NEFT CR-RZP4353400982-RAZORPAY
BTXN8134738339,RZP4374588798,14340.66,2026-07-01,IMPS/RZP4374588798/RAZORPAY SETTLEMENT
BTXN5307892391,RZP1882097695,13117.75,2026-07-14,RTGS-RZP1882097695-RAZORPAY SOFTWARE PVT LTD
BTXN7687846829,RZP2612729928,8394.64,2026-07-02,AMAZON RETAIL PAYMENT
BTXN9965568677,RZP5906550937,24899.20,2026-07-06,IMPS/RZP5906550937/RAZORPAY SETTLEMENT
BTXN3679716064,RZP4951170613,48088.15,2026-07-12,NEFT CR-RZP4951170613-RAZORPAY
BTXN6190302735,RZP2194233,18680.64,2026-07-09,UPI-RAZORPAY SETTLEMENT ORDER 233717
BTXN4860236967,RZP9279947322,45186.14,2026-07-07,NEFT CR-RZP9279947322-RAZORPAY
BTXN8555407737,RZP3603681919,43245.55,2026-07-08,IMPS/RZP3603681919/RAZORPAY SETTLEMENT
BTXN4809312191,RZP7807205986,33095.24,2026-07-09,RTGS-RZP7807205986-RAZORPAY SOFTWARE PVT LTD
BTXN3821807669,RZP7225072513,13164.12,2026-07-05,IRCTC TICKET BOOKING
BTXN2929398721,RZP1897121306,59754.29,2026-07-11,RTGS-RZP1897121306-RAZORPAY SOFTWARE PVT LTD
BTXN2843223554,RZP1802558618,21444.84,2026-07-02,IMPS/RZP1802558618/RAZORPAY SETTLEMENT
BTXN5781007486,RZP6178929342,4310.66,2026-07-07,AMAZON RETAIL PAYMENT
BTXN2847062135,RZP4101116419,45267.39,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4101116419
BTXN3053469628,RZP7603536896,47269.58,2026-07-11,NEFT CR-RZP7603536896-RAZORPAY
BTXN9930210949,RZP7425965696,1122.81,2026-07-08,RTGS-RZP7425965696-RAZORPAY SOFTWARE PVT LTD
BTXN2166923930,RZP3035628281,9516.93,2026-07-06,RTGS-RZP3035628281-RAZORPAY SOFTWARE PVT LTD
BTXN3306589853,RZP7358196492,49392.99,2026-07-03,NEFT CR-RZP7358196492-RAZORPAY
BTXN5313240729,RZP6943710665,32939.30,2026-07-06,IMPS/RZP6943710665/RAZORPAY SETTLEMENT
BTXN2952685729,RZP6693954932,13136.32,2026-07-12,ATM WDL DEL
BTXN2780764929,RZP7455469035,8347.32,2026-07-06,IMPS/RZP7455469035/RAZORPAY SETTLEMENT
BTXN5418453817,RZP2492649259,45120.17,2026-07-07,IMPS/RZP2492649259/RAZORPAY SETTLEMENT
BTXN3311784874,RZP1478805564,43847.59,2026-07-15,IMPS/RZP1478805564/RAZORPAY SETTLEMENT
BTXN1984552975,RZP7422125698,74633.13,2026-07-10,RTGS-RZP7422125698-RAZORPAY SOFTWARE PVT LTD
BTXN5356190328,RZP5555773332,36710.92,2026-07-09,IMPS/RZP5555773332/RAZORPAY SETTLEMENT
BTXN6155945308,RZP6041161912,10993.30,2026-07-13,RTGS-RZP6041161912-RAZORPAY SOFTWARE PVT LTD
BTXN9733560830,RZP2525600033,9047.71,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2525600033
BTXN8396062203,ZRP9331679542,63183.24,2026-07-12,UPI-RAZORPAY SETTLEMENT ORDER 679542
BTXN5629559003,RZP7559405890,3523.15,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7559405890
BTXN8703401929,RZP2470508648,73326.32,2026-07-11,IMPS/RZP2470508648/RAZORPAY SETTLEMENT
BTXN4193473345,RZP1929801524,2023.97,2026-07-01,NEFT CR-RZP1929801524-RAZORPAY
BTXN8779063303,RZP1243998644,38932.68,2026-07-10,NEFT CR-RZP1243998644-RAZORPAY
BTXN7955701955,RZP1032704162,32369.82,2026-07-02,NEFT CR-RZP1032704162-RAZORPAY
BTXN5504203782,RZP8974174332,36267.97,2026-07-10,NEFT CR-RZP8974174332-RAZORPAY
BTXN8852659118,RZP3825439010,20090.42,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3825439010
BTXN8418479462,RZP5477914615,23413.58,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5477914615
BTXN5496678921,RZP7298942042,27429.65,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7298942042
BTXN5641873384,RZP1926182566,63285.75,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1926182566
BTXN6084001892,RZP3163703483,17486.11,2026-07-05,IRCTC TICKET BOOKING
BTXN7225448586,RZP7635435338,58806.63,2026-07-12,IMPS/RZP7635435338/RAZORPAY SETTLEMENT
BTXN9400195822,RZP1401678690,74772.39,2026-07-10,NEFT CR-RZP1401678690-RAZORPAY
BTXN4704642562,RZP5864546001,17953.90,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5864546001
BTXN6539533270,RZP1997061193,67832.20,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1997061193
BTXN6333519686,RZP1031410333,12133.51,2026-07-03,RTGS-RZP1031410333-RAZORPAY SOFTWARE PVT LTD
BTXN1048446048,RZP2336800706,57471.61,2026-07-04,RTGS-RZP2336800706-RAZORPAY SOFTWARE PVT LTD
BTXN1017770653,RZP9296790560,23808.84,2026-07-02,NEFT CR-RZP9296790560-RAZORPAY
BTXN7197104980,RZP2631862587,15035.51,2026-07-03,ATM WDL HYD
BTXN3795222313,RZP9162632179,3033.49,2026-07-12,NEFT CR-RZP9162632179-RAZORPAY
BTXN6772556727,RZP5926714288,41049.66,2026-07-04,NEFT CR-RZP5926714288-RAZORPAY
BTXN7811635275,RZP1988660381,63303.70,2026-07-07,NEFT CR-RZP1988660381-RAZORPAY
BTXN2048651731,RZP6997928632,70354.10,2026-07-04,IMPS/RZP6997928632/RAZORPAY SETTLEMENT
BTXN2334979520,RZP5005540500,36041.22,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5005540500
BTXN4093728413,RZP1235172755,8555.90,2026-07-01,RTGS-RZP1235172755-RAZORPAY SOFTWARE PVT LTD
BTXN3719699214,RZP6036204505,11312.60,2026-07-08,NEFT CR-RZP6036204505-RAZORPAY
BTXN9803060807,RZP7142532075,38680.09,2026-07-02,NEFT CR-RZP7142532075-RAZORPAY
BTXN6588965071,RZP6005106134,562.82,2026-07-03,NEFT CR-RZP6005106134-RAZORPAY
BTXN2707167563,RZP1322263206,50493.54,2026-07-02,RTGS-RZP1322263206-RAZORPAY SOFTWARE PVT LTD
BTXN8057468366,RZP5541661054,17862.53,2026-07-10,SALARY CREDIT XYZ CORP
BTXN7507308376,RZP4460942232,43426.79,2026-07-17,IMPS/RZP4460942232/RAZORPAY SETTLEMENT
BTXN4993072724,RZP7235043503,2359.53,2026-07-08,SWIGGY ORDER PAYMENT
BTXN4890900404,RZP7674824067,36236.95,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7674824067
BTXN4785349666,RZP6392090973,3909.29,2026-07-01,NEFT CR-RZP6392090973-RAZORPAY
BTXN4579757398,RZP6596734630,248.12,2026-07-09,NETFLIX SUBSCRIPTION
BTXN9445376476,RZP6785659890,19943.85,2026-07-02,ELECTRICITY BILL AUTOPAY
BTXN2678276347,RZP9007187284,51368.15,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9007187284
BTXN5787099840,RZP3116477119,25692.90,2026-07-14,IMPS/RZP3116477119/RAZORPAY SETTLEMENT
BTXN9031896504,RZP6160182555,11030.93,2026-07-01,IMPS/RZP6160182555/RAZORPAY SETTLEMENT
BTXN5360070793,rzp8437051287,44527.63,2026-07-06,NEFT CR RAZORPAY SOFTWARE-051287
BTXN2221341894,RZP3475678519,21735.25,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3475678519
BTXN2230091329,RZP4236855076,17347.62,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4236855076
BTXN6716887612,RZP5923425464,51595.92,2026-07-09,NEFT CR-RZP5923425464-RAZORPAY
BTXN9055458154,RZP9224020687,43282.89,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9224020687
BTXN3110520334,RZP8305269573,17242.85,2026-07-09,RTGS-RZP8305269573-RAZORPAY SOFTWARE PVT LTD
BTXN8027280907,RZP7413081635,70623.36,2026-07-02,IMPS/RZP7413081635/RAZORPAY SETTLEMENT
BTXN4702238363,RZP8591552771,27672.30,2026-07-14,RTGS-RZP8591552771-RAZORPAY SOFTWARE PVT LTD
BTXN7895197650,rzp1483916536,33107.71,2026-07-17,IMPS/RZP/916536/PAYOUT
BTXN3123784208,RZP2399363801,35091.18,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2399363801
BTXN1162117256,RZP8140582362,17897.35,2026-07-09,RTGS-RZP8140582362-RAZORPAY SOFTWARE PVT LTD
BTXN4235528916,RZP3363981486,70891.51,2026-07-11,RTGS-RZP3363981486-RAZORPAY SOFTWARE PVT LTD
BTXN3456593088,RZP9925553029,6562.01,2026-07-07,RTGS-RZP9925553029-RAZORPAY SOFTWARE PVT LTD
BTXN2660181885,RZP6293662,22465.82,2026-07-19,NEFT CR RAZORPAY SOFTWARE-662236
BTXN8476330033,RZP8296041395,4543.57,2026-07-07,IRCTC TICKET BOOKING
BTXN7570414252,RZP8179945735,47284.61,2026-07-08,RTGS-RZP8179945735-RAZORPAY SOFTWARE PVT LTD
BTXN9663724521,RZP5390420,54511.80,2026-07-15,NEFT CR RAZORPAY SOFTWARE-420823
BTXN5661939927,RZP5037984921,35538.79,2026-07-12,RTGS-RZP5037984921-RAZORPAY SOFTWARE PVT LTD
BTXN5316665746,RZP3012927284,9820.92,2026-07-01,RTGS-RZP3012927284-RAZORPAY SOFTWARE PVT LTD
BTXN6550542528,RZP9288998884,73218.12,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9288998884
BTXN4714717757,RZP7208104210,53917.35,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7208104210
BTXN2778291941,RZP3034900669,16096.44,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3034900669
BTXN8651284832,RZP9431632836,56443.24,2026-07-02,RTGS-RZP9431632836-RAZORPAY SOFTWARE PVT LTD
BTXN7332877512,RZP8120865398,46048.86,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8120865398
BTXN8751624586,RZP4885004228,841.64,2026-07-11,NEFT CR-RZP4885004228-RAZORPAY
BTXN5650316094,RZP1998826771,46925.62,2026-07-06,IMPS/RZP1998826771/RAZORPAY SETTLEMENT
BTXN2870008114,RZP8618815208,13403.46,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8618815208
BTXN3974329685,RZP7970291036,70137.09,2026-07-11,IMPS/RZP7970291036/RAZORPAY SETTLEMENT
BTXN2552757640,RZP1031600180,36502.82,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1031600180
BTXN2571239670,RZP1180610619,9122.52,2026-07-05,ELECTRICITY BILL AUTOPAY
BTXN4084228555,RZP9277504793,52027.94,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9277504793
BTXN9874736053,RZP1191862902,11851.23,2026-07-07,IMPS/RZP1191862902/RAZORPAY SETTLEMENT
BTXN4425296365,RZP9852953327,3548.04,2026-07-02,NEFT CR-RZP9852953327-RAZORPAY
BTXN3562075254,RZP4032915589,13338.37,2026-07-15,SWIGGY ORDER PAYMENT
BTXN8969846702,RZP9514142819,57071.65,2026-07-07,RTGS-RZP9514142819-RAZORPAY SOFTWARE PVT LTD
BTXN9564674397,RZP6755526790,69920.92,2026-07-07,RTGS-RZP6755526790-RAZORPAY SOFTWARE PVT LTD
BTXN9907907866,RZP7273807680,18387.94,2026-07-01,RTGS-RZP7273807680-RAZORPAY SOFTWARE PVT LTD
BTXN5601848890,RZP7765838968,28153.36,2026-07-11,RTGS-RZP7765838968-RAZORPAY SOFTWARE PVT LTD
BTXN6606283848,RZP7719227798,74639.09,2026-07-06,NEFT CR-RZP7719227798-RAZORPAY
BTXN6895991834,RZP4502641935,54516.15,2026-07-10,IMPS/RZP4502641935/RAZORPAY SETTLEMENT
BTXN7372285827,RZP5619848573,9696.45,2026-07-12,NEFT CR-RZP5619848573-RAZORPAY
BTXN7814231587,RZP2299340645,61117.07,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2299340645
BTXN2318021555,RZP4046945868,46790.15,2026-07-13,NEFT CR-RZP4046945868-RAZORPAY
BTXN6849503124,RZP9371563313,29609.86,2026-07-08,NEFT CR-RZP9371563313-RAZORPAY
BTXN8737152280,RZP2309092145,52716.05,2026-07-04,RTGS-RZP2309092145-RAZORPAY SOFTWARE PVT LTD
BTXN9652866465,RZP8477531648,18465.82,2026-07-15,IMPS/RZP8477531648/RAZORPAY SETTLEMENT
BTXN7137789273,RZP5358219921,34963.52,2026-07-08,RTGS-RZP5358219921-RAZORPAY SOFTWARE PVT LTD
BTXN3652960818,RZP1680771573,70972.61,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 771573
BTXN6356213577,rzp6604772444,40704.31,2026-07-15,NEFT CR RAZORPAY SOFTWARE-772444
BTXN8810028039,RZP8843352277,48694.79,2026-07-03,NEFT CR-RZP8843352277-RAZORPAY
BTXN7561969009,RZP4943099702,21953.78,2026-07-17,RTGS-RZP4943099702-RAZORPAY SOFTWARE PVT LTD
BTXN6450883946,RZP3661148291,30604.59,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3661148291
BTXN4881213605,RZP2959208115,46584.81,2026-07-12,NEFT CR-RZP2959208115-RAZORPAY
BTXN3003201411,RZP9790034178,32468.41,2026-07-15,NEFT CR-RZP9790034178-RAZORPAY
BTXN1162863261,rzp7181849584,55449.42,2026-07-10,NEFT CR RAZORPAY SOFTWARE-849584
BTXN6440655090,RZP3768737482,6703.83,2026-07-06,ELECTRICITY BILL AUTOPAY
BTXN3957340806,RZP2566960641,2236.26,2026-07-05,IMPS/RZP2566960641/RAZORPAY SETTLEMENT
BTXN5502723286,RZP1008475687,60722.23,2026-07-05,IMPS/RZP1008475687/RAZORPAY SETTLEMENT
BTXN8462051961,RZP7065780883,63567.69,2026-07-06,NEFT CR-RZP7065780883-RAZORPAY
BTXN8922280987,RZP2587672669,54746.67,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2587672669
BTXN6145201602,RZP8923874338,73883.24,2026-07-06,NEFT CR-RZP8923874338-RAZORPAY
BTXN1182886599,RZP9810525885,11192.24,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9810525885
BTXN5906942434,ZRP5378651762,48122.43,2026-07-18,UPI-RAZORPAY SETTLEMENT ORDER 651762
BTXN4346204928,RZP8929830,38601.99,2026-07-10,IMPS/RZP/830015/PAYOUT
BTXN6537305695,RZP6500618068,48799.12,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6500618068
BTXN8311745781,RZP4947810387,40537.22,2026-07-06,IMPS/RZP4947810387/RAZORPAY SETTLEMENT
BTXN1566912155,ZRP7092717433,72342.89,2026-07-12,NEFT CR RAZORPAY SOFTWARE-717433
BTXN2137694227,RZP2470311828,67559.04,2026-07-04,IMPS/RZP2470311828/RAZORPAY SETTLEMENT
BTXN8668326927,RZP4211804260,49962.68,2026-07-03,RTGS-RZP4211804260-RAZORPAY SOFTWARE PVT LTD
BTXN6688282577,RZP4948558158,71396.95,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4948558158
BTXN6890297893,RZP9797442427,55847.67,2026-07-02,NEFT CR-RZP9797442427-RAZORPAY
BTXN5786900619,RZP2024385207,2674.20,2026-07-09,ZOMATO ONLINE ORDER
BTXN2117979493,RZP9311993348,42798.55,2026-07-15,NEFT CR-RZP9311993348-RAZORPAY
BTXN4998607029,RZP7202378141,457.90,2026-07-13,SALARY CREDIT XYZ CORP
BTXN6932239810,RZP4456907297,74526.81,2026-07-05,NEFT CR-RZP4456907297-RAZORPAY
BTXN9946973977,RZP4075238900,17735.26,2026-07-03,SALARY CREDIT XYZ CORP
BTXN7020429928,RZP7856916282,8015.63,2026-07-06,NEFT CR-RZP7856916282-RAZORPAY
BTXN5944569650,RZP4570332317,15455.09,2026-07-04,RTGS-RZP4570332317-RAZORPAY SOFTWARE PVT LTD
BTXN4730512493,RZP3783129575,21738.29,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3783129575
BTXN5329451114,RZP3147487660,57670.18,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3147487660
BTXN5701561314,RZP2427393321,11137.78,2026-07-01,SALARY CREDIT XYZ CORP
BTXN4015843926,RZP4290835828,28547.61,2026-07-13,NEFT CR-RZP4290835828-RAZORPAY
BTXN3140879579,RZP1904718939,4684.25,2026-07-09,IMPS/RZP1904718939/RAZORPAY SETTLEMENT
BTXN6389006802,RZP7351787402,1784.37,2026-07-12,ZOMATO ONLINE ORDER
BTXN7397716386,RZP1346813464,74232.92,2026-07-08,NEFT CR-RZP1346813464-RAZORPAY
BTXN8408143226,RZP3592951,64291.12,2026-07-08,NEFT CR RAZORPAY SOFTWARE-951719
BTXN4368846363,RZP5282771670,73116.49,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5282771670
BTXN4280351998,RZP4996381818,54822.42,2026-07-09,IMPS/RZP4996381818/RAZORPAY SETTLEMENT
BTXN6870460786,RZP4233622022,40408.67,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4233622022
BTXN4025253362,RZP4012419787,52028.33,2026-07-01,NEFT CR-RZP4012419787-RAZORPAY
BTXN2269974333,RZP7995815512,10407.22,2026-07-13,NEFT CR-RZP7995815512-RAZORPAY
BTXN9770786377,RZP7349182783,49450.61,2026-07-03,IMPS/RZP7349182783/RAZORPAY SETTLEMENT
BTXN5071358788,RZP4360419,32540.46,2026-07-07,NEFT CR RAZORPAY SOFTWARE-419487
BTXN2805573334,RZP6844906748,63239.32,2026-07-05,NEFT CR-RZP6844906748-RAZORPAY
BTXN4974919971,RZP5294154788,6889.67,2026-07-04,IMPS/RZP5294154788/RAZORPAY SETTLEMENT
BTXN7124145229,RZP3282703,17861.51,2026-07-17,UPI-RAZORPAY SETTLEMENT ORDER 703040
BTXN1133388542,RZP8525766902,47364.81,2026-07-08,NEFT CR-RZP8525766902-RAZORPAY
BTXN7616295439,rzp6360605221,64017.87,2026-07-06,IMPS/RZP/605221/PAYOUT
BTXN1436279129,RZP6603590528,358.80,2026-07-04,SALARY CREDIT XYZ CORP
BTXN3169692411,RZP6112573642,15988.93,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6112573642
BTXN1518084694,RZP3786402685,64029.88,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3786402685
BTXN2711223277,RZP7036827376,11138.70,2026-07-04,NETFLIX SUBSCRIPTION
BTXN5661291733,RZP5534374930,18475.08,2026-07-08,IMPS/RZP5534374930/RAZORPAY SETTLEMENT
BTXN3976215320,RZP7684918958,41136.75,2026-07-06,RTGS-RZP7684918958-RAZORPAY SOFTWARE PVT LTD
BTXN4770198521,RZP2109445864,56283.68,2026-07-04,RTGS-RZP2109445864-RAZORPAY SOFTWARE PVT LTD
BTXN3653870820,RZP3767693647,48295.01,2026-07-14,IMPS/RZP3767693647/RAZORPAY SETTLEMENT
BTXN1669733408,RZP1984186797,1506.51,2026-07-05,IMPS/RZP/486797/PAYOUT
BTXN9370087631,RZP5644399754,70517.74,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5644399754
BTXN2050780661,RZP7889804063,68145.94,2026-07-06,NEFT CR-RZP7889804063-RAZORPAY
BTXN4877603202,RZP4365542938,22953.54,2026-07-08,RTGS-RZP4365542938-RAZORPAY SOFTWARE PVT LTD
BTXN7202666441,RZP3952886717,22278.56,2026-07-13,IMPS/RZP3952886717/RAZORPAY SETTLEMENT
BTXN5692108702,RZP5793091863,1363.07,2026-07-05,AMAZON RETAIL PAYMENT
BTXN1673596802,RZP7999563274,72288.55,2026-07-20,IMPS/RZP/563274/PAYOUT
BTXN3546284378,RZP5804667580,8323.61,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5804667580
BTXN7014135889,RZP5470666969,15615.49,2026-07-11,SALARY CREDIT XYZ CORP
BTXN5468568502,RZP3356079666,16840.74,2026-07-02,IMPS/RZP3356079666/RAZORPAY SETTLEMENT
BTXN4803368505,RZP9989008856,26582.98,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9989008856
BTXN2923354660,RZP9104370700,34562.01,2026-07-06,RTGS-RZP9104370700-RAZORPAY SOFTWARE PVT LTD
BTXN1866207596,RZP2875358506,35399.31,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2875358506
