txn_id,reference_id,amount,date,narration
BTXN7160951751,RZP4270624574,61129.48,2026-07-15,IMPS/RZP4270624574/RAZORPAY SETTLEMENT
BTXN7939277149,RZP1087197663,6043.75,2026-07-13,IMPS/RZP1087197663/RAZORPAY SETTLEMENT
BTXN8206252330,RZP7140364,52401.15,2026-07-13,IMPS/RZP/364661/PAYOUT
BTXN3466104826,RZP1637385475,2340.07,2026-07-02,IMPS/RZP1637385475/RAZORPAY SETTLEMENT
BTXN7724594724,RZP1631328408,72339.84,2026-07-09,NEFT CR-RZP1631328408-RAZORPAY
BTXN6251653347,RZP4038768887,34995.03,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4038768887
BTXN1604865750,RZP5067669068,25483.63,2026-07-05,NEFT CR-RZP5067669068-RAZORPAY
BTXN5463597109,rzp5424468625,4051.98,2026-07-11,IMPS/RZP/468625/PAYOUT
BTXN6432070595,RZP6319557326,71189.00,2026-07-08,IMPS/RZP6319557326/RAZORPAY SETTLEMENT
BTXN2617448579,RZ8P470639782,5159.96,2026-07-19,IMPS/RZP/639782/PAYOUT
BTXN4807048864,RZP1707400813,56663.84,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1707400813
BTXN4756671655,RZP2865572479,840.10,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2865572479
BTXN8956279329,RZP2908383437,54751.51,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2908383437
BTXN9401388295,RZP9129747959,28069.63,2026-07-07,NEFT CR-RZP9129747959-RAZORPAY
BTXN5640209702,RZP5465313920,25213.78,2026-07-07,NEFT CR-RZP5465313920-RAZORPAY
BTXN7218675922,RZP4801728676,21962.46,2026-07-01,RTGS-RZP4801728676-RAZORPAY SOFTWARE PVT LTD
BTXN4677175201,RZP4215057738,39562.65,2026-07-02,IMPS/RZP4215057738/RAZORPAY SETTLEMENT
BTXN3050686398,RZP3353676380,9812.65,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3353676380
BTXN3357907037,RZP1024066,50074.54,2026-07-17,NEFT CR RAZORPAY SOFTWARE-066161
BTXN7846860664,RZP7509791419,54302.32,2026-07-03,NEFT CR-RZP7509791419-RAZORPAY
BTXN7323832269,RZP8138179297,7417.03,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8138179297
BTXN7263753742,RZP8093003951,9867.19,2026-07-02,NEFT CR-RZP8093003951-RAZORPAY
BTXN9202174180,RZP9290514312,40208.73,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9290514312
BTXN7376432643,RZP3832262476,54564.75,2026-07-05,IMPS/RZP3832262476/RAZORPAY SETTLEMENT
BTXN4835550945,RZP2159796002,3453.92,2026-07-04,IMPS/RZP2159796002/RAZORPAY SETTLEMENT
BTXN5275869095,RZP9756892631,33669.92,2026-07-01,RTGS-RZP9756892631-RAZORPAY SOFTWARE PVT LTD
BTXN3665565763,RZP9074394414,9447.65,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9074394414
BTXN3498471253,RZP9616964422,3686.75,2026-07-09,ZOMATO ONLINE ORDER
BTXN7803322465,RZP2334711646,5816.70,2026-07-01,IMPS/RZP2334711646/RAZORPAY SETTLEMENT
BTXN6754833350,RZP7587674356,27600.60,2026-07-03,NEFT CR-RZP7587674356-RAZORPAY
BTXN6733699556,RZP1758588310,18801.06,2026-07-01,IMPS/RZP1758588310/RAZORPAY SETTLEMENT
BTXN3989080637,RZP3969366997,44866.65,2026-07-08,IMPS/RZP3969366997/RAZORPAY SETTLEMENT
BTXN8892796455,RZP9570599829,2781.99,2026-07-09,RTGS-RZP9570599829-RAZORPAY SOFTWARE PVT LTD
BTXN8515960418,RZP2723682671,44817.96,2026-07-17,NEFT CR RAZORPAY SOFTWARE-628671
BTXN6297502007,RZP7481613537,64675.78,2026-07-12,NEFT CR-RZP7481613537-RAZORPAY
BTXN3005112827,RZP6905532827,9362.25,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6905532827
BTXN1789403766,RZP3114903742,71668.81,2026-07-11,IMPS/RZP3114903742/RAZORPAY SETTLEMENT
BTXN8093913323,RZP9998984076,583.33,2026-07-05,NETFLIX SUBSCRIPTION
BTXN1717233831,RZP4453017675,4874.32,2026-07-06,AMAZON RETAIL PAYMENT
BTXN8940412460,RZP2772622135,69811.14,2026-07-10,IMPS/RZP2772622135/RAZORPAY SETTLEMENT
BTXN9540160884,RZP9482755588,1044.92,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9482755588
BTXN3166648191,RZP7981125108,47655.21,2026-07-03,RTGS-RZP7981125108-RAZORPAY SOFTWARE PVT LTD
BTXN4619968690,RZ2P962012339,7537.28,2026-07-05,IMPS/RZP/012339/PAYOUT
BTXN2729389972,RZP8715694115,3312.12,2026-07-01,IMPS/RZP8715694115/RAZORPAY SETTLEMENT
BTXN6373941997,RZP7331320845,26103.06,2026-07-08,NEFT CR-RZP7331320845-RAZORPAY
BTXN4894767375,RZP6027395915,8488.92,2026-07-02,AMAZON RETAIL PAYMENT
BTXN2799668790,RZP2253189034,46061.20,2026-07-13,NEFT CR-RZP2253189034-RAZORPAY
BTXN2623690152,RZP7741530,7695.17,2026-07-15,UPI-RAZORPAY SETTLEMENT ORDER 530056
BTXN4894228162,RZP8555937647,6450.51,2026-07-05,IMPS/RZP/937647/PAYOUT
BTXN3036217758,RZP6037883113,23542.56,2026-07-11,RTGS-RZP6037883113-RAZORPAY SOFTWARE PVT LTD
BTXN3448657981,RZP8255747056,61690.34,2026-07-07,NEFT CR-RZP8255747056-RAZORPAY
BTXN3859184829,RZP1775874756,45405.78,2026-07-03,NEFT CR-RZP1775874756-RAZORPAY
BTXN3842412523,RZP6837604073,1343.33,2026-07-08,RTGS-RZP6837604073-RAZORPAY SOFTWARE PVT LTD
BTXN9815238557,RZP9461697133,60055.53,2026-07-15,RTGS-RZP9461697133-RAZORPAY SOFTWARE PVT LTD
BTXN3890100787,RZP2787693692,42663.57,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2787693692
BTXN8058487673,RZP5021879499,30345.41,2026-07-12,NEFT CR-RZP5021879499-RAZORPAY
BTXN2200146388,RZP4051729058,29585.16,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4051729058
BTXN2163051511,RZP7474008371,13499.38,2026-07-07,RTGS-RZP7474008371-RAZORPAY SOFTWARE PVT LTD
BTXN7838902141,RZP1860427957,5087.71,2026-07-09,RTGS-RZP1860427957-RAZORPAY SOFTWARE PVT LTD
BTXN5770694052,RZP1351754773,23974.67,2026-07-04,IMPS/RZP1351754773/RAZORPAY SETTLEMENT
BTXN7371858372,RZP8361330498,51887.18,2026-07-06,IMPS/RZP8361330498/RAZORPAY SETTLEMENT
BTXN5661362608,RZP1783200126,7261.89,2026-07-08,NEFT CR-RZP1783200126-RAZORPAY
BTXN2882319487,RZP3331958555,47905.75,2026-07-15,RTGS-RZP3331958555-RAZORPAY SOFTWARE PVT LTD
BTXN9193950262,RZP8336950223,64625.41,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8336950223
BTXN1898273845,RZP3961652239,35926.02,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3961652239
BTXN2957172178,RZP9099969451,39576.49,2026-07-04,IMPS/RZP9099969451/RAZORPAY SETTLEMENT
BTXN9175241868,RZP4764242193,7817.41,2026-07-07,IMPS/RZP4764242193/RAZORPAY SETTLEMENT
BTXN3742147906,RZP7680390698,67635.83,2026-07-14,RTGS-RZP7680390698-RAZORPAY SOFTWARE PVT LTD
BTXN6809418096,RZP3807556382,16865.41,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3807556382
BTXN2641382033,RZP1600183940,38501.52,2026-07-02,RTGS-RZP1600183940-RAZORPAY SOFTWARE PVT LTD
