txn_id,reference_id,amount,date,narration
BTXN3046572593,RZP2297295374,20073.06,2026-07-15,NEFT CR-RZP2297295374-RAZORPAY
BTXN2244218045,RZP7650335767,63845.70,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7650335767
BTXN8374629365,RZP8218535338,57673.07,2026-07-15,NEFT CR-RZP8218535338-RAZORPAY
BTXN8710494605,RZP1525289999,24234.89,2026-07-01,IMPS/RZP1525289999/RAZORPAY SETTLEMENT
BTXN5256367304,RZP8870201728,47502.99,2026-07-08,NEFT CR-RZP8870201728-RAZORPAY
BTXN4161579327,RZP1321967414,13379.08,2026-07-03,NEFT CR-RZP1321967414-RAZORPAY
BTXN7055241800,RZP7617792765,64959.77,2026-07-15,NEFT CR-RZP7617792765-RAZORPAY
BTXN6685131324,RZP4280149722,46066.85,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4280149722
BTXN9646319363,RZP3984852250,6098.26,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3984852250
BTXN4230436008,RZP7389486339,25716.42,2026-07-02,NEFT CR-RZP7389486339-RAZORPAY
BTXN5996853335,RZP6292656672,24911.64,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6292656672
BTXN7331424008,RZP6143275843,15234.54,2026-07-05,SALARY CREDIT XYZ CORP
BTXN9873730018,RZP4843294715,1664.42,2026-07-09,ZOMATO ONLINE ORDER
BTXN8762012604,RZP6002856890,65658.75,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6002856890
BTXN8694232598,RZP9561438586,34353.19,2026-07-04,NEFT CR-RZP9561438586-RAZORPAY
BTXN9985808321,RZP6297464,14738.33,2026-07-05,UPI-RAZORPAY SETTLEMENT ORDER 464722
BTXN5483407610,RZP2069630090,29354.12,2026-07-12,NEFT CR-RZP2069630090-RAZORPAY
BTXN7717326751,RZP1704485464,16908.07,2026-07-02,RTGS-RZP1704485464-RAZORPAY SOFTWARE PVT LTD
BTXN5078647432,RZP9156527614,34187.14,2026-07-03,RTGS-RZP9156527614-RAZORPAY SOFTWARE PVT LTD
BTXN8807176995,RZP2884979115,52557.29,2026-07-09,RTGS-RZP2884979115-RAZORPAY SOFTWARE PVT LTD
BTXN7366715296,RZP6892349406,45647.09,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6892349406
BTXN2049084564,RZP7047269832,8391.71,2026-07-07,NETFLIX SUBSCRIPTION
BTXN8099306121,RZP1050893026,53431.06,2026-07-07,NEFT CR-RZP1050893026-RAZORPAY
BTXN3087226931,RZP4211566169,28417.23,2026-07-15,RTGS-RZP4211566169-RAZORPAY SOFTWARE PVT LTD
BTXN3060786466,RZP7628062687,13190.25,2026-07-09,NEFT CR-RZP7628062687-RAZORPAY
BTXN6302946647,RZP4100296751,60901.50,2026-07-01,RTGS-RZP4100296751-RAZORPAY SOFTWARE PVT LTD
BTXN5815999549,RZP9260707155,56027.01,2026-07-05,IMPS/RZP9260707155/RAZORPAY SETTLEMENT
BTXN5081499111,RZP7229502736,18324.41,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7229502736
BTXN3144063281,RZP3351762983,66126.79,2026-07-11,NEFT CR-RZP3351762983-RAZORPAY
BTXN8459765292,RZP7907524350,45160.05,2026-07-09,RTGS-RZP7907524350-RAZORPAY SOFTWARE PVT LTD
BTXN7827384148,RZP9551366213,23092.88,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9551366213
BTXN4642197907,RZP2852408227,71191.15,2026-07-15,IMPS/RZP2852408227/RAZORPAY SETTLEMENT
BTXN7283143895,RZP3875932424,55582.84,2026-07-12,RTGS-RZP3875932424-RAZORPAY SOFTWARE PVT LTD
BTXN6467874677,RZP6403774259,21584.24,2026-07-07,IMPS/RZP6403774259/RAZORPAY SETTLEMENT
BTXN5719458685,RZP8066167622,29151.33,2026-07-09,NEFT CR-RZP8066167622-RAZORPAY
BTXN3079537716,RZP7584730597,41197.35,2026-07-11,IMPS/RZP7584730597/RAZORPAY SETTLEMENT
BTXN4713257096,RZP8275716596,4552.75,2026-07-01,RTGS-RZP8275716596-RAZORPAY SOFTWARE PVT LTD
BTXN3845805571,RZP8586619000,59042.93,2026-07-14,NEFT CR-RZP8586619000-RAZORPAY
BTXN1103282092,RZP8113629894,56488.56,2026-07-07,RTGS-RZP8113629894-RAZORPAY SOFTWARE PVT LTD
BTXN1262036500,RZP4463742154,14940.41,2026-07-06,NEFT CR-RZP4463742154-RAZORPAY
BTXN3951141302,RZP6581602725,28022.63,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6581602725
BTXN5837868670,RZP5961049043,31217.77,2026-07-10,IMPS/RZP5961049043/RAZORPAY SETTLEMENT
BTXN8185416963,RZP8207050623,7476.38,2026-07-08,ELECTRICITY BILL AUTOPAY
BTXN9251215764,RZP7627754407,70089.42,2026-07-01,NEFT CR-RZP7627754407-RAZORPAY
BTXN9234522630,RZP4078148444,64167.30,2026-07-07,NEFT CR-RZP4078148444-RAZORPAY
BTXN7657378385,RZP8479397526,56839.29,2026-07-06,IMPS/RZP8479397526/RAZORPAY SETTLEMENT
BTXN1962119236,RZP2376436752,1879.56,2026-07-13,ATM WDL DEL
BTXN7623993181,RZP6893167206,73771.70,2026-07-13,IMPS/RZP6893167206/RAZORPAY SETTLEMENT
BTXN9801312301,RZP9212959154,57629.73,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9212959154
BTXN7584026064,RZP1443926824,60261.34,2026-07-15,NEFT CR-RZP1443926824-RAZORPAY
BTXN9909257076,RZP1182758417,16250.57,2026-07-14,RTGS-RZP1182758417-RAZORPAY SOFTWARE PVT LTD
BTXN7093583669,RZP8354173416,54222.22,2026-07-14,NEFT CR-RZP8354173416-RAZORPAY
BTXN7233497275,RZP7264335871,19023.98,2026-07-03,IMPS/RZP7264335871/RAZORPAY SETTLEMENT
BTXN7555256315,RZP7619972357,45848.16,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7619972357
BTXN7437867947,rzp3355038067,71174.49,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 038067
BTXN6773485372,RZP9785613691,11971.65,2026-07-05,IMPS/RZP9785613691/RAZORPAY SETTLEMENT
BTXN1041960043,RZP9148064715,8566.19,2026-07-07,RTGS-RZP9148064715-RAZORPAY SOFTWARE PVT LTD
BTXN9661397875,RZP7515993285,1889.17,2026-07-15,IMPS/RZP7515993285/RAZORPAY SETTLEMENT
BTXN1597296237,RZP6933776673,41111.35,2026-07-11,NEFT CR-RZP6933776673-RAZORPAY
BTXN9919902664,RZP6846152492,47900.41,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6846152492
BTXN9951195763,RZP4826492627,29045.77,2026-07-12,RTGS-RZP4826492627-RAZORPAY SOFTWARE PVT LTD
BTXN4459761909,RZP8144935375,12649.62,2026-07-12,RTGS-RZP8144935375-RAZORPAY SOFTWARE PVT LTD
BTXN7112493808,RZP7490269556,30142.02,2026-07-13,NEFT CR-RZP7490269556-RAZORPAY
BTXN5824742813,RZP4723546916,44985.29,2026-07-11,IMPS/RZP4723546916/RAZORPAY SETTLEMENT
BTXN5801462032,RZP9894308703,6321.71,2026-07-13,IMPS/RZP9894308703/RAZORPAY SETTLEMENT
BTXN7305101214,RZP9516893896,21699.84,2026-07-11,RTGS-RZP9516893896-RAZORPAY SOFTWARE PVT LTD
BTXN3698707455,RZP2425995983,41396.93,2026-07-11,RTGS-RZP2425995983-RAZORPAY SOFTWARE PVT LTD
BTXN2577876842,RZP9749791813,19916.60,2026-07-11,RTGS-RZP9749791813-RAZORPAY SOFTWARE PVT LTD
BTXN1863113671,RZP9079148790,17800.03,2026-07-02,NETFLIX SUBSCRIPTION
BTXN2128333901,RZP2928216289,36955.14,2026-07-07,RTGS-RZP2928216289-RAZORPAY SOFTWARE PVT LTD
BTXN6587310418,RZP3752190352,10258.86,2026-07-01,NEFT CR-RZP3752190352-RAZORPAY
BTXN8715509817,RZP8560195954,23530.48,2026-07-12,IMPS/RZP8560195954/RAZORPAY SETTLEMENT
BTXN6074562019,RZP7158568902,11550.90,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7158568902
BTXN8920443666,RZP6156744006,34955.26,2026-07-04,NEFT CR-RZP6156744006-RAZORPAY
BTXN1020039169,RZP5736461116,51930.83,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5736461116
BTXN1692447546,RZP6936124697,44183.69,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6936124697
BTXN8340948569,RZP5021153897,33621.04,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5021153897
BTXN4786265850,RZP1780778941,12061.78,2026-07-10,NEFT CR-RZP1780778941-RAZORPAY
BTXN2573817755,RZP1221459606,29030.15,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1221459606
BTXN6153771059,RZP2398806247,58533.66,2026-07-06,NEFT CR-RZP2398806247-RAZORPAY
BTXN5940762586,RZP7574249203,53306.83,2026-07-04,IMPS/RZP7574249203/RAZORPAY SETTLEMENT
BTXN1375896352,RZP3023823583,2935.00,2026-07-05,IMPS/RZP3023823583/RAZORPAY SETTLEMENT
BTXN7840857862,RZP9827390296,5394.09,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9827390296
BTXN9691448741,RZP9631473880,39651.16,2026-07-05,RTGS-RZP9631473880-RAZORPAY SOFTWARE PVT LTD
BTXN8138060772,rzp9468359626,44524.49,2026-07-18,NEFT CR RAZORPAY SOFTWARE-359626
BTXN6439529984,RZP8272708551,46664.61,2026-07-17,NEFT CR-RZP8272708551-RAZORPAY
BTXN6769110814,RZP8266159318,65459.58,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8266159318
BTXN9554334057,RZP2872470641,15404.46,2026-07-07,ELECTRICITY BILL AUTOPAY
BTXN2598707452,RZP3102545536,5401.29,2026-07-01,NETFLIX SUBSCRIPTION
BTXN4908326782,RZP5724120707,17236.22,2026-07-04,IMPS/RZP5724120707/RAZORPAY SETTLEMENT
BTXN9594979797,RZP3388708199,39411.31,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3388708199
BTXN8636380004,RZP7446355231,29175.59,2026-07-08,RTGS-RZP7446355231-RAZORPAY SOFTWARE PVT LTD
BTXN5094870236,rzp8489977737,3233.13,2026-07-08,IMPS/RZP/977737/PAYOUT
BTXN7809282757,RZP7245511471,23698.81,2026-07-03,IMPS/RZP7245511471/RAZORPAY SETTLEMENT
BTXN3931997465,RZP3591527330,58322.93,2026-07-04,IMPS/RZP3591527330/RAZORPAY SETTLEMENT
BTXN9377132432,RZP7156150908,63678.74,2026-07-06,NEFT CR-RZP7156150908-RAZORPAY
BTXN5795643793,RZP4955764901,24991.07,2026-07-07,IMPS/RZP4955764901/RAZORPAY SETTLEMENT
BTXN7435660685,RZP2751873919,53074.11,2026-07-07,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2751873919
BTXN6838817044,RZP1805004194,39074.59,2026-07-14,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1805004194
BTXN1719792989,RZP7470108123,59526.02,2026-07-08,RTGS-RZP7470108123-RAZORPAY SOFTWARE PVT LTD
BTXN2155876547,RZP6239629045,64467.82,2026-07-05,RTGS-RZP6239629045-RAZORPAY SOFTWARE PVT LTD
BTXN1314326915,RZP9247849179,22927.48,2026-07-11,IMPS/RZP9247849179/RAZORPAY SETTLEMENT
BTXN6994941019,RZP9364920252,7986.86,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9364920252
BTXN9493400366,RZP1195472006,19397.44,2026-07-10,RTGS-RZP1195472006-RAZORPAY SOFTWARE PVT LTD
BTXN6782533106,RZP5014149,26327.25,2026-07-17,UPI-RAZORPAY SETTLEMENT ORDER 149408
BTXN2023383044,RZP3415279486,41453.30,2026-07-12,IMPS/RZP3415279486/RAZORPAY SETTLEMENT
BTXN5274903791,RZP6495146097,37095.38,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6495146097
BTXN6651018198,RZP9390725864,32154.03,2026-07-10,RTGS-RZP9390725864-RAZORPAY SOFTWARE PVT LTD
BTXN7459679307,RZP1732964800,10133.55,2026-07-02,IRCTC TICKET BOOKING
BTXN6097341120,RZP6875597607,66766.75,2026-07-12,RTGS-RZP6875597607-RAZORPAY SOFTWARE PVT LTD
BTXN5423699106,RZP1706087750,16172.86,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1706087750
BTXN1072676769,RZP8001112710,72278.65,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8001112710
BTXN7165225785,RZP7195265200,42480.12,2026-07-13,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7195265200
BTXN9146417926,RZP2313042822,47410.01,2026-07-06,IMPS/RZP2313042822/RAZORPAY SETTLEMENT
BTXN5185382543,RZP1561049427,33070.15,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1561049427
BTXN5617917582,RZP8421960057,48848.67,2026-07-16,RTGS-RZP8421960057-RAZORPAY SOFTWARE PVT LTD
BTXN7073999451,RZP8546667091,36180.82,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8546667091
BTXN9649635759,RZP4138750794,36234.37,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4138750794
BTXN8181693747,RZP2013809459,2848.71,2026-07-09,NEFT CR-RZP2013809459-RAZORPAY
BTXN3753772144,RZP9260858638,64890.77,2026-07-03,IMPS/RZP9260858638/RAZORPAY SETTLEMENT
BTXN8067314364,RZP4807263862,61490.91,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4807263862
BTXN1268211135,RZP9312125622,41709.73,2026-07-03,RTGS-RZP9312125622-RAZORPAY SOFTWARE PVT LTD
BTXN5869507093,RZP2764722942,70650.04,2026-07-13,NEFT CR RAZORPAY SOFTWARE-722942
BTXN9252069439,RZP5686001149,25595.42,2026-07-10,RTGS-RZP5686001149-RAZORPAY SOFTWARE PVT LTD
BTXN2156110378,RZP9576227156,11464.85,2026-07-06,ATM WDL BLR
BTXN6765086231,RZP2632786090,40824.21,2026-07-05,NEFT CR-RZP2632786090-RAZORPAY
BTXN7983143830,RZP2809998995,27963.06,2026-07-13,NEFT CR-RZP2809998995-RAZORPAY
BTXN7721862659,RZP1037928,32523.52,2026-07-05,IMPS/RZP/928817/PAYOUT
BTXN5933680247,RZP5515015754,31251.82,2026-07-08,RTGS-RZP5515015754-RAZORPAY SOFTWARE PVT LTD
BTXN7752955351,RZP5638256548,56428.27,2026-07-05,RTGS-RZP5638256548-RAZORPAY SOFTWARE PVT LTD
BTXN6914154822,RZP7728340058,40334.54,2026-07-15,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7728340058
BTXN8884825488,RZP2502349980,13653.24,2026-07-03,IMPS/RZP2502349980/RAZORPAY SETTLEMENT
BTXN9592888093,RZP5127566492,25845.11,2026-07-06,RTGS-RZP5127566492-RAZORPAY SOFTWARE PVT LTD
BTXN5464230177,RZP7014612828,65480.58,2026-07-02,IMPS/RZP7014612828/RAZORPAY SETTLEMENT
BTXN5129169349,RZP7512827545,70814.07,2026-07-04,UPI-RAZORPAY SOFTWARE PVT LTD-RZP7512827545
BTXN8109529734,RZP6235005958,25107.82,2026-07-02,IMPS/RZP6235005958/RAZORPAY SETTLEMENT
BTXN1807753719,RZP8382494022,15601.05,2026-07-05,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8382494022
BTXN6252300497,RZP6512507057,23329.91,2026-07-08,NEFT CR-RZP6512507057-RAZORPAY
BTXN6346154041,RZP1397731536,28598.15,2026-07-01,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1397731536
BTXN8691614105,RZP1203929635,4147.52,2026-07-05,UPI-RAZORPAY SETTLEMENT ORDER 929653
BTXN4977188145,RZP2894156520,62020.74,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP2894156520
BTXN7529678452,RZP1657675888,52291.81,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1657675888
BTXN7094598442,RZP2762549480,11212.47,2026-07-14,NEFT CR-RZP2762549480-RAZORPAY
BTXN3127065046,RZP1673707631,55671.31,2026-07-06,RTGS-RZP1673707631-RAZORPAY SOFTWARE PVT LTD
BTXN3657382737,RZP4550049,53403.65,2026-07-11,NEFT CR RAZORPAY SOFTWARE-049870
BTXN3664231157,RZP2962867987,54329.24,2026-07-05,RTGS-RZP2962867987-RAZORPAY SOFTWARE PVT LTD
BTXN5566993537,RZP9248046539,8913.84,2026-07-07,RTGS-RZP9248046539-RAZORPAY SOFTWARE PVT LTD
BTXN6152968605,RZP1001237473,10171.37,2026-07-04,NEFT CR-RZP1001237473-RAZORPAY
BTXN8818634175,RZP6542396697,4718.29,2026-07-05,ATM WDL BLR
BTXN1585561968,RZP5941543250,15516.89,2026-07-02,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5941543250
BTXN4378817220,RZP8428794253,25734.04,2026-07-05,RTGS-RZP8428794253-RAZORPAY SOFTWARE PVT LTD
BTXN6057476790,RZP3408732062,17878.56,2026-07-06,SALARY CREDIT XYZ CORP
BTXN2297501345,RZP9114346734,5298.64,2026-07-05,NEFT CR-RZP9114346734-RAZORPAY
BTXN4531905278,RZP6552925907,33431.39,2026-07-08,NEFT CR RAZORPAY SOFTWARE-925097
BTXN5853407612,RZP6988219883,74021.49,2026-07-09,RTGS-RZP6988219883-RAZORPAY SOFTWARE PVT LTD
BTXN9918692345,RZP2737684747,22780.05,2026-07-05,RTGS-RZP2737684747-RAZORPAY SOFTWARE PVT LTD
BTXN6564579551,RZP8131923452,51216.30,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP8131923452
BTXN5097803386,RZP7759644247,8656.32,2026-07-02,IMPS/RZP7759644247/RAZORPAY SETTLEMENT
BTXN7893447569,RZP5471158508,68224.22,2026-07-10,NEFT CR-RZP5471158508-RAZORPAY
BTXN6385000447,RZP8892047261,8296.73,2026-07-14,RTGS-RZP8892047261-RAZORPAY SOFTWARE PVT LTD
BTXN1761092907,rzp6336147893,9400.53,2026-07-18,UPI-RAZORPAY SETTLEMENT ORDER 147893
BTXN4018214765,RZP5671989213,4204.00,2026-07-11,SALARY CREDIT XYZ CORP
BTXN8499062381,RZP1197451689,29989.64,2026-07-07,NEFT CR-RZP1197451689-RAZORPAY
BTXN6588165856,RZP3874905728,74311.53,2026-07-11,NEFT CR-RZP3874905728-RAZORPAY
BTXN6876084541,RZ8P793636880,26204.16,2026-07-15,IMPS/RZP/636880/PAYOUT
BTXN1677178553,RZP1359553016,60809.33,2026-07-03,UPI-RAZORPAY SOFTWARE PVT LTD-RZP1359553016
BTXN5084320126,RZP9628187213,59739.17,2026-07-06,IMPS/RZP9628187213/RAZORPAY SETTLEMENT
BTXN4658080160,RZP7371573279,32950.30,2026-07-12,IMPS/RZP7371573279/RAZORPAY SETTLEMENT
BTXN4657464840,RZP9509420556,24917.66,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9509420556
BTXN2293997583,RZP9138769588,8123.34,2026-07-05,IMPS/RZP9138769588/RAZORPAY SETTLEMENT
BTXN7881810863,RZP2557256960,52391.23,2026-07-16,IMPS/RZP2557256960/RAZORPAY SETTLEMENT
BTXN7706849336,RZP8870563721,561.77,2026-07-12,NETFLIX SUBSCRIPTION
BTXN7425901764,RZP6670327534,29740.38,2026-07-15,NEFT CR-RZP6670327534-RAZORPAY
BTXN5046355935,RZP3779323071,27496.73,2026-07-16,RTGS-RZP3779323071-RAZORPAY SOFTWARE PVT LTD
BTXN3023781108,RZP7636326022,10645.71,2026-07-09,IMPS/RZP7636326022/RAZORPAY SETTLEMENT
BTXN7442128592,RZP5222538505,73747.17,2026-07-14,IMPS/RZP5222538505/RAZORPAY SETTLEMENT
BTXN5796744687,RZP6002926903,70529.89,2026-07-07,NEFT CR-RZP6002926903-RAZORPAY
BTXN8741569352,RZP8381858171,10082.80,2026-07-16,IMPS/RZP8381858171/RAZORPAY SETTLEMENT
BTXN3099500153,RZP6001648993,64159.21,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6001648993
BTXN9350709115,RZP4167339238,25283.54,2026-07-11,IMPS/RZP4167339238/RAZORPAY SETTLEMENT
BTXN2791181634,RZP7919113337,7007.24,2026-07-07,RTGS-RZP7919113337-RAZORPAY SOFTWARE PVT LTD
BTXN4021334216,RZP3114311975,57124.72,2026-07-09,RTGS-RZP3114311975-RAZORPAY SOFTWARE PVT LTD
BTXN1291892607,RZP9672637319,57532.48,2026-07-08,UPI-RAZORPAY SOFTWARE PVT LTD-RZP9672637319
BTXN1278256123,RZP4116574332,67936.50,2026-07-09,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4116574332
BTXN3238126936,RZP7072268003,58548.10,2026-07-12,NEFT CR-RZP7072268003-RAZORPAY
BTXN3747834523,RZP2388864124,11659.87,2026-07-01,RTGS-RZP2388864124-RAZORPAY SOFTWARE PVT LTD
BTXN7788472575,RZP3424668677,47715.06,2026-07-08,IMPS/RZP3424668677/RAZORPAY SETTLEMENT
BTXN7116160487,RZP6644602561,9665.67,2026-07-15,SWIGGY ORDER PAYMENT
BTXN8857720987,RZP3161637381,1309.63,2026-07-14,RTGS-RZP3161637381-RAZORPAY SOFTWARE PVT LTD
BTXN3900306678,RZP2110517,57849.68,2026-07-06,UPI-RAZORPAY SETTLEMENT ORDER 517587
BTXN4151673958,RZP9688612692,70359.44,2026-07-11,NEFT CR-RZP9688612692-RAZORPAY
BTXN4566989850,RZP3482396015,9911.48,2026-07-14,IMPS/RZP3482396015/RAZORPAY SETTLEMENT
BTXN8946619620,RZP8639466425,62376.51,2026-07-14,RTGS-RZP8639466425-RAZORPAY SOFTWARE PVT LTD
BTXN5010777156,RZP2410559481,45457.57,2026-07-15,RTGS-RZP2410559481-RAZORPAY SOFTWARE PVT LTD
BTXN2609749781,RZP4780149583,22432.75,2026-07-06,RTGS-RZP4780149583-RAZORPAY SOFTWARE PVT LTD
BTXN1977515194,RZP3021598245,15368.18,2026-07-15,RTGS-RZP3021598245-RAZORPAY SOFTWARE PVT LTD
BTXN5926796457,RZP1137548263,5738.57,2026-07-09,AMAZON RETAIL PAYMENT
BTXN7651960431,RZP7127387421,58059.06,2026-07-06,RTGS-RZP7127387421-RAZORPAY SOFTWARE PVT LTD
BTXN2994997823,RZP9424701836,38900.67,2026-07-12,IMPS/RZP9424701836/RAZORPAY SETTLEMENT
BTXN1827962737,RZP7100142170,10570.77,2026-07-13,NEFT CR-RZP7100142170-RAZORPAY
BTXN1526562378,RZ1P295400928,66588.66,2026-07-07,UPI-RAZORPAY SETTLEMENT ORDER 400928
BTXN1258155182,RZP8517664054,7959.59,2026-07-04,IMPS/RZP8517664054/RAZORPAY SETTLEMENT
BTXN4613425662,RZP4315255399,7977.38,2026-07-11,UPI-RAZORPAY SOFTWARE PVT LTD-RZP4315255399
BTXN9278908818,RZP7991832714,12448.89,2026-07-15,SALARY CREDIT XYZ CORP
BTXN8073149109,RZP5377604860,11474.23,2026-07-09,IMPS/RZP5377604860/RAZORPAY SETTLEMENT
BTXN9714938728,RZP6578549798,63774.34,2026-07-11,IMPS/RZP6578549798/RAZORPAY SETTLEMENT
BTXN8826647819,RZP7849812526,64618.76,2026-07-05,RTGS-RZP7849812526-RAZORPAY SOFTWARE PVT LTD
BTXN8213611206,RZP9349365063,69207.50,2026-07-13,NEFT CR-RZP9349365063-RAZORPAY
BTXN1193949527,RZP7756143270,50923.88,2026-07-15,IMPS/RZP7756143270/RAZORPAY SETTLEMENT
BTXN7591021980,RZP5145260536,8946.12,2026-07-08,IMPS/RZP5145260536/RAZORPAY SETTLEMENT
BTXN1703537025,RZP9757061274,30130.46,2026-07-11,RTGS-RZP9757061274-RAZORPAY SOFTWARE PVT LTD
BTXN1431970432,RZP8223117031,7404.37,2026-07-13,IMPS/RZP8223117031/RAZORPAY SETTLEMENT
BTXN9950913099,RZP4143505110,40079.51,2026-07-07,NEFT CR-RZP4143505110-RAZORPAY
BTXN7900791548,RZP4214205090,1528.65,2026-07-08,ATM WDL DEL
BTXN3453031341,RZP8443895283,5219.65,2026-07-13,ZOMATO ONLINE ORDER
BTXN6970733012,RZP6191004361,54156.49,2026-07-12,UPI-RAZORPAY SOFTWARE PVT LTD-RZP6191004361
BTXN8784388673,RZP8349809233,55687.18,2026-07-15,RTGS-RZP8349809233-RAZORPAY SOFTWARE PVT LTD
BTXN4267352240,RZP8632247161,9803.49,2026-07-12,ATM WDL BLR
BTXN1967100189,RZP5434873419,19799.08,2026-07-10,UPI-RAZORPAY SOFTWARE PVT LTD-RZP5434873419
BTXN9276453454,RZP3320107489,25148.20,2026-07-01,RTGS-RZP3320107489-RAZORPAY SOFTWARE PVT LTD
BTXN1127492028,RZP7214043851,52903.88,2026-07-10,IMPS/RZP7214043851/RAZORPAY SETTLEMENT
BTXN1445673941,RZP8587894248,73640.23,2026-07-04,NEFT CR-RZP8587894248-RAZORPAY
BTXN8351279458,RZP4095681282,3763.93,2026-07-04,RTGS-RZP4095681282-RAZORPAY SOFTWARE PVT LTD
BTXN3138451229,RZP8590051005,31690.81,2026-07-13,NEFT CR-RZP8590051005-RAZORPAY
BTXN9288826391,RZP3351122452,19640.68,2026-07-15,IMPS/RZP/124252/PAYOUT
BTXN4105677950,RZP3804234284,2401.13,2026-07-06,UPI-RAZORPAY SOFTWARE PVT LTD-RZP3804234284
