settlement_id,bank_txn_id,category,expected_match
STL76481885,BTXN5143889422,exact,true
STL12059919,BTXN4102872611,exact,true
STL93652460,BTXN8270110908,exact,true
STL52501540,BTXN3323646093,exact,true
STL40532691,BTXN4207337120,exact,true
STL13885234,BTXN5492496998,exact,true
STL29538047,BTXN1773338452,exact,true
STL76795767,BTXN1614685938,exact,true
STL48605268,BTXN1678500147,exact,true
STL71315464,BTXN8925520026,exact,true
STL87149951,BTXN8298348088,exact,true
STL91390501,BTXN8495457335,exact,true
STL39394291,BTXN3734252963,exact,true
STL94322033,BTXN5464285982,exact,true
STL22097496,BTXN9201789018,exact,true
STL81249799,BTXN6001680218,exact,true
STL25457816,BTXN1323408297,exact,true
STL45495029,BTXN3304560537,exact,true
STL88458327,BTXN2595467139,exact,true
STL91883846,BTXN9861449701,exact,true
STL25659979,BTXN1600337712,exact,true
STL23044889,BTXN3308745090,exact,true
STL88831486,BTXN9381721143,exact,true
STL41690501,BTXN8969097897,exact,true
STL18126895,BTXN7004964045,exact,true
STL16788532,BTXN8674224347,exact,true
STL88703005,BTXN4735313433,exact,true
STL82506491,BTXN1749459431,exact,true
STL89034501,BTXN2390587865,exact,true
STL80610004,BTXN5567946981,exact,true
STL98436473,BTXN7534583219,exact,true
STL67213476,BTXN3946766309,exact,true
STL91644298,BTXN1637088959,exact,true
STL61124122,BTXN7573691558,exact,true
STL97874085,BTXN6218484323,exact,true
STL65833185,BTXN4133661881,exact,true
STL30486849,BTXN3036965074,exact,true
STL27463800,BTXN3389594115,exact,true
STL16904975,BTXN9454207717,exact,true
STL30767532,BTXN8115628227,exact,true
STL47388792,BTXN3465740756,exact,true
STL91737913,BTXN2148679234,exact,true
STL57113566,BTXN1026224160,exact,true
STL29042093,BTXN5173893550,exact,true
STL70887307,BTXN2464137110,exact,true
STL17061037,BTXN1668210614,exact,true
STL75184410,BTXN7902338893,exact,true
STL56328316,BTXN2846465000,exact,true
STL11031743,BTXN6172957943,exact,true
STL48848936,BTXN2409274786,exact,true
STL61030579,BTXN2521136431,exact,true
STL52018286,BTXN7767834064,exact,true
STL25458308,BTXN2739600515,exact,true
STL58567046,BTXN5673482258,exact,true
STL80325062,BTXN5632753983,exact,true
STL32566390,BTXN9917981516,exact,true
STL57123808,BTXN4500557310,exact,true
STL90852623,BTXN1323639855,exact,true
STL85764804,BTXN2357806226,exact,true
STL46866075,BTXN3540128512,exact,true
STL59491122,BTXN8867077130,exact,true
STL92545028,BTXN6946306973,exact,true
STL53154591,BTXN7893447569,exact,true
STL56095437,BTXN9952125442,exact,true
STL68978194,BTXN3619094295,exact,true
STL55414869,BTXN2437308013,exact,true
STL43822301,BTXN4750707607,exact,true
STL51638598,BTXN2683446724,exact,true
STL27152188,BTXN3260842187,exact,true
STL55866538,BTXN3088517710,exact,true
STL78140959,BTXN9752058817,exact,true
STL68743530,BTXN5482624860,exact,true
STL70254091,BTXN6322188162,exact,true
STL86560394,BTXN9523104008,exact,true
STL91156554,BTXN2073755632,exact,true
STL79244185,BTXN4655730355,exact,true
STL78901038,BTXN2878930355,exact,true
STL41645597,BTXN5645459980,exact,true
STL29602406,BTXN1590985753,exact,true
STL70210270,BTXN3642900640,exact,true
STL83659258,BTXN2817865363,exact,true
STL42002808,BTXN2963288053,exact,true
STL29270557,BTXN6545970956,exact,true
STL35140847,BTXN9957643727,exact,true
STL62405812,BTXN9045897249,exact,true
STL12179995,BTXN5585133383,exact,true
STL96274567,BTXN8281641403,exact,true
STL14963880,BTXN2260326267,exact,true
STL82884346,BTXN7328203808,exact,true
STL98010774,BTXN6720572969,exact,true
STL61894582,BTXN6097341120,exact,true
STL21087928,BTXN8417757797,exact,true
STL83212334,BTXN6556684476,exact,true
STL69849800,BTXN2830154607,exact,true
STL92523968,BTXN9581991473,exact,true
STL58762794,BTXN1133747952,exact,true
STL58607028,BTXN3436297208,exact,true
STL69584522,BTXN4277422858,exact,true
STL97182566,BTXN2196963451,exact,true
STL79490594,BTXN3412365931,exact,true
STL36867482,BTXN1526723719,exact,true
STL21783073,BTXN9532273208,exact,true
STL50259503,BTXN4656572173,exact,true
STL26288992,BTXN5231112087,exact,true
STL58438711,BTXN6879428703,exact,true
STL51512297,BTXN3469178881,exact,true
STL27224779,BTXN5150074940,exact,true
STL56442431,BTXN5633668009,exact,true
STL77454225,BTXN3753020051,exact,true
STL85647532,BTXN4709911999,exact,true
STL97393186,BTXN7752277876,exact,true
STL96155337,BTXN9403748506,exact,true
STL49920898,BTXN2947957237,exact,true
STL72336371,BTXN6171239466,exact,true
STL56354851,BTXN9484167278,exact,true
STL45899440,BTXN2931000173,exact,true
STL43322272,BTXN4875395503,exact,true
STL35479101,BTXN4277581356,exact,true
STL13110670,BTXN2033921654,exact,true
STL90197611,BTXN7316122432,exact,true
STL45496951,BTXN8419590655,exact,true
STL86541906,BTXN3412985084,exact,true
STL93650068,BTXN1510289448,exact,true
STL84870921,BTXN9327720702,exact,true
STL77119320,BTXN1172893522,exact,true
STL79703656,BTXN2962750929,exact,true
STL31810655,BTXN8913915028,exact,true
STL85554415,BTXN6582557981,exact,true
STL65907088,BTXN7801948900,exact,true
STL16892773,BTXN7801180691,exact,true
STL14237322,BTXN4008714405,exact,true
STL65426567,BTXN3965676060,exact,true
STL28533117,BTXN3227727430,exact,true
STL52111160,BTXN5108932916,exact,true
STL91883092,BTXN3079537716,exact,true
STL49945150,BTXN8607135564,exact,true
STL74398125,BTXN6469458472,exact,true
STL48983895,BTXN5475641477,exact,true
STL74300930,BTXN1919066362,exact,true
STL42542167,BTXN9807970435,exact,true
STL23494908,BTXN1590416424,exact,true
STL74082055,BTXN3794042404,exact,true
STL97550053,BTXN3465883999,exact,true
STL33593960,BTXN8886432673,exact,true
STL15028625,BTXN5334769475,exact,true
STL28012011,BTXN7305101214,exact,true
STL34991216,BTXN9650425740,exact,true
STL67405358,BTXN7508080884,exact,true
STL74082804,BTXN2065354117,exact,true
STL54241559,BTXN5344083406,exact,true
STL72464258,BTXN2317723211,exact,true
STL74180488,BTXN5952894290,exact,true
STL82144402,BTXN4545940090,exact,true
STL80532309,BTXN8317619798,exact,true
STL86866717,BTXN3304937838,exact,true
STL37568520,BTXN3099500153,exact,true
STL85686878,BTXN9837912162,exact,true
STL10404729,BTXN4203205881,exact,true
STL82633735,BTXN5269728610,exact,true
STL28176954,BTXN7100408092,exact,true
STL60418290,BTXN9934605686,exact,true
STL80980044,BTXN5203589186,exact,true
STL83074216,BTXN1986399651,exact,true
STL14324134,BTXN1067198189,exact,true
STL90233330,BTXN4746123831,exact,true
STL17575790,BTXN9561946187,exact,true
STL41796721,BTXN6244338653,exact,true
STL94019376,BTXN8210176888,exact,true
STL80392240,BTXN7083067988,exact,true
STL42342202,BTXN4647891535,exact,true
STL85482164,BTXN3276297510,exact,true
STL70369365,BTXN8933377472,exact,true
STL46032304,BTXN1312606333,exact,true
STL50693207,BTXN1065857791,exact,true
STL42560305,BTXN4022663059,exact,true
STL51395738,BTXN6418365941,exact,true
STL52980983,BTXN4927019611,exact,true
STL29585415,BTXN5364631241,exact,true
STL40872577,BTXN4579265601,exact,true
STL96126771,BTXN8471499716,exact,true
STL28784915,BTXN3097302637,exact,true
STL99686372,BTXN5322385617,exact,true
STL39356057,BTXN7467073633,exact,true
STL98487646,BTXN3095318649,exact,true
STL81057233,BTXN8396761430,exact,true
STL34060788,BTXN1639509845,exact,true
STL20605783,BTXN7038841740,exact,true
STL20820219,BTXN4262396395,exact,true
STL17531619,BTXN3734812163,exact,true
STL96557984,BTXN8663837890,exact,true
STL46385762,BTXN9909257076,exact,true
STL34072553,BTXN2350701477,exact,true
STL20326375,BTXN2285384455,exact,true
STL82553061,BTXN6719736115,exact,true
STL23111164,BTXN2877279755,exact,true
STL53805532,BTXN9717175839,exact,true
STL67961650,BTXN2632399901,exact,true
STL62294176,BTXN6655089949,exact,true
STL58307308,BTXN8564925592,exact,true
STL84757265,BTXN2752536389,exact,true
STL61705758,BTXN5347969846,exact,true
STL86767229,BTXN3238126936,exact,true
STL46024950,BTXN3117951204,exact,true
STL74992426,BTXN4361527572,exact,true
STL89699345,BTXN3648572296,exact,true
STL54589439,BTXN8998080862,exact,true
STL50323741,BTXN6157617867,exact,true
STL94946730,BTXN6336171726,exact,true
STL25285764,BTXN8418324922,exact,true
STL64914054,BTXN8185384294,exact,true
STL60598851,BTXN5612645121,exact,true
STL82062301,BTXN4927323476,exact,true
STL85594147,BTXN8527715219,exact,true
STL78541804,BTXN6244291385,exact,true
STL56300738,BTXN5285100605,exact,true
STL25578562,BTXN4135973483,exact,true
STL79942848,BTXN7369118672,exact,true
STL52803305,BTXN5583478908,exact,true
STL32059232,BTXN4180378138,exact,true
STL72015859,BTXN1792214339,exact,true
STL70340936,BTXN7838460497,exact,true
STL18397164,BTXN3479690385,exact,true
STL25294777,BTXN8999963054,exact,true
STL88786439,BTXN5785590330,exact,true
STL27978165,BTXN2345122542,exact,true
STL78561753,BTXN6963404324,exact,true
STL75319770,BTXN5294535887,exact,true
STL52222214,BTXN8911266259,exact,true
STL28325379,BTXN8099880573,exact,true
STL32448383,BTXN9945002229,exact,true
STL82156607,BTXN2239829538,exact,true
STL83782999,BTXN3193894984,exact,true
STL82751830,BTXN8382963909,exact,true
STL49957816,BTXN5433395802,exact,true
STL25755285,BTXN2017675569,exact,true
STL37775381,BTXN4459340599,exact,true
STL53440052,BTXN6551823759,exact,true
STL28198434,BTXN8669484644,exact,true
STL27809465,BTXN2072355594,exact,true
STL75694038,BTXN8011113122,exact,true
STL64069715,BTXN6880115912,exact,true
STL71532017,BTXN8289800644,exact,true
STL67665720,BTXN4542693668,exact,true
STL83458776,BTXN3482206102,exact,true
STL12185246,BTXN4683585586,exact,true
STL27705074,BTXN2296502486,exact,true
STL21062296,BTXN1710924824,exact,true
STL10145801,BTXN6211604267,exact,true
STL11246473,BTXN9624563057,exact,true
STL40728728,BTXN2645272822,exact,true
STL28405182,BTXN4755937285,exact,true
STL91915661,BTXN3791815554,exact,true
STL65258766,BTXN1933058809,exact,true
STL57182314,BTXN9432088993,exact,true
STL84275638,BTXN9056616444,exact,true
STL76422705,BTXN2657365938,exact,true
STL58465780,BTXN9306142066,exact,true
STL59044830,BTXN1313497572,exact,true
STL18115992,BTXN8589679668,exact,true
STL47241089,BTXN5654014006,exact,true
STL81993070,BTXN6698349136,exact,true
STL17772004,BTXN2050032570,exact,true
STL51512209,BTXN1754393408,exact,true
STL76627415,BTXN9388140708,exact,true
STL25845304,BTXN5421051452,exact,true
STL87396877,BTXN3695232998,exact,true
STL86086168,BTXN6011717427,exact,true
STL40655922,BTXN1011031667,exact,true
STL30144023,BTXN9741819989,exact,true
STL52940967,BTXN9924456994,exact,true
STL34071191,BTXN2721959126,exact,true
STL53929586,BTXN9960957575,exact,true
STL93579731,BTXN6336857629,exact,true
STL83357939,BTXN2052811909,exact,true
STL54965270,BTXN8118065825,exact,true
STL66346728,BTXN5281907480,exact,true
STL79760901,BTXN9141445255,exact,true
STL95525640,BTXN8816681105,exact,true
STL41778964,BTXN6547706290,exact,true
STL52688984,BTXN7239547458,exact,true
STL30858851,BTXN1453796587,exact,true
STL37868462,BTXN7235936374,exact,true
STL50831043,BTXN1173215225,exact,true
STL63183031,BTXN3205292512,exact,true
STL64276605,BTXN8965451958,exact,true
STL26301180,BTXN1051354601,exact,true
STL59961172,BTXN9950881177,exact,true
STL18653290,BTXN8069459895,exact,true
STL26445384,BTXN2979958124,exact,true
STL13957046,BTXN2832508021,exact,true
STL69862640,BTXN4794276323,exact,true
STL76960098,BTXN7660157097,exact,true
STL36770773,BTXN8358870981,exact,true
STL62127652,BTXN2161512446,exact,true
STL17863981,BTXN1685583357,exact,true
STL39448924,BTXN6963229328,exact,true
STL89398174,BTXN9711080868,exact,true
STL85579195,BTXN5073211715,exact,true
STL15095407,BTXN1387652480,exact,true
STL92427773,BTXN5855415646,exact,true
STL17993466,BTXN1094115188,exact,true
STL19735027,BTXN5728897164,exact,true
STL95800828,BTXN9420979586,exact,true
STL39962391,BTXN4498054328,exact,true
STL33851602,BTXN4130305126,exact,true
STL95851936,BTXN3429019820,exact,true
STL41943272,BTXN2372322277,exact,true
STL69945655,BTXN5343911135,exact,true
STL24500158,BTXN4094152811,exact,true
STL65568711,BTXN6921525436,exact,true
STL31831387,BTXN2938264714,exact,true
STL19959009,BTXN2468055063,exact,true
STL55358959,BTXN5428082088,exact,true
STL37588517,BTXN5185009345,exact,true
STL22873617,BTXN5508149905,exact,true
STL67392300,BTXN5671328227,exact,true
STL95656500,BTXN5646880148,exact,true
STL75645462,BTXN2138185235,exact,true
STL35042738,BTXN2914590233,exact,true
STL85731895,BTXN1264739091,exact,true
STL89151743,BTXN7539441086,exact,true
STL50111251,BTXN5634076661,exact,true
STL26143959,BTXN2928610987,exact,true
STL37101146,BTXN3693916084,exact,true
STL21680625,BTXN4751509023,exact,true
STL24178065,BTXN7059726570,exact,true
STL29307578,BTXN2725373847,exact,true
STL46048781,BTXN9147687657,exact,true
STL47627490,BTXN8914965741,exact,true
STL50329802,BTXN8841851495,exact,true
STL75023164,BTXN9019515562,exact,true
STL51758234,BTXN2732526008,exact,true
STL17734634,BTXN2071552532,exact,true
STL46772637,BTXN4964570811,exact,true
STL33834879,BTXN7662927609,exact,true
STL48261364,BTXN5412866242,exact,true
STL39709238,BTXN3780475472,exact,true
STL11194267,BTXN4439688162,exact,true
STL66882385,BTXN9141037388,exact,true
STL50553227,BTXN1439427140,exact,true
STL18568064,BTXN6484179008,exact,true
STL17620167,BTXN7872090713,exact,true
STL97966375,BTXN6564579551,exact,true
STL88252116,BTXN6110646714,exact,true
STL78090647,BTXN3397657114,exact,true
STL85031958,BTXN1383539822,exact,true
STL54468633,BTXN6891331174,exact,true
STL17204398,BTXN5600836559,exact,true
STL81113720,BTXN6576395496,exact,true
STL64920799,BTXN9532593594,exact,true
STL75441993,BTXN5237588145,exact,true
STL87346846,BTXN4283432667,exact,true
STL64142556,BTXN7345385864,exact,true
STL11889398,BTXN9126105576,exact,true
STL40368869,BTXN6773938304,exact,true
STL32417070,BTXN5491326131,exact,true
STL68205561,BTXN5275521470,exact,true
STL64142310,BTXN1082140117,exact,true
STL26530521,BTXN5455441991,exact,true
STL97720360,BTXN4591108099,exact,true
STL26588648,BTXN7645527239,exact,true
STL50415166,BTXN7529678452,exact,true
STL78663747,BTXN5800633419,exact,true
STL80215481,BTXN5179517389,exact,true
STL37876214,BTXN7359403225,exact,true
STL87061479,BTXN8168394616,exact,true
STL96481420,BTXN6287793163,exact,true
STL15294153,BTXN8955347538,exact,true
STL16159129,BTXN3779696951,exact,true
STL22475714,BTXN2471982906,exact,true
STL61769856,BTXN1716309186,exact,true
STL23920137,BTXN7832220535,exact,true
STL92055138,BTXN5856127658,exact,true
STL16170301,BTXN5566993537,exact,true
STL99904987,BTXN9045090355,exact,true
STL74683506,BTXN2653032484,exact,true
STL76549837,BTXN4734111722,exact,true
STL78038903,BTXN8057994126,exact,true
STL21813825,BTXN8973989997,exact,true
STL23776553,BTXN7027727434,exact,true
STL91094790,BTXN8033172680,exact,true
STL58767001,BTXN4544683724,exact,true
STL98203489,BTXN2943612110,exact,true
STL83509785,BTXN7536876169,exact,true
STL28850770,BTXN2757546829,exact,true
STL38935933,BTXN4356175095,exact,true
STL94992096,BTXN3528924461,exact,true
STL76951647,BTXN9608564548,exact,true
STL78227286,BTXN4909199720,exact,true
STL77660514,BTXN9080510951,exact,true
STL70779921,BTXN4456576082,exact,true
STL83525272,BTXN8991678061,exact,true
STL56344519,BTXN8030335064,exact,true
STL88222933,BTXN8934097788,exact,true
STL29505421,BTXN9817847029,exact,true
STL48468887,BTXN8230106415,exact,true
STL58141541,BTXN8791183272,exact,true
STL41889524,BTXN8284816444,exact,true
STL84104909,BTXN1231078662,exact,true
STL40272606,BTXN8076527214,exact,true
STL70238919,BTXN3931997465,exact,true
STL84705402,BTXN2134900434,exact,true
STL15360735,BTXN8137764127,exact,true
STL34678492,BTXN3235986982,exact,true
STL56896070,BTXN6720396142,exact,true
STL85341065,BTXN1037811610,exact,true
STL15352233,BTXN6673381261,exact,true
STL13315946,BTXN7208619610,exact,true
STL78973779,BTXN1412129737,exact,true
STL66936428,BTXN4589154183,exact,true
STL54522084,BTXN1162720486,exact,true
STL87170132,BTXN4528828126,exact,true
STL68119636,BTXN2358945892,exact,true
STL19742790,BTXN3159668272,exact,true
STL61192463,BTXN3837784389,exact,true
STL83245898,BTXN3723205427,exact,true
STL26540343,BTXN1179414276,exact,true
STL38418851,BTXN3201397080,exact,true
STL36082023,BTXN1492300084,exact,true
STL19041276,BTXN2076695131,exact,true
STL97976094,BTXN2007310926,exact,true
STL88405961,BTXN7729620601,exact,true
STL52038976,BTXN7168105904,exact,true
STL74418331,BTXN7282885927,exact,true
STL47663633,BTXN3313346852,exact,true
STL88100019,BTXN7781327255,exact,true
STL97766064,BTXN4329446784,exact,true
STL27969238,BTXN3192202822,exact,true
STL92414513,BTXN3938451957,exact,true
STL74894729,BTXN9328694308,exact,true
STL45481411,BTXN2586712032,exact,true
STL62088975,BTXN1199447370,exact,true
STL45341684,BTXN3448819206,exact,true
STL79345320,BTXN6375522704,exact,true
STL74707720,BTXN9618271425,exact,true
STL79060560,BTXN8058679999,exact,true
STL98732634,BTXN6284297249,exact,true
STL74293132,BTXN8874242713,exact,true
STL28082355,BTXN3457877922,exact,true
STL90444404,BTXN3738568701,exact,true
STL91406527,BTXN9558906999,exact,true
STL90643207,BTXN4296344958,exact,true
STL70863732,BTXN1295678014,exact,true
STL80157128,BTXN1413599241,exact,true
STL97138408,BTXN7101791420,exact,true
STL74709513,BTXN6932365592,exact,true
STL21249805,BTXN7050091525,exact,true
STL87576121,BTXN3244294928,exact,true
STL64874257,BTXN2555936898,exact,true
STL81954780,BTXN8218146534,exact,true
STL33987338,BTXN7678293431,exact,true
STL40839382,BTXN1694904767,exact,true
STL22225702,BTXN4535855298,exact,true
STL59772648,BTXN9933702652,exact,true
STL90191410,BTXN7418263314,exact,true
STL36138432,BTXN5449848690,exact,true
STL57395992,BTXN8171143901,exact,true
STL83765077,BTXN6790024996,exact,true
STL64218119,BTXN3469205576,exact,true
STL77534222,BTXN6558769264,exact,true
STL69427400,BTXN9444143872,exact,true
STL71585593,BTXN8222394132,exact,true
STL61361533,BTXN5270048042,exact,true
STL45346197,BTXN6361225622,exact,true
STL20204415,BTXN6061557739,exact,true
STL34532913,BTXN4908108692,exact,true
STL37753358,BTXN1984438848,exact,true
STL24319594,BTXN9927036153,exact,true
STL76080806,BTXN6474936701,exact,true
STL17267644,BTXN7112493808,exact,true
STL71363812,BTXN5194066484,exact,true
STL60925964,BTXN3495411322,exact,true
STL83626933,BTXN2128928014,exact,true
STL34684475,BTXN7437168216,exact,true
STL63766628,BTXN6495967005,exact,true
STL73483243,BTXN4460319291,exact,true
STL75313057,BTXN6583604299,exact,true
STL18057946,BTXN6387133174,exact,true
STL58359530,BTXN6401844042,exact,true
STL87424000,BTXN8646369354,exact,true
STL20523679,BTXN6525576685,exact,true
STL19575640,BTXN1339783148,exact,true
STL45899536,BTXN6993434996,exact,true
STL65564671,BTXN1718625803,exact,true
STL20746107,BTXN1904397668,exact,true
STL83609531,BTXN1231178500,exact,true
STL45225746,BTXN3654728627,exact,true
STL40783635,BTXN6515490818,exact,true
STL13834774,BTXN9740924080,exact,true
STL83624500,BTXN2910594463,exact,true
STL80257585,BTXN7587552692,exact,true
STL69305486,BTXN6617251085,exact,true
STL80238316,BTXN4641902461,exact,true
STL74030858,BTXN2286817379,exact,true
STL10968781,BTXN7649520759,exact,true
STL43540489,BTXN2625035499,exact,true
STL48208680,BTXN6449549092,exact,true
STL92910238,BTXN7239587766,exact,true
STL81802559,BTXN1095051435,exact,true
STL11101134,BTXN1999913493,exact,true
STL51819114,BTXN6890105611,exact,true
STL17521339,BTXN2685438702,exact,true
STL61214452,BTXN4557315473,exact,true
STL14497675,BTXN6150438341,exact,true
STL62227199,BTXN2387545832,exact,true
STL43999060,BTXN2283392443,exact,true
STL53555463,BTXN1064715310,exact,true
STL11198544,BTXN5161114352,exact,true
STL22009789,BTXN2068253975,exact,true
STL18022882,BTXN1461243650,exact,true
STL68883853,BTXN4149022054,exact,true
STL43647879,BTXN4859728403,exact,true
STL53443711,BTXN8440611705,exact,true
STL49684512,BTXN8814343168,exact,true
STL34901990,BTXN4792165664,exact,true
STL35483846,BTXN3368536195,exact,true
STL24826245,BTXN3829915449,exact,true
STL24368701,BTXN3084649514,exact,true
STL98304696,BTXN7830290429,exact,true
STL11756387,BTXN5638379165,exact,true
STL59535555,BTXN7944675764,exact,true
STL20460308,BTXN5057041081,exact,true
STL35428946,BTXN3821263164,exact,true
STL24161873,BTXN7771289365,exact,true
STL32388767,BTXN4403596665,exact,true
STL81658908,BTXN6891490448,exact,true
STL60340113,BTXN6386271785,exact,true
STL14652375,BTXN9516733215,exact,true
STL10881653,BTXN1952996130,exact,true
STL84311410,BTXN3455054143,exact,true
STL45566111,BTXN3500339713,exact,true
STL86378602,BTXN4942272347,exact,true
STL33206579,BTXN9999520085,exact,true
STL20533057,BTXN4350598093,exact,true
STL26178675,BTXN9639044885,exact,true
STL82468141,BTXN3426282426,exact,true
STL69809598,BTXN1386903346,exact,true
STL55119729,BTXN5649495861,exact,true
STL77353558,BTXN3997331061,exact,true
STL63058791,BTXN2057617830,exact,true
STL25103503,BTXN8180101072,exact,true
STL89708841,BTXN3814963909,exact,true
STL93642093,BTXN5921252890,exact,true
STL21517819,BTXN1234238999,exact,true
STL11843251,BTXN4454359624,exact,true
STL82209870,BTXN1909997553,exact,true
STL99692417,BTXN5373945362,exact,true
STL92941828,BTXN2165144965,exact,true
STL98983888,BTXN8130076816,exact,true
STL41026926,BTXN9503145548,exact,true
STL35020518,BTXN9447304615,exact,true
STL54770958,BTXN7399212842,exact,true
STL57698045,BTXN7980313867,exact,true
STL61965156,BTXN2203423402,exact,true
STL21783647,BTXN8429819540,exact,true
STL67239162,BTXN9463392724,exact,true
STL87984620,BTXN4436425084,exact,true
STL67722252,BTXN4938966574,exact,true
STL34714210,BTXN4778016973,exact,true
STL65197277,BTXN6597837495,exact,true
STL27655789,BTXN1793480168,exact,true
STL73968467,BTXN8084842984,exact,true
STL40369856,BTXN5433392180,exact,true
STL18876667,BTXN7945217063,exact,true
STL67385552,BTXN9769577087,exact,true
STL79880338,BTXN5764477196,exact,true
STL15268263,BTXN7690274631,exact,true
STL48374806,BTXN2981470996,exact,true
STL72220513,BTXN2940028539,exact,true
STL62756521,BTXN7071190983,exact,true
STL71026547,BTXN5682286001,exact,true
STL95103759,BTXN2558830012,exact,true
STL32935793,BTXN9213063154,exact,true
STL66315301,BTXN6618084394,exact,true
STL27659164,BTXN5125032122,exact,true
STL76790446,BTXN8968929797,exact,true
STL89035763,BTXN8127372046,exact,true
STL42844845,BTXN1891796718,exact,true
STL29511823,BTXN4667168880,exact,true
STL65963010,BTXN5268060108,exact,true
STL14810369,BTXN6580427322,exact,true
STL46831833,BTXN1249900899,exact,true
