settlement_id,reference_id,amount,date,status
STL98010774,RZP3778416511,21815.26,2026-07-14,settled
STL23556182,RZP3840104345,58093.59,2026-07-02,settled
STL93652460,RZP1662976399,35477.05,2026-07-05,settled
STL11194267,RZP3910678913,49043.26,2026-07-09,settled
STL77119320,RZP4242550727,15329.81,2026-07-09,settled
STL52057323,RZP1304205279,29038.71,2026-07-02,settled
STL35556386,RZP7769777475,18603.29,2026-07-08,settled
STL21490777,RZP9074999565,41906.43,2026-07-09,settled
STL16159129,RZP3779696951,24985.23,2026-07-15,pending
STL97874085,RZP7895255573,7888.80,2026-07-12,settled
STL16892773,RZP9704383251,35856.97,2026-07-11,settled
STL60213478,RZP5718479235,17039.08,2026-07-12,settled
STL65766169,RZP5956268238,69982.65,2026-07-05,settled
STL88831486,RZP6964188417,28140.36,2026-07-12,settled
STL41802361,RZP6423750090,64733.87,2026-07-02,settled
STL18115992,RZP1313497572,44258.58,2026-07-04,settled
STL94658420,RZP2645038111,31732.99,2026-07-13,settled
STL74300930,RZP5634396131,69338.72,2026-07-11,settled
STL99904987,RZP9045090355,39172.93,2026-07-12,reversed
STL61894582,RZP6875597607,66766.75,2026-07-12,settled
STL87652255,RZP4501446994,8214.77,2026-07-11,pending
STL39958838,RZP3746317213,2363.30,2026-07-05,settled
STL41645597,RZP5409514899,4467.64,2026-07-09,settled
STL91644298,RZP9202102595,5975.06,2026-07-02,settled
STL23044889,RZP5064162365,23175.16,2026-07-08,settled
STL50415166,RZP7529678452,46898.43,2026-07-12,reversed
STL33593960,RZP5022964382,68535.61,2026-07-03,settled
STL89131271,RZP4693510920,6958.26,2026-07-13,settled
STL83509785,RZP7536876169,52806.16,2026-07-01,reversed
STL75718640,RZP7763740453,32016.39,2026-07-08,settled
STL60357475,RZP9684051360,9675.57,2026-07-12,settled
STL18273096,RZP6425814872,20123.36,2026-07-14,settled
STL56354851,RZP3605585995,23787.40,2026-07-12,settled
STL91915661,RZP4755937285,48297.42,2026-07-02,settled
STL85764804,RZP7991986741,35064.50,2026-07-10,settled
STL96155337,RZP5425044246,66730.27,2026-07-09,settled
STL17270733,RZP8125276666,26895.17,2026-07-07,settled
STL53929586,RZP9392707144,5635.02,2026-07-05,settled
STL84252722,RZP6947530309,44893.69,2026-07-08,settled
STL34991216,RZP5778781449,12605.82,2026-07-08,settled
STL75441993,RZP9532593594,24070.57,2026-07-12,settled
STL33966966,RZP7597996327,70473.17,2026-07-02,settled
STL28176954,RZP9305502799,2864.25,2026-07-07,settled
STL81059199,RZP1940684569,67234.48,2026-07-01,settled
STL31980274,RZP8588769565,13000.29,2026-07-10,settled
STL34359060,RZP6047405755,39162.81,2026-07-08,settled
STL78140959,RZP1590838716,6248.80,2026-07-14,settled
STL75592138,RZP8099880573,30980.51,2026-07-08,settled
STL35708194,RZP6122110529,9406.83,2026-07-09,settled
STL42002808,RZP8628603366,18204.20,2026-07-02,settled
STL83458776,RZP6204862411,20505.99,2026-07-14,settled
STL13416548,RZP4864126433,49709.51,2026-07-11,settled
STL61518966,RZP5625411308,12602.54,2026-07-04,settled
STL94019376,RZP3238756255,31310.24,2026-07-05,settled
STL30534124,RZP8826851692,8362.65,2026-07-06,settled
STL87149951,RZP3075362821,18171.82,2026-07-10,settled
STL89010042,RZP2068687175,23750.87,2026-07-02,settled
STL84252780,RZP9312085761,62991.80,2026-07-08,reversed
STL51273379,RZP4767539382,71348.77,2026-07-11,settled
STL29538047,RZP4419410162,22355.90,2026-07-06,settled
STL37380537,RZP5433722159,61144.95,2026-07-02,reversed
STL63826716,RZP2015242176,30777.85,2026-07-08,settled
STL47108953,RZP7910817577,51488.78,2026-07-08,settled
STL35479101,RZP8788828039,70064.49,2026-07-12,settled
STL18184472,RZP3649896750,48722.24,2026-07-15,settled
STL56600900,RZP4459716271,59818.93,2026-07-10,settled
STL76627415,RZP1754393408,1443.54,2026-07-01,settled
STL76549837,RZP4734111722,6077.46,2026-07-08,pending
STL32566390,RZP9033841191,56062.46,2026-07-04,settled
STL99929175,RZP1334176969,73687.28,2026-07-03,settled
STL46890134,RZP3428365056,59793.13,2026-07-04,settled
STL67213476,RZP5140460939,5031.49,2026-07-08,settled
STL56095437,RZP3153356179,71850.32,2026-07-08,settled
STL39919562,RZP8921283088,25231.96,2026-07-13,pending
STL44448045,RZP2918260963,16121.48,2026-07-12,settled
STL90197611,RZP7800411181,4125.03,2026-07-05,settled
STL86483924,RZP5667181604,66181.52,2026-07-04,settled
STL35171649,RZP8955114245,16561.42,2026-07-14,reversed
STL20200074,RZP9410288290,30050.76,2026-07-12,settled
STL16249441,RZP1986839603,67644.84,2026-07-12,settled
STL82506491,RZP5307145891,64451.26,2026-07-03,settled
STL39394291,RZP9173043235,58292.70,2026-07-04,settled
STL84870921,RZP5187948804,29845.83,2026-07-13,settled
STL23494908,RZP2000025413,7964.75,2026-07-06,settled
STL82238741,RZP6805759868,56633.90,2026-07-14,settled
STL70887307,RZP9984030846,40020.96,2026-07-07,settled
STL96028436,RZP4095476665,51287.42,2026-07-09,settled
STL43322272,RZP1605064858,4270.09,2026-07-07,settled
STL58762794,RZP5071218314,6090.57,2026-07-11,settled
STL27714442,RZP3550908958,39857.34,2026-07-06,settled
STL21220209,RZP2727768349,48220.03,2026-07-03,settled
STL16788532,RZP2952996248,49876.27,2026-07-11,settled
STL15727862,RZP2928610987,72926.28,2026-07-13,settled
STL25845304,RZP8390631634,12938.74,2026-07-13,settled
STL20399639,RZP7533932947,47192.76,2026-07-05,settled
STL26674831,RZP1207916194,7918.32,2026-07-13,settled
STL36724061,RZP4577406847,19087.02,2026-07-08,settled
STL86866717,RZP3423086220,5100.97,2026-07-09,settled
STL42472381,RZP8831899893,47838.03,2026-07-02,settled
STL80532309,RZP4272162158,51185.47,2026-07-10,settled
STL76795767,RZP1751917162,45907.14,2026-07-07,settled
STL61030579,RZP5328166990,56152.55,2026-07-03,settled
STL71070189,RZP6002078344,660.58,2026-07-07,settled
STL49491631,RZP8352307139,33889.00,2026-07-01,settled
STL93568503,RZP7279140605,4538.20,2026-07-09,settled
STL29042093,RZP4736031885,42690.92,2026-07-07,settled
STL87736262,RZP3090237817,14647.39,2026-07-04,settled
STL46297263,RZP8651205525,26130.54,2026-07-06,settled
STL24821786,RZP8168394616,11611.26,2026-07-02,reversed
STL19317495,RZP9691572571,14888.17,2026-07-06,settled
STL48983895,RZP9504724761,61469.12,2026-07-13,settled
STL30208677,RZP9469064524,74835.14,2026-07-12,settled
STL82144402,RZP7896596272,31480.50,2026-07-09,settled
STL97393186,RZP1348849508,71166.74,2026-07-13,settled
STL52503832,RZP2150931110,28810.00,2026-07-13,settled
STL43316996,RZP3334938378,59408.71,2026-07-06,settled
STL49920898,RZP3074232200,60449.27,2026-07-11,settled
STL38372352,RZP6673086213,45570.95,2026-07-02,settled
STL99186817,RZP6933852220,31534.18,2026-07-13,pending
STL35042738,RZP2138185235,29370.77,2026-07-06,settled
STL41227216,RZP7831113321,2867.81,2026-07-02,settled
STL39955391,RZP7749695577,9395.37,2026-07-01,settled
STL79490594,RZP5125402225,2430.54,2026-07-03,settled
STL92523968,RZP8257484586,26690.25,2026-07-01,settled
STL11898961,RZP6128695961,17447.50,2026-07-03,settled
STL34744872,RZP7760554363,35470.07,2026-07-08,settled
STL53091709,RZP5162060546,35515.77,2026-07-07,settled
STL46866075,RZP2888766939,35434.62,2026-07-11,settled
STL10404729,RZP8760642358,54384.37,2026-07-07,settled
STL68978194,RZP3775094726,3416.09,2026-07-12,settled
STL65804273,RZP1918920620,31407.66,2026-07-06,settled
STL43308414,RZP7139177917,59435.21,2026-07-11,settled
STL17315517,RZP2020262123,29771.21,2026-07-09,settled
STL79244185,RZP8048810275,65621.71,2026-07-09,settled
STL65426567,RZP1819412471,33357.37,2026-07-07,settled
STL93457527,RZP4148502863,28260.35,2026-07-06,reversed
STL43822301,RZP2416011033,42068.26,2026-07-07,settled
STL42542167,RZP2166605339,8637.38,2026-07-12,settled
STL89699989,RZP3370788647,12161.68,2026-07-07,settled
STL34019729,RZP1052776893,3925.62,2026-07-15,settled
STL80888325,RZP1736086849,37739.45,2026-07-07,settled
STL18126895,RZP8239941612,41062.71,2026-07-11,settled
STL68341261,RZP6449965466,20496.31,2026-07-03,settled
STL12111482,RZP7467073633,28303.45,2026-07-10,settled
STL38408562,RZP2982979741,4246.21,2026-07-07,settled
STL57572279,RZP4942989764,39566.71,2026-07-04,settled
STL74082055,RZP5973319056,49140.51,2026-07-15,settled
STL55414869,RZP6857897124,68886.29,2026-07-07,settled
STL28814949,RZP4700855390,19024.90,2026-07-04,settled
STL84076145,RZP3783009621,50946.88,2026-07-03,settled
STL52018286,RZP4187043237,32998.36,2026-07-08,settled
STL82884346,RZP5474951950,70036.14,2026-07-09,settled
STL39436733,RZP7805745017,67387.80,2026-07-07,settled
STL33851602,RZP4498054328,23358.33,2026-07-12,settled
STL37804291,RZP3826557688,13861.91,2026-07-14,settled
STL70655283,RZP7225841764,23895.48,2026-07-06,settled
STL14740436,RZP9579064478,68064.91,2026-07-07,settled
STL33381086,RZP9369574998,59492.27,2026-07-11,settled
STL35748341,RZP7049001493,30478.83,2026-07-05,settled
STL57123808,RZP3719679239,40030.06,2026-07-04,settled
STL69584522,RZP3598862507,51090.12,2026-07-06,settled
STL55172462,RZP5125568431,28332.51,2026-07-07,settled
STL13031322,RZP8287542751,24258.76,2026-07-05,settled
STL55114543,RZP6237376063,32969.78,2026-07-01,settled
STL30513739,RZP7980611182,63204.37,2026-07-09,settled
STL16740197,RZP1939915527,60406.18,2026-07-12,settled
STL29952062,RZP1234359689,48433.20,2026-07-03,pending
STL70210270,RZP8858766173,52357.36,2026-07-03,settled
STL51663795,RZP2439622619,61472.55,2026-07-13,settled
STL29175900,RZP8110054933,29974.58,2026-07-15,settled
STL40277201,RZP7640122370,62246.12,2026-07-13,settled
STL22199793,RZP8033172680,66813.26,2026-07-09,reversed
STL40824989,RZP4247765887,73397.56,2026-07-08,settled
STL86560394,RZP8663811838,67846.09,2026-07-04,settled
STL64126921,RZP4509431976,6372.88,2026-07-08,pending
STL30270856,RZP4282810353,31223.22,2026-07-14,settled
STL51512297,RZP3369305560,46090.15,2026-07-02,settled
STL20064609,RZP7015453083,51628.25,2026-07-02,settled
STL45810056,RZP9292791081,60266.52,2026-07-14,settled
STL95511909,RZP8856990236,3784.46,2026-07-06,settled
STL41348220,RZP4734910807,73567.71,2026-07-04,settled
STL95462880,RZP5696548897,28755.17,2026-07-09,settled
STL25278272,RZP7016293621,72192.09,2026-07-05,pending
STL29602406,RZP1964386641,24242.02,2026-07-02,settled
STL31264801,RZP1249166485,20877.83,2026-07-13,settled
STL59491122,RZP5613613759,34899.82,2026-07-01,settled
STL57113566,RZP6069848439,52851.06,2026-07-05,settled
STL21087928,RZP8267378816,27867.35,2026-07-13,settled
STL56943979,RZP7846365089,72058.77,2026-07-08,settled
STL70407340,RZP7648059419,67342.00,2026-07-12,settled
STL98610233,RZP2486744752,21035.90,2026-07-15,settled
STL59805178,RZP2668247132,19497.18,2026-07-06,settled
STL79703656,RZP1167134213,53662.59,2026-07-13,settled
STL74398125,RZP4027526473,51922.87,2026-07-08,settled
STL23721268,RZP1393077279,70750.54,2026-07-08,settled
STL28036919,RZP6630484376,64438.49,2026-07-11,settled
STL81249799,RZP2784572192,15459.21,2026-07-13,settled
STL11656329,RZP3380355948,44970.88,2026-07-13,settled
STL52501540,RZP3791027186,63956.51,2026-07-14,settled
STL61100987,RZP9953716239,67634.64,2026-07-15,settled
STL72415804,RZP2024542722,35780.30,2026-07-02,settled
STL35504548,RZP9190643621,23087.51,2026-07-15,settled
STL70254091,RZP4090596936,72734.35,2026-07-10,settled
STL97253117,RZP8030335064,53421.28,2026-07-13,pending
STL97694240,RZP1076317824,30556.25,2026-07-01,reversed
STL70850538,RZP4635552887,4813.99,2026-07-07,settled
STL71124923,RZP1104906255,18740.77,2026-07-08,settled
STL74180488,RZP6562144159,46289.60,2026-07-04,settled
STL80138498,RZP8578226896,45670.67,2026-07-13,settled
STL15063406,RZP7934137693,30552.81,2026-07-08,settled
STL80638102,RZP1094115188,44202.38,2026-07-13,settled
STL25458308,RZP7757700186,53357.67,2026-07-07,settled
STL31810655,RZP3214080278,24933.46,2026-07-10,settled
STL88458327,RZP7248258423,50625.71,2026-07-11,settled
STL81498611,RZP1338258951,55027.12,2026-07-14,settled
STL76091781,RZP8394040015,8468.63,2026-07-10,reversed
STL37876214,RZP7359403225,17970.64,2026-07-01,reversed
STL51630244,RZP4470591645,40461.07,2026-07-11,settled
STL15028625,RZP8679232444,14380.22,2026-07-12,settled
STL18883684,RZP4529615275,60475.91,2026-07-07,settled
STL37326368,RZP6464693977,45559.82,2026-07-12,settled
STL22388090,RZP7465682673,19208.53,2026-07-15,settled
STL91883846,RZP3898400928,35625.03,2026-07-10,settled
STL68755000,RZP8252816758,52630.16,2026-07-05,settled
STL43859311,RZP9072992279,21230.12,2026-07-14,settled
STL89034501,RZP1110724913,1607.09,2026-07-13,settled
STL30005727,RZP8325785916,42287.56,2026-07-02,settled
STL23769080,RZP9824122054,22264.18,2026-07-03,settled
STL98429450,RZP3901796894,38582.46,2026-07-13,settled
STL93029219,RZP2854772804,51137.27,2026-07-11,settled
STL85906869,RZP1139082827,69117.35,2026-07-10,settled
STL22485824,RZP6317889312,37156.15,2026-07-03,settled
STL61036796,RZP6380470008,52789.18,2026-07-04,reversed
STL11604831,RZP2073108894,34922.22,2026-07-03,settled
STL14237322,RZP8907752604,11509.29,2026-07-11,settled
STL40620216,RZP2401777036,47742.16,2026-07-13,settled
STL93517915,RZP4110335359,63117.67,2026-07-15,settled
STL85467972,RZP8934097788,60718.71,2026-07-09,reversed
STL88703005,RZP3424843951,5611.46,2026-07-13,settled
STL77454225,RZP2178758213,47064.17,2026-07-10,settled
STL56748074,RZP5903457537,23735.83,2026-07-08,settled
STL91390501,RZP6994940029,1103.30,2026-07-14,settled
STL17061037,RZP6884333221,54258.90,2026-07-13,settled
STL98203489,RZP2943612110,7759.06,2026-07-11,reversed
STL51154241,RZP7658867789,26709.88,2026-07-08,settled
STL58438711,RZP4401896171,18136.85,2026-07-08,settled
STL39448924,RZP6330710675,40259.87,2026-07-12,settled
STL68743530,RZP2617999521,12587.42,2026-07-14,settled
STL77015343,RZP6195400294,59927.57,2026-07-14,settled
STL72579077,RZP4930438209,41629.91,2026-07-13,settled
STL18185099,RZP8164611781,72817.56,2026-07-10,settled
STL11286267,RZP6098549568,63227.90,2026-07-10,settled
STL58567046,RZP9444763362,13304.55,2026-07-10,settled
STL55356673,RZP2780136605,69533.68,2026-07-14,reversed
STL52111160,RZP7703957637,74860.15,2026-07-08,settled
STL56328316,RZP7073872915,16559.89,2026-07-09,settled
STL88326059,RZP7809974292,63915.43,2026-07-08,settled
STL27778019,RZP5278201677,5957.92,2026-07-04,settled
STL98436473,RZP3549776132,34174.40,2026-07-04,settled
STL93638503,RZP2852408227,71191.15,2026-07-15,settled
STL13885234,RZP4747699292,33554.05,2026-07-12,settled
STL87267850,RZP8872207630,29516.02,2026-07-13,settled
STL51638598,RZP2431779064,43914.09,2026-07-03,settled
STL36799898,RZP2836553621,61880.35,2026-07-11,settled
STL25541047,RZP5272119095,49190.79,2026-07-01,settled
STL12300840,RZP7664258343,1382.90,2026-07-09,settled
STL46173157,RZP2075321966,7303.85,2026-07-11,settled
STL10226999,RZP3476426797,19476.83,2026-07-12,settled
STL65568711,RZP4094152811,29252.31,2026-07-12,settled
STL71367643,RZP6320115677,29986.05,2026-07-11,settled
STL93579731,RZP2961709893,27984.49,2026-07-13,settled
STL20043577,RZP4212203479,43767.41,2026-07-11,settled
STL94946730,RZP7352298473,13733.98,2026-07-07,settled
STL86541906,RZP8575707116,27762.33,2026-07-07,settled
STL50502136,RZP7769342363,43521.87,2026-07-13,settled
STL55876720,RZP4632522232,1995.81,2026-07-05,settled
STL73013937,RZP6418365941,38704.83,2026-07-08,settled
STL21432787,RZP1230249217,11615.22,2026-07-10,settled
STL25174194,RZP4119911995,73626.90,2026-07-14,reversed
STL68942178,RZP1256143439,59550.83,2026-07-10,settled
STL22097496,RZP8682023540,2985.66,2026-07-06,settled
STL93240786,RZP2966500767,10593.97,2026-07-01,settled
STL71115319,RZP7608153267,26211.73,2026-07-09,settled
STL50987442,RZP9196963901,22652.81,2026-07-10,settled
STL38470244,RZP5418232833,63895.99,2026-07-03,settled
STL79204468,RZP7991402837,28450.34,2026-07-02,settled
STL67405358,RZP1829621429,46016.11,2026-07-11,settled
STL82060023,RZP1922542252,21236.69,2026-07-12,settled
STL58607028,RZP2881937953,9904.14,2026-07-04,settled
STL31257157,RZP3081821325,2650.77,2026-07-11,settled
STL92545028,RZP9919491730,64886.63,2026-07-14,settled
STL35281262,RZP8995045543,49380.91,2026-07-15,settled
STL91737913,RZP8761956684,63464.06,2026-07-13,settled
STL57469942,RZP2536778950,51313.97,2026-07-11,settled
STL77631755,RZP7022683808,17958.28,2026-07-04,settled
STL80368504,RZP4399425369,23678.67,2026-07-09,settled
STL96274567,RZP8544878538,10439.01,2026-07-06,settled
STL55713584,RZP9479654136,4500.38,2026-07-07,settled
STL32579937,RZP8823677798,72504.87,2026-07-11,settled
STL10872248,RZP7635473142,16922.83,2026-07-10,settled
STL88979095,RZP2064746525,5269.93,2026-07-01,settled
STL28572252,RZP6302109556,25520.64,2026-07-15,settled
STL40094589,RZP3019952485,56302.31,2026-07-01,settled
STL40245233,RZP6582978573,14198.98,2026-07-09,settled
STL65878146,RZP7682327733,3992.87,2026-07-06,settled
STL84093639,RZP3303082117,72997.12,2026-07-07,settled
STL58039455,RZP8316205130,22503.66,2026-07-01,pending
STL24178065,RZP5778232041,11540.88,2026-07-10,settled
STL22501261,RZP9063016667,34374.83,2026-07-08,settled
STL27463800,RZP1366637148,32674.80,2026-07-12,settled
STL12735359,RZP3799264931,56690.37,2026-07-04,settled
STL49652241,RZP3149484176,26200.07,2026-07-01,settled
STL40657783,RZP7400268709,12783.82,2026-07-15,settled
STL42847661,RZP1885113834,8016.81,2026-07-01,settled
STL12179995,RZP9776913529,29322.66,2026-07-06,settled
STL21267237,RZP9190197115,44596.01,2026-07-11,settled
STL10344303,RZP8964640525,25820.71,2026-07-13,settled
STL47561442,RZP8229344434,13374.14,2026-07-03,settled
STL53258988,RZP7371573279,32950.30,2026-07-12,settled
STL85554415,RZP7844995269,38294.97,2026-07-09,settled
STL77187530,RZP6555540744,12282.75,2026-07-01,settled
STL86868379,RZP8648220906,42640.96,2026-07-13,settled
STL14963880,RZP3713284816,60956.58,2026-07-02,settled
STL34328380,RZP7920580262,58547.74,2026-07-10,reversed
STL85647532,RZP3493857758,13254.45,2026-07-10,settled
STL48999266,RZP8201657412,32236.64,2026-07-02,reversed
STL84371711,RZP2864876473,8043.71,2026-07-04,settled
STL13524813,RZP6099808894,33938.85,2026-07-09,settled
STL30767532,RZP7873709012,26697.64,2026-07-10,settled
STL77390918,RZP4786674545,22764.48,2026-07-07,settled
STL61124122,RZP5836956044,47011.65,2026-07-10,settled
STL72409658,RZP6600100279,16158.61,2026-07-13,settled
STL97550053,RZP6528675352,21763.44,2026-07-01,settled
STL27152188,RZP5028688786,23563.85,2026-07-07,settled
STL23920137,RZP7832220535,60268.73,2026-07-11,pending
STL79491111,RZP3965572185,63667.96,2026-07-05,settled
STL38754377,RZP9894264595,18231.35,2026-07-11,settled
STL20820219,RZP7038841740,42592.66,2026-07-12,settled
STL38859601,RZP1515024824,12242.35,2026-07-14,settled
STL26090908,RZP3555656321,50803.34,2026-07-04,settled
STL77660514,RZP9080510951,31690.52,2026-07-10,reversed
STL40655922,RZP3434757387,27892.74,2026-07-02,settled
STL21813825,RZP8973989997,33806.57,2026-07-02,pending
STL78090647,RZP4063897771,48054.36,2026-07-08,settled
STL34571018,RZP2261792922,10031.84,2026-07-05,settled
STL69401199,RZP5816198518,10433.76,2026-07-08,settled
STL75694038,RZP2072355594,53498.92,2026-07-14,settled
STL62405812,RZP9481076448,5542.11,2026-07-09,settled
STL95899313,RZP4131575764,12673.49,2026-07-07,settled
STL75184410,RZP9803662851,6577.82,2026-07-08,settled
STL27224779,RZP5613503623,35204.57,2026-07-09,settled
STL83212334,RZP5633956194,45382.77,2026-07-14,settled
STL79878835,RZP8952502057,19273.90,2026-07-08,settled
STL45899440,RZP3412273600,24274.13,2026-07-08,settled
STL35140847,RZP9596653373,26784.79,2026-07-10,settled
STL69849800,RZP1440654676,24930.03,2026-07-05,settled
STL45495029,RZP7688606771,7227.56,2026-07-07,settled
STL12059919,RZP8924383984,7928.52,2026-07-15,settled
STL19976458,RZP7642365889,14211.56,2026-07-15,settled
STL18994192,RZP2869999754,62641.05,2026-07-05,settled
STL84797762,RZP8755749566,68648.22,2026-07-09,settled
STL94322033,RZP7961674558,50993.45,2026-07-12,settled
STL76001106,RZP8996039244,8999.49,2026-07-02,settled
STL69476001,RZP6491309593,19110.58,2026-07-15,settled
STL45496015,RZP7676965974,69915.82,2026-07-02,settled
STL65337219,RZP4713453204,73227.35,2026-07-13,settled
STL38427073,RZP3361388464,20246.72,2026-07-14,settled
STL13391969,RZP2635825546,4453.34,2026-07-01,reversed
STL76591799,RZP8761469117,20762.55,2026-07-12,settled
STL45496951,RZP3305069227,63614.34,2026-07-07,settled
STL45450260,RZP2994056084,7935.76,2026-07-03,reversed
STL11698142,RZP8136179811,5637.28,2026-07-11,settled
STL73995913,RZP6300607425,49333.65,2026-07-01,settled
STL50109721,RZP9981691030,18992.30,2026-07-09,settled
STL31172421,RZP4783282817,66005.63,2026-07-06,settled
STL93625419,RZP7684533347,64318.50,2026-07-09,settled
STL90124068,RZP2400094541,34587.51,2026-07-05,settled
STL56442431,RZP5952163720,12766.95,2026-07-06,settled
STL66882385,RZP6256052258,53599.17,2026-07-12,settled
STL30858851,RZP2168041588,6064.21,2026-07-13,settled
STL61792685,RZP3775278048,58893.22,2026-07-04,settled
STL54468633,RZP3810775408,26968.61,2026-07-12,settled
STL79067939,RZP5673181221,19303.71,2026-07-02,settled
STL83542887,RZP4877520294,46355.86,2026-07-05,settled
STL50259503,RZP8163317351,53360.77,2026-07-09,settled
STL99188862,RZP9059914313,7453.83,2026-07-02,settled
STL96854901,RZP7705605962,18200.86,2026-07-13,pending
STL33818260,RZP5297902885,68883.27,2026-07-03,settled
STL67774765,RZP9780187424,73778.81,2026-07-11,settled
STL47221734,RZP4501175349,10601.37,2026-07-13,settled
STL83715012,RZP7981077394,57119.29,2026-07-04,settled
STL44999379,RZP9760623742,6607.76,2026-07-11,settled
STL81721578,RZP2619163247,33955.47,2026-07-10,settled
STL23718431,RZP2193448329,16540.88,2026-07-13,settled
STL82633735,RZP3483827971,3874.09,2026-07-06,settled
STL20770971,RZP6937704752,65286.71,2026-07-15,settled
STL12674689,RZP6048977867,3328.30,2026-07-10,settled
STL73519947,RZP3971203213,23312.35,2026-07-10,settled
STL68571795,RZP1164313410,44944.56,2026-07-06,settled
STL27105448,RZP8879525611,43896.96,2026-07-03,settled
STL18500820,RZP2349641712,52990.33,2026-07-11,reversed
STL27536261,RZP3096471391,66625.75,2026-07-08,reversed
STL67061186,RZP9263135031,59193.19,2026-07-11,settled
STL66135102,RZP2311597141,14136.82,2026-07-12,settled
STL30486849,RZP6637352245,23783.01,2026-07-05,settled
STL14216175,RZP9894847574,47517.17,2026-07-04,settled
STL91883092,RZP7584730597,41197.35,2026-07-11,settled
STL97858385,RZP8178927766,71301.46,2026-07-06,reversed
STL28012011,RZP9516893896,21699.84,2026-07-11,settled
STL63347164,RZP1888856289,73290.80,2026-07-08,settled
STL74082804,RZP5667503195,50359.56,2026-07-03,settled
STL78901038,RZP2224336336,57352.20,2026-07-05,settled
STL76065552,RZP8303853049,71093.13,2026-07-10,settled
STL91692326,RZP7910439839,13328.88,2026-07-07,settled
STL54241559,RZP6415031531,18046.33,2026-07-13,settled
STL66661351,RZP4246059658,64652.17,2026-07-03,settled
STL80610004,RZP6043349038,4403.73,2026-07-12,settled
STL46407626,RZP2801177461,24474.25,2026-07-12,settled
STL39888974,RZP2493660313,13796.29,2026-07-09,settled
STL25457816,RZP9350223102,72570.11,2026-07-05,settled
STL29270557,RZP9182543558,44957.06,2026-07-01,settled
STL10294869,RZP6761084958,62326.35,2026-07-13,pending
STL14159837,RZP4143852021,25677.32,2026-07-10,settled
STL83659258,RZP4890628295,1915.79,2026-07-04,settled
STL48848936,RZP5060136033,57667.54,2026-07-13,settled
STL36661903,RZP3615642860,58457.94,2026-07-14,reversed
STL97241147,RZP2960730480,74391.95,2026-07-07,settled
STL68800797,RZP8357059814,30224.93,2026-07-11,settled
STL71315464,RZP7818568548,48100.93,2026-07-07,settled
STL85678734,RZP6910112521,61328.84,2026-07-07,settled
STL68095862,RZP6362597344,26258.34,2026-07-11,pending
STL93890601,RZP6582393412,58808.66,2026-07-06,settled
STL35016429,RZP7699500243,71905.47,2026-07-04,settled
STL74188958,RZP8730507757,48839.06,2026-07-13,reversed
STL48605268,RZP6385791669,19521.84,2026-07-01,settled
STL72336371,RZP3957572769,12276.99,2026-07-07,settled
STL53154591,RZP5471158508,68224.22,2026-07-10,settled
